relative_displacement_m,Q1_N,Q2_N
-1.6866666666666665e-8,-3.0490827288256432e-5,3.0490827288256432e-5
-1.68e-8,-3.0370310184350284e-5,3.0370310184350284e-5
-1.6733333333333334e-8,-3.0249793080444132e-5,3.0249793080444132e-5
-1.6666666666666667e-8,-3.0129275976537978e-5,3.0129275976537978e-5
-1.66e-8,-3.0008758872631826e-5,3.0008758872631826e-5
-1.6533333333333332e-8,-2.988824176872567e-5,2.988824176872567e-5
-1.646666666666667e-8,-2.9767724664819527e-5,2.9767724664819527e-5
-1.64e-8,-2.9647207560913372e-5,2.9647207560913372e-5
-1.6333333333333334e-8,-2.952669045700722e-5,2.952669045700722e-5
-1.6266666666666667e-8,-2.9406173353101065e-5,2.9406173353101065e-5
-1.62e-8,-2.9285656249194914e-5,2.9285656249194914e-5
-1.6133333333333332e-8,-2.916513914528876e-5,2.916513914528876e-5
-1.6066666666666668e-8,-2.9044622041382614e-5,2.9044622041382614e-5
-1.6e-8,-2.892410493747646e-5,2.892410493747646e-5
-1.5933333333333334e-8,-2.8803587833570308e-5,2.8803587833570308e-5
-1.5866666666666666e-8,-2.8683070729664153e-5,2.8683070729664153e-5
-1.58e-8,-2.8562553625758002e-5,2.8562553625758002e-5
-1.5733333333333335e-8,-2.8442036521851854e-5,2.8442036521851854e-5
-1.5666666666666668e-8,-2.8321519417945702e-5,2.8321519417945702e-5
-1.56e-8,-2.8201002314039548e-5,2.8201002314039548e-5
-1.5533333333333333e-8,-2.8080485210133396e-5,2.8080485210133396e-5
-1.5466666666666666e-8,-2.795996810622724e-5,2.795996810622724e-5
-1.54e-8,-2.783945100232109e-5,2.783945100232109e-5
-1.5333333333333335e-8,-2.7718933898414942e-5,2.7718933898414942e-5
-1.5266666666666668e-8,-2.759841679450879e-5,2.759841679450879e-5
-1.52e-8,-2.7477899690602635e-5,2.7477899690602635e-5
-1.5133333333333333e-8,-2.7357382586696484e-5,2.7357382586696484e-5
-1.5066666666666666e-8,-2.723686548279033e-5,2.723686548279033e-5
-1.5000000000000002e-8,-2.7116348378884184e-5,2.7116348378884184e-5
-1.4933333333333335e-8,-2.699583127497803e-5,2.699583127497803e-5
-1.4866666666666667e-8,-2.6875314171071878e-5,2.6875314171071878e-5
-1.48e-8,-2.6754797067165723e-5,2.6754797067165723e-5
-1.4733333333333333e-8,-2.6634279963259572e-5,2.6634279963259572e-5
-1.4666666666666667e-8,-2.651376285935342e-5,2.651376285935342e-5
-1.46e-8,-2.639324575544727e-5,2.639324575544727e-5
-1.4533333333333334e-8,-2.6272728651541118e-5,2.6272728651541118e-5
-1.4466666666666667e-8,-2.6152211547634966e-5,2.6152211547634966e-5
-1.44e-8,-2.603169444372881e-5,2.603169444372881e-5
-1.4333333333333334e-8,-2.5911177339822663e-5,2.5911177339822663e-5
-1.4266666666666667e-8,-2.579066023591651e-5,2.579066023591651e-5
-1.42e-8,-2.5670143132010357e-5,2.5670143132010357e-5
-1.4133333333333334e-8,-2.5549626028104205e-5,2.5549626028104205e-5
-1.4066666666666667e-8,-2.5429108924198054e-5,2.5429108924198054e-5
-1.4e-8,-2.53085918202919e-5,2.53085918202919e-5
-1.3933333333333334e-8,-2.518807471638575e-5,2.518807471638575e-5
-1.3866666666666667e-8,-2.5067557612479596e-5,2.5067557612479596e-5
-1.38e-8,-2.4947040508573445e-5,2.4947040508573445e-5
-1.3733333333333334e-8,-2.4826523404667293e-5,2.4826523404667293e-5
-1.3666666666666667e-8,-2.4706006300761142e-5,2.4706006300761142e-5
-1.3600000000000001e-8,-2.458548919685499e-5,2.458548919685499e-5
-1.3533333333333334e-8,-2.446497209294884e-5,2.446497209294884e-5
-1.3466666666666666e-8,-2.4344454989042684e-5,2.4344454989042684e-5
-1.3400000000000001e-8,-2.4223937885136536e-5,2.4223937885136536e-5
-1.3333333333333334e-8,-2.410342078123038e-5,2.410342078123038e-5
-1.3266666666666666e-8,-2.398290367732423e-5,2.398290367732423e-5
-1.32e-8,-2.386238657341808e-5,2.386238657341808e-5
-1.3133333333333333e-8,-2.3741869469511927e-5,2.3741869469511927e-5
-1.3066666666666666e-8,-2.3621352365605776e-5,2.3621352365605776e-5
-1.3e-8,-2.3500835261699624e-5,2.3500835261699624e-5
-1.2933333333333333e-8,-2.338031815779347e-5,2.338031815779347e-5
-1.2866666666666668e-8,-2.325980105388732e-5,2.325980105388732e-5
-1.28e-8,-2.3139283949981166e-5,2.3139283949981166e-5
-1.2733333333333333e-8,-2.3018766846075015e-5,2.3018766846075015e-5
-1.2666666666666668e-8,-2.2898249742168863e-5,2.2898249742168863e-5
-1.26e-8,-2.2777732638262712e-5,2.2777732638262712e-5
-1.2533333333333333e-8,-2.265721553435656e-5,2.265721553435656e-5
-1.2466666666666667e-8,-2.253669843045041e-5,2.253669843045041e-5
-1.24e-8,-2.2416181326544258e-5,2.2416181326544258e-5
-1.2333333333333333e-8,-2.2295664222638103e-5,2.2295664222638103e-5
-1.2266666666666667e-8,-2.217514711873195e-5,2.217514711873195e-5
-1.22e-8,-2.20546300148258e-5,2.20546300148258e-5
-1.2133333333333333e-8,-2.193411291091965e-5,2.193411291091965e-5
-1.2066666666666667e-8,-2.1813595807013497e-5,2.1813595807013497e-5
-1.2e-8,-2.1693078703107346e-5,2.1693078703107346e-5
-1.1933333333333334e-8,-2.1572561599201194e-5,2.1572561599201194e-5
-1.1866666666666667e-8,-2.1452044495295043e-5,2.1452044495295043e-5
-1.18e-8,-2.1331527391388888e-5,2.1331527391388888e-5
-1.1733333333333334e-8,-2.1211010287482736e-5,2.1211010287482736e-5
-1.1666666666666667e-8,-2.1090493183576585e-5,2.1090493183576585e-5
-1.16e-8,-2.0969976079670433e-5,2.0969976079670433e-5
-1.1533333333333334e-8,-2.0849458975764282e-5,2.0849458975764282e-5
-1.1466666666666667e-8,-2.072894187185813e-5,2.072894187185813e-5
-1.14e-8,-2.0608424767951976e-5,2.0608424767951976e-5
-1.1333333333333334e-8,-2.0487907664045828e-5,2.0487907664045828e-5
-1.1266666666666667e-8,-2.0367390560139673e-5,2.0367390560139673e-5
-1.1200000000000001e-8,-2.024687345623352e-5,2.024687345623352e-5
-1.1133333333333334e-8,-2.012635635232737e-5,2.012635635232737e-5
-1.1066666666666667e-8,-2.000583924842122e-5,2.000583924842122e-5
-1.1000000000000001e-8,-1.9885322144515067e-5,1.9885322144515067e-5
-1.0933333333333334e-8,-1.9764805040608916e-5,1.9764805040608916e-5
-1.0866666666666666e-8,-1.964428793670276e-5,1.964428793670276e-5
-1.08e-8,-1.9523770832796613e-5,1.9523770832796613e-5
-1.0733333333333333e-8,-1.9403253728890458e-5,1.9403253728890458e-5
-1.0666666666666666e-8,-1.9282736624984306e-5,1.9282736624984306e-5
-1.06e-8,-1.9162219521078155e-5,1.9162219521078155e-5
-1.0533333333333333e-8,-1.9041702417172004e-5,1.9041702417172004e-5
-1.0466666666666666e-8,-1.892118531326585e-5,1.892118531326585e-5
-1.04e-8,-1.88006682093597e-5,1.88006682093597e-5
-1.0333333333333333e-8,-1.8680151105453546e-5,1.8680151105453546e-5
-1.0266666666666668e-8,-1.8559634001547398e-5,1.8559634001547398e-5
-1.02e-8,-1.8439116897641243e-5,1.8439116897641243e-5
-1.0133333333333333e-8,-1.831859979373509e-5,1.831859979373509e-5
-1.0066666666666667e-8,-1.819808268982894e-5,1.819808268982894e-5
-1.0e-8,-1.807756558592279e-5,1.807756558592279e-5
-9.933333333333333e-9,-1.7957048482016634e-5,1.7957048482016634e-5
-9.866666666666667e-9,-1.7836531378110486e-5,1.7836531378110486e-5
-9.8e-9,-1.771601427420433e-5,1.771601427420433e-5
-9.733333333333333e-9,-1.759549717029818e-5,1.759549717029818e-5
-9.666666666666667e-9,-1.7474980066392028e-5,1.7474980066392028e-5
-9.6e-9,-1.7354462962485876e-5,1.7354462962485876e-5
-9.533333333333334e-9,-1.7233945858579725e-5,1.7233945858579725e-5
-9.466666666666667e-9,-1.7113428754673574e-5,1.7113428754673574e-5
-9.4e-9,-1.699291165076742e-5,1.699291165076742e-5
-9.333333333333334e-9,-1.687239454686127e-5,1.687239454686127e-5
-9.266666666666667e-9,-1.6751877442955116e-5,1.6751877442955116e-5
-9.2e-9,-1.6631360339048964e-5,1.6631360339048964e-5
-9.133333333333334e-9,-1.6510843235142813e-5,1.6510843235142813e-5
-9.066666666666667e-9,-1.639032613123666e-5,1.639032613123666e-5
-9.0e-9,-1.6269809027330507e-5,1.6269809027330507e-5
-8.933333333333334e-9,-1.614929192342436e-5,1.614929192342436e-5
-8.866666666666667e-9,-1.6028774819518204e-5,1.6028774819518204e-5
-8.8e-9,-1.5908257715612052e-5,1.5908257715612052e-5
-8.733333333333334e-9,-1.57877406117059e-5,1.57877406117059e-5
-8.666666666666667e-9,-1.566722350779975e-5,1.566722350779975e-5
-8.600000000000001e-9,-1.5546706403893598e-5,1.5546706403893598e-5
-8.533333333333334e-9,-1.5426189299987446e-5,1.5426189299987446e-5
-8.466666666666666e-9,-1.530567219608129e-5,1.530567219608129e-5
-8.4e-9,-1.5185155092175142e-5,1.5185155092175142e-5
-8.333333333333334e-9,-1.5064637988268989e-5,1.5064637988268989e-5
-8.266666666666666e-9,-1.4944120884362836e-5,1.4944120884362836e-5
-8.2e-9,-1.4823603780456686e-5,1.4823603780456686e-5
-8.133333333333333e-9,-1.4703086676550533e-5,1.4703086676550533e-5
-8.066666666666666e-9,-1.458256957264438e-5,1.458256957264438e-5
-8.0e-9,-1.446205246873823e-5,1.446205246873823e-5
-7.933333333333333e-9,-1.4341535364832077e-5,1.4341535364832077e-5
-7.866666666666668e-9,-1.4221018260925927e-5,1.4221018260925927e-5
-7.8e-9,-1.4100501157019774e-5,1.4100501157019774e-5
-7.733333333333333e-9,-1.397998405311362e-5,1.397998405311362e-5
-7.666666666666667e-9,-1.3859466949207471e-5,1.3859466949207471e-5
-7.6e-9,-1.3738949845301318e-5,1.3738949845301318e-5
-7.533333333333333e-9,-1.3618432741395165e-5,1.3618432741395165e-5
-7.466666666666667e-9,-1.3497915637489015e-5,1.3497915637489015e-5
-7.4e-9,-1.3377398533582862e-5,1.3377398533582862e-5
-7.333333333333334e-9,-1.325688142967671e-5,1.325688142967671e-5
-7.266666666666667e-9,-1.3136364325770559e-5,1.3136364325770559e-5
-7.2e-9,-1.3015847221864406e-5,1.3015847221864406e-5
-7.1333333333333335e-9,-1.2895330117958254e-5,1.2895330117958254e-5
-7.066666666666667e-9,-1.2774813014052103e-5,1.2774813014052103e-5
-7.0e-9,-1.265429591014595e-5,1.265429591014595e-5
-6.933333333333333e-9,-1.2533778806239798e-5,1.2533778806239798e-5
-6.866666666666667e-9,-1.2413261702333647e-5,1.2413261702333647e-5
-6.8000000000000005e-9,-1.2292744598427495e-5,1.2292744598427495e-5
-6.733333333333333e-9,-1.2172227494521342e-5,1.2172227494521342e-5
-6.666666666666667e-9,-1.205171039061519e-5,1.205171039061519e-5
-6.6e-9,-1.193119328670904e-5,1.193119328670904e-5
-6.533333333333333e-9,-1.1810676182802888e-5,1.1810676182802888e-5
-6.466666666666667e-9,-1.1690159078896735e-5,1.1690159078896735e-5
-6.4e-9,-1.1569641974990583e-5,1.1569641974990583e-5
-6.333333333333334e-9,-1.1449124871084432e-5,1.1449124871084432e-5
-6.2666666666666665e-9,-1.132860776717828e-5,1.132860776717828e-5
-6.2e-9,-1.1208090663272129e-5,1.1208090663272129e-5
-6.133333333333334e-9,-1.1087573559365976e-5,1.1087573559365976e-5
-6.066666666666666e-9,-1.0967056455459824e-5,1.0967056455459824e-5
-6.0e-9,-1.0846539351553673e-5,1.0846539351553673e-5
-5.9333333333333335e-9,-1.0726022247647521e-5,1.0726022247647521e-5
-5.866666666666667e-9,-1.0605505143741368e-5,1.0605505143741368e-5
-5.8e-9,-1.0484988039835217e-5,1.0484988039835217e-5
-5.733333333333333e-9,-1.0364470935929065e-5,1.0364470935929065e-5
-5.666666666666667e-9,-1.0243953832022914e-5,1.0243953832022914e-5
-5.6000000000000005e-9,-1.012343672811676e-5,1.012343672811676e-5
-5.533333333333333e-9,-1.000291962421061e-5,1.000291962421061e-5
-5.466666666666667e-9,-9.882402520304458e-6,9.882402520304458e-6
-5.4e-9,-9.761885416398306e-6,9.761885416398306e-6
-5.333333333333333e-9,-9.641368312492153e-6,9.641368312492153e-6
-5.266666666666667e-9,-9.520851208586002e-6,9.520851208586002e-6
-5.2e-9,-9.40033410467985e-6,9.40033410467985e-6
-5.133333333333334e-9,-9.279817000773699e-6,9.279817000773699e-6
-5.0666666666666665e-9,-9.159299896867546e-6,9.159299896867546e-6
-5.0e-9,-9.038782792961394e-6,9.038782792961394e-6
-4.933333333333334e-9,-8.918265689055243e-6,8.918265689055243e-6
-4.866666666666666e-9,-8.79774858514909e-6,8.79774858514909e-6
-4.8e-9,-8.677231481242938e-6,8.677231481242938e-6
-4.7333333333333335e-9,-8.556714377336787e-6,8.556714377336787e-6
-4.666666666666667e-9,-8.436197273430635e-6,8.436197273430635e-6
-4.6e-9,-8.315680169524482e-6,8.315680169524482e-6
-4.533333333333333e-9,-8.19516306561833e-6,8.19516306561833e-6
-4.466666666666667e-9,-8.07464596171218e-6,8.07464596171218e-6
-4.4e-9,-7.954128857806026e-6,7.954128857806026e-6
-4.333333333333333e-9,-7.833611753899875e-6,7.833611753899875e-6
-4.266666666666667e-9,-7.713094649993723e-6,7.713094649993723e-6
-4.2e-9,-7.592577546087571e-6,7.592577546087571e-6
-4.133333333333333e-9,-7.472060442181418e-6,7.472060442181418e-6
-4.066666666666667e-9,-7.351543338275266e-6,7.351543338275266e-6
-4.0e-9,-7.231026234369115e-6,7.231026234369115e-6
-3.933333333333334e-9,-7.1105091304629635e-6,7.1105091304629635e-6
-3.8666666666666665e-9,-6.98999202655681e-6,6.98999202655681e-6
-3.8e-9,-6.869474922650659e-6,6.869474922650659e-6
-3.733333333333334e-9,-6.748957818744507e-6,6.748957818744507e-6
-3.666666666666667e-9,-6.628440714838355e-6,6.628440714838355e-6
-3.6e-9,-6.507923610932203e-6,6.507923610932203e-6
-3.5333333333333335e-9,-6.387406507026051e-6,6.387406507026051e-6
-3.4666666666666667e-9,-6.266889403119899e-6,6.266889403119899e-6
-3.4000000000000003e-9,-6.146372299213748e-6,6.146372299213748e-6
-3.3333333333333334e-9,-6.025855195307595e-6,6.025855195307595e-6
-3.2666666666666666e-9,-5.905338091401444e-6,5.905338091401444e-6
-3.2e-9,-5.784820987495292e-6,5.784820987495292e-6
-3.1333333333333333e-9,-5.66430388358914e-6,5.66430388358914e-6
-3.066666666666667e-9,-5.543786779682988e-6,5.543786779682988e-6
-3.0e-9,-5.423269675776836e-6,5.423269675776836e-6
-2.9333333333333335e-9,-5.302752571870684e-6,5.302752571870684e-6
-2.8666666666666667e-9,-5.182235467964533e-6,5.182235467964533e-6
-2.8000000000000003e-9,-5.06171836405838e-6,5.06171836405838e-6
-2.7333333333333334e-9,-4.941201260152229e-6,4.941201260152229e-6
-2.6666666666666666e-9,-4.820684156246077e-6,4.820684156246077e-6
-2.6e-9,-4.700167052339925e-6,4.700167052339925e-6
-2.5333333333333333e-9,-4.579649948433773e-6,4.579649948433773e-6
-2.466666666666667e-9,-4.459132844527621e-6,4.459132844527621e-6
-2.4e-9,-4.338615740621469e-6,4.338615740621469e-6
-2.3333333333333335e-9,-4.218098636715318e-6,4.218098636715318e-6
-2.2666666666666667e-9,-4.097581532809165e-6,4.097581532809165e-6
-2.2e-9,-3.977064428903013e-6,3.977064428903013e-6
-2.1333333333333334e-9,-3.856547324996862e-6,3.856547324996862e-6
-2.0666666666666666e-9,-3.736030221090709e-6,3.736030221090709e-6
-2.0e-9,-3.6155131171845575e-6,3.6155131171845575e-6
-1.9333333333333333e-9,-3.494996013278405e-6,3.494996013278405e-6
-1.866666666666667e-9,-3.3744789093722537e-6,3.3744789093722537e-6
-1.8e-9,-3.2539618054661014e-6,3.2539618054661014e-6
-1.7333333333333333e-9,-3.1334447015599495e-6,3.1334447015599495e-6
-1.6666666666666667e-9,-3.0129275976537977e-6,3.0129275976537977e-6
-1.6e-9,-2.892410493747646e-6,2.892410493747646e-6
-1.5333333333333334e-9,-2.771893389841494e-6,2.771893389841494e-6
-1.4666666666666668e-9,-2.651376285935342e-6,2.651376285935342e-6
-1.4000000000000001e-9,-2.53085918202919e-6,2.53085918202919e-6
-1.3333333333333333e-9,-2.4103420781230383e-6,2.4103420781230383e-6
-1.2666666666666666e-9,-2.2898249742168864e-6,2.2898249742168864e-6
-1.2e-9,-2.1693078703107346e-6,2.1693078703107346e-6
-1.1333333333333333e-9,-2.0487907664045827e-6,2.0487907664045827e-6
-1.0666666666666667e-9,-1.928273662498431e-6,1.928273662498431e-6
-1.0e-9,-1.8077565585922787e-6,1.8077565585922787e-6
-9.333333333333334e-10,-1.6872394546861269e-6,1.6872394546861269e-6
-8.666666666666667e-10,-1.5667223507799748e-6,1.5667223507799748e-6
-8.0e-10,-1.446205246873823e-6,1.446205246873823e-6
-7.333333333333334e-10,-1.325688142967671e-6,1.325688142967671e-6
-6.666666666666666e-10,-1.2051710390615192e-6,1.2051710390615192e-6
-6.0e-10,-1.0846539351553673e-6,1.0846539351553673e-6
-5.333333333333334e-10,-9.641368312492154e-7,9.641368312492154e-7
-4.666666666666667e-10,-8.436197273430634e-7,8.436197273430634e-7
-4.0e-10,-7.231026234369114e-7,7.231026234369114e-7
-3.333333333333333e-10,-6.025855195307596e-7,6.025855195307596e-7
-2.666666666666667e-10,-4.820684156246077e-7,4.820684156246077e-7
-2.0e-10,-3.615513117184557e-7,3.615513117184557e-7
-1.3333333333333334e-10,-2.4103420781230385e-7,2.4103420781230385e-7
-6.666666666666667e-11,-1.2051710390615193e-7,1.2051710390615193e-7
0.0,0.0,-0.0
6.666666666666667e-11,1.2051710390615193e-7,-1.2051710390615193e-7
1.3333333333333334e-10,2.4103420781230385e-7,-2.4103420781230385e-7
2.0e-10,3.615513117184557e-7,-3.615513117184557e-7
2.666666666666667e-10,4.820684156246077e-7,-4.820684156246077e-7
3.333333333333333e-10,6.025855195307596e-7,-6.025855195307596e-7
4.0e-10,7.231026234369114e-7,-7.231026234369114e-7
4.666666666666667e-10,8.436197273430634e-7,-8.436197273430634e-7
5.333333333333334e-10,9.641368312492154e-7,-9.641368312492154e-7
6.0e-10,1.0846539351553673e-6,-1.0846539351553673e-6
6.666666666666666e-10,1.2051710390615192e-6,-1.2051710390615192e-6
7.333333333333334e-10,1.325688142967671e-6,-1.325688142967671e-6
8.0e-10,1.446205246873823e-6,-1.446205246873823e-6
8.666666666666667e-10,1.5667223507799748e-6,-1.5667223507799748e-6
9.333333333333334e-10,1.6872394546861269e-6,-1.6872394546861269e-6
1.0e-9,1.8077565585922787e-6,-1.8077565585922787e-6
1.0666666666666667e-9,1.928273662498431e-6,-1.928273662498431e-6
1.1333333333333333e-9,2.0487907664045827e-6,-2.0487907664045827e-6
1.2e-9,2.1693078703107346e-6,-2.1693078703107346e-6
1.2666666666666666e-9,2.2898249742168864e-6,-2.2898249742168864e-6
1.3333333333333333e-9,2.4103420781230383e-6,-2.4103420781230383e-6
1.4000000000000001e-9,2.53085918202919e-6,-2.53085918202919e-6
1.4666666666666668e-9,2.651376285935342e-6,-2.651376285935342e-6
1.5333333333333334e-9,2.771893389841494e-6,-2.771893389841494e-6
1.6e-9,2.892410493747646e-6,-2.892410493747646e-6
1.6666666666666667e-9,3.0129275976537977e-6,-3.0129275976537977e-6
1.7333333333333333e-9,3.1334447015599495e-6,-3.1334447015599495e-6
1.8e-9,3.2539618054661014e-6,-3.2539618054661014e-6
1.866666666666667e-9,3.3744789093722537e-6,-3.3744789093722537e-6
1.9333333333333333e-9,3.494996013278405e-6,-3.494996013278405e-6
2.0e-9,3.6155131171845575e-6,-3.6155131171845575e-6
2.0666666666666666e-9,3.736030221090709e-6,-3.736030221090709e-6
2.1333333333333334e-9,3.856547324996862e-6,-3.856547324996862e-6
2.2e-9,3.977064428903013e-6,-3.977064428903013e-6
2.2666666666666667e-9,4.097581532809165e-6,-4.097581532809165e-6
2.3333333333333335e-9,4.218098636715318e-6,-4.218098636715318e-6
2.4e-9,4.338615740621469e-6,-4.338615740621469e-6
2.466666666666667e-9,4.459132844527621e-6,-4.459132844527621e-6
2.5333333333333333e-9,4.579649948433773e-6,-4.579649948433773e-6
2.6e-9,4.700167052339925e-6,-4.700167052339925e-6
2.6666666666666666e-9,4.820684156246077e-6,-4.820684156246077e-6
2.7333333333333334e-9,4.941201260152229e-6,-4.941201260152229e-6
2.8000000000000003e-9,5.06171836405838e-6,-5.06171836405838e-6
2.8666666666666667e-9,5.182235467964533e-6,-5.182235467964533e-6
2.9333333333333335e-9,5.302752571870684e-6,-5.302752571870684e-6
3.0e-9,5.423269675776836e-6,-5.423269675776836e-6
3.066666666666667e-9,5.543786779682988e-6,-5.543786779682988e-6
3.1333333333333333e-9,5.66430388358914e-6,-5.66430388358914e-6
3.2e-9,5.784820987495292e-6,-5.784820987495292e-6
3.2666666666666666e-9,5.905338091401444e-6,-5.905338091401444e-6
3.3333333333333334e-9,6.025855195307595e-6,-6.025855195307595e-6
3.4000000000000003e-9,6.146372299213748e-6,-6.146372299213748e-6
3.4666666666666667e-9,6.266889403119899e-6,-6.266889403119899e-6
3.5333333333333335e-9,6.387406507026051e-6,-6.387406507026051e-6
3.6e-9,6.507923610932203e-6,-6.507923610932203e-6
3.666666666666667e-9,6.628440714838355e-6,-6.628440714838355e-6
3.733333333333334e-9,6.748957818744507e-6,-6.748957818744507e-6
3.8e-9,6.869474922650659e-6,-6.869474922650659e-6
3.8666666666666665e-9,6.98999202655681e-6,-6.98999202655681e-6
3.933333333333334e-9,7.1105091304629635e-6,-7.1105091304629635e-6
4.0e-9,7.231026234369115e-6,-7.231026234369115e-6
4.066666666666667e-9,7.351543338275266e-6,-7.351543338275266e-6
4.133333333333333e-9,7.472060442181418e-6,-7.472060442181418e-6
4.2e-9,7.592577546087571e-6,-7.592577546087571e-6
4.266666666666667e-9,7.713094649993723e-6,-7.713094649993723e-6
4.333333333333333e-9,7.833611753899875e-6,-7.833611753899875e-6
4.4e-9,7.954128857806026e-6,-7.954128857806026e-6
4.466666666666667e-9,8.07464596171218e-6,-8.07464596171218e-6
4.533333333333333e-9,8.19516306561833e-6,-8.19516306561833e-6
4.6e-9,8.315680169524482e-6,-8.315680169524482e-6
4.666666666666667e-9,8.436197273430635e-6,-8.436197273430635e-6
4.7333333333333335e-9,8.556714377336787e-6,-8.556714377336787e-6
4.8e-9,8.677231481242938e-6,-8.677231481242938e-6
4.866666666666666e-9,8.79774858514909e-6,-8.79774858514909e-6
4.933333333333334e-9,8.918265689055243e-6,-8.918265689055243e-6
5.0e-9,9.038782792961394e-6,-9.038782792961394e-6
5.0666666666666665e-9,9.159299896867546e-6,-9.159299896867546e-6
5.133333333333334e-9,9.279817000773699e-6,-9.279817000773699e-6
5.2e-9,9.40033410467985e-6,-9.40033410467985e-6
5.266666666666667e-9,9.520851208586002e-6,-9.520851208586002e-6
5.333333333333333e-9,9.641368312492153e-6,-9.641368312492153e-6
5.4e-9,9.761885416398306e-6,-9.761885416398306e-6
5.466666666666667e-9,9.882402520304458e-6,-9.882402520304458e-6
5.533333333333333e-9,1.000291962421061e-5,-1.000291962421061e-5
5.6000000000000005e-9,1.012343672811676e-5,-1.012343672811676e-5
5.666666666666667e-9,1.0243953832022914e-5,-1.0243953832022914e-5
5.733333333333333e-9,1.0364470935929065e-5,-1.0364470935929065e-5
5.8e-9,1.0484988039835217e-5,-1.0484988039835217e-5
5.866666666666667e-9,1.0605505143741368e-5,-1.0605505143741368e-5
5.9333333333333335e-9,1.0726022247647521e-5,-1.0726022247647521e-5
6.0e-9,1.0846539351553673e-5,-1.0846539351553673e-5
6.066666666666666e-9,1.0967056455459824e-5,-1.0967056455459824e-5
6.133333333333334e-9,1.1087573559365976e-5,-1.1087573559365976e-5
6.2e-9,1.1208090663272129e-5,-1.1208090663272129e-5
6.2666666666666665e-9,1.132860776717828e-5,-1.132860776717828e-5
6.333333333333334e-9,1.1449124871084432e-5,-1.1449124871084432e-5
6.4e-9,1.1569641974990583e-5,-1.1569641974990583e-5
6.466666666666667e-9,1.1690159078896735e-5,-1.1690159078896735e-5
6.533333333333333e-9,1.1810676182802888e-5,-1.1810676182802888e-5
6.6e-9,1.193119328670904e-5,-1.193119328670904e-5
