position_parameter_m,velocity_parameter_m_s,x1_m,x2_m,v1_m_s,v2_m_s,Q1_N,Q2_N,dissipation_W
-2.0e-8,-0.0014383312689552792,0.0,-2.0e-8,-0.0,-0.0014383312689552792,1.3736629471775655e-7,2.0331949617442253e-7,2.924407889359052e-10
-2.0e-8,-0.0013903868933234367,0.0,-2.0e-8,-0.0,-0.0013903868933234367,1.3278741822716467e-7,1.9654217963527514e-7,2.73269670550107e-10
-2.0e-8,-0.001342442517691594,0.0,-2.0e-8,-0.0,-0.001342442517691594,1.282085417365728e-7,1.897648630961277e-7,2.547484205841663e-10
-2.0e-8,-0.0012944981420597514,0.0,-2.0e-8,-0.0,-0.0012944981420597514,1.2362966524598091e-7,1.829875465569803e-7,2.3687703903808326e-10
-2.0e-8,-0.0012465537664279086,0.0,-2.0e-8,-0.0,-0.0012465537664279086,1.1905078875538901e-7,1.7621023001783285e-7,2.1965552591185769e-10
-2.0e-8,-0.001198609390796066,0.0,-2.0e-8,-0.0,-0.001198609390796066,1.1447191226479713e-7,1.6943291347868546e-7,2.0308388120548975e-10
-2.0e-8,-0.0011506650151642233,0.0,-2.0e-8,-0.0,-0.0011506650151642233,1.0989303577420524e-7,1.62655596939538e-7,1.871621049189793e-10
-2.0e-8,-0.0011027206395323808,0.0,-2.0e-8,-0.0,-0.0011027206395323808,1.0531415928361336e-7,1.5587828040039062e-7,1.7189019705232653e-10
-2.0e-8,-0.001054776263900538,0.0,-2.0e-8,-0.0,-0.001054776263900538,1.0073528279302147e-7,1.491009638612432e-7,1.5726815760553124e-10
-2.0e-8,-0.0010068318882686955,0.0,-2.0e-8,-0.0,-0.0010068318882686955,9.615640630242959e-8,1.4232364732209578e-7,1.4329598657859356e-10
-2.0e-8,-0.0009588875126368528,0.0,-2.0e-8,-0.0,-0.0009588875126368528,9.157752981183771e-8,1.3554633078294836e-7,1.2997368397151345e-10
-2.0e-8,-0.0009109431370050102,0.0,-2.0e-8,-0.0,-0.0009109431370050102,8.699865332124582e-8,1.2876901424380094e-7,1.1730124978429087e-10
-2.0e-8,-0.0008629987613731675,0.0,-2.0e-8,-0.0,-0.0008629987613731675,8.241977683065394e-8,1.2199169770465352e-7,1.0527868401692589e-10
-2.0e-8,-0.0008150543857413249,0.0,-2.0e-8,-0.0,-0.0008150543857413249,7.784090034006205e-8,1.152143811655061e-7,9.390598666941846e-11
-2.0e-8,-0.0007671100101094823,0.0,-2.0e-8,-0.0,-0.0007671100101094823,7.326202384947017e-8,1.0843706462635868e-7,8.31831577417686e-11
-2.0e-8,-0.0007191656344776396,0.0,-2.0e-8,-0.0,-0.0007191656344776396,6.868314735887828e-8,1.0165974808721126e-7,7.31101972339763e-11
-2.0e-8,-0.000671221258845797,0.0,-2.0e-8,-0.0,-0.000671221258845797,6.41042708682864e-8,9.488243154806384e-8,6.368710514604157e-11
-2.0e-8,-0.0006232768832139543,0.0,-2.0e-8,-0.0,-0.0006232768832139543,5.9525394377694504e-8,8.810511500891643e-8,5.491388147796442e-11
-2.0e-8,-0.0005753325075821117,0.0,-2.0e-8,-0.0,-0.0005753325075821117,5.494651788710262e-8,8.1327798469769e-8,4.679052622974483e-11
-2.0e-8,-0.000527388131950269,0.0,-2.0e-8,-0.0,-0.000527388131950269,5.0367641396510733e-8,7.45504819306216e-8,3.931703940138281e-11
-2.0e-8,-0.0004794437563184264,0.0,-2.0e-8,-0.0,-0.0004794437563184264,4.5788764905918855e-8,6.777316539147418e-8,3.249342099287836e-11
-2.0e-8,-0.0004314993806865838,0.0,-2.0e-8,-0.0,-0.0004314993806865838,4.120988841532697e-8,6.099584885232676e-8,2.631967100423147e-11
-2.0e-8,-0.0003835550050547411,0.0,-2.0e-8,-0.0,-0.0003835550050547411,3.6631011924735084e-8,5.421853231317934e-8,2.079578943544215e-11
-2.0e-8,-0.0003356106294228985,0.0,-2.0e-8,-0.0,-0.0003356106294228985,3.20521354341432e-8,4.744121577403192e-8,1.5921776286510393e-11
-2.0e-8,-0.00028766625379105583,0.0,-2.0e-8,-0.0,-0.00028766625379105583,2.747325894355131e-8,4.06638992348845e-8,1.1697631557436207e-11
-2.0e-8,-0.0002397218781592132,0.0,-2.0e-8,-0.0,-0.0002397218781592132,2.2894382452959427e-8,3.388658269573709e-8,8.12335524821959e-12
-2.0e-8,-0.00019177750252737056,0.0,-2.0e-8,-0.0,-0.00019177750252737056,1.8315505962367542e-8,2.710926615658967e-8,5.198947358860538e-12
-2.0e-8,-0.00014383312689552792,0.0,-2.0e-8,-0.0,-0.00014383312689552792,1.3736629471775655e-8,2.033194961744225e-8,2.9244078893590517e-12
-2.0e-8,-9.588875126368528e-5,0.0,-2.0e-8,-0.0,-9.588875126368528e-5,9.157752981183771e-9,1.3554633078294835e-8,1.2997368397151344e-12
-2.0e-8,-4.794437563184264e-5,0.0,-2.0e-8,-0.0,-4.794437563184264e-5,4.5788764905918855e-9,6.777316539147418e-9,3.249342099287836e-13
-2.0e-8,0.0,0.0,-2.0e-8,0.0,0.0,-0.0,-0.0,0.0
-2.0e-8,4.794437563184264e-5,0.0,-2.0e-8,0.0,4.794437563184264e-5,-4.5788764905918855e-9,-6.777316539147418e-9,3.249342099287836e-13
-2.0e-8,9.588875126368528e-5,0.0,-2.0e-8,0.0,9.588875126368528e-5,-9.157752981183771e-9,-1.3554633078294835e-8,1.2997368397151344e-12
-2.0e-8,0.00014383312689552792,0.0,-2.0e-8,0.0,0.00014383312689552792,-1.3736629471775655e-8,-2.033194961744225e-8,2.9244078893590517e-12
-2.0e-8,0.00019177750252737056,0.0,-2.0e-8,0.0,0.00019177750252737056,-1.8315505962367542e-8,-2.710926615658967e-8,5.198947358860538e-12
-2.0e-8,0.0002397218781592132,0.0,-2.0e-8,0.0,0.0002397218781592132,-2.2894382452959427e-8,-3.388658269573709e-8,8.12335524821959e-12
-2.0e-8,0.00028766625379105583,0.0,-2.0e-8,0.0,0.00028766625379105583,-2.747325894355131e-8,-4.06638992348845e-8,1.1697631557436207e-11
-2.0e-8,0.0003356106294228985,0.0,-2.0e-8,0.0,0.0003356106294228985,-3.20521354341432e-8,-4.744121577403192e-8,1.5921776286510393e-11
-2.0e-8,0.0003835550050547411,0.0,-2.0e-8,0.0,0.0003835550050547411,-3.6631011924735084e-8,-5.421853231317934e-8,2.079578943544215e-11
-2.0e-8,0.0004314993806865838,0.0,-2.0e-8,0.0,0.0004314993806865838,-4.120988841532697e-8,-6.099584885232676e-8,2.631967100423147e-11
-2.0e-8,0.0004794437563184264,0.0,-2.0e-8,0.0,0.0004794437563184264,-4.5788764905918855e-8,-6.777316539147418e-8,3.249342099287836e-11
-2.0e-8,0.000527388131950269,0.0,-2.0e-8,0.0,0.000527388131950269,-5.0367641396510733e-8,-7.45504819306216e-8,3.931703940138281e-11
-2.0e-8,0.0005753325075821117,0.0,-2.0e-8,0.0,0.0005753325075821117,-5.494651788710262e-8,-8.1327798469769e-8,4.679052622974483e-11
-2.0e-8,0.0006232768832139543,0.0,-2.0e-8,0.0,0.0006232768832139543,-5.9525394377694504e-8,-8.810511500891643e-8,5.491388147796442e-11
