position_parameter_m,velocity_parameter_m_s,x1_m,x2_m,v1_m_s,v2_m_s,Q1_N,Q2_N,dissipation_W
-1.3810000000000002e-5,-0.0014383312689552792,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0014383312689552792,-0.0014383312689552792,3.0688081734936555e-6,1.7415882536323726e-5,2.9463771182808055e-8
-1.3810000000000002e-5,-0.0013903868933234367,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0013903868933234367,-0.0013903868933234367,2.966514567710534e-6,1.683535311844627e-5,2.7532257294157305e-8
-1.3810000000000002e-5,-0.001342442517691594,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.001342442517691594,-0.001342442517691594,2.864220961927412e-6,1.6254823700568813e-5,2.566621845257946e-8
-1.3810000000000002e-5,-0.0012944981420597514,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0012944981420597514,-0.0012944981420597514,2.7619273561442903e-6,1.5674294282691354e-5,2.3865654658074527e-8
-1.3810000000000002e-5,-0.0012465537664279086,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0012465537664279086,-0.0012465537664279086,2.6596337503611682e-6,1.5093764864813896e-5,2.2130565910642493e-8
-1.3810000000000002e-5,-0.001198609390796066,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.001198609390796066,-0.001198609390796066,2.557340144578046e-6,1.451323544693644e-5,2.0460952210283372e-8
-1.3810000000000002e-5,-0.0011506650151642233,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0011506650151642233,-0.0011506650151642233,2.455046538794924e-6,1.393270602905898e-5,1.885681355699715e-8
-1.3810000000000002e-5,-0.0011027206395323808,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0011027206395323808,-0.0011027206395323808,2.3527529330118026e-6,1.3352176611181524e-5,1.7318149950783847e-8
-1.3810000000000002e-5,-0.001054776263900538,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.001054776263900538,-0.001054776263900538,2.2504593272286805e-6,1.2771647193304066e-5,1.584496139164344e-8
-1.3810000000000002e-5,-0.0010068318882686955,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0010068318882686955,-0.0010068318882686955,2.148165721445559e-6,1.2191117775426609e-5,1.4437247879575948e-8
-1.3810000000000002e-5,-0.0009588875126368528,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0009588875126368528,-0.0009588875126368528,2.045872115662437e-6,1.1610588357549152e-5,1.3095009414581358e-8
-1.3810000000000002e-5,-0.0009109431370050102,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0009109431370050102,-0.0009109431370050102,1.9435785098793153e-6,1.1030058939671694e-5,1.1818245996659675e-8
-1.3810000000000002e-5,-0.0008629987613731675,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0008629987613731675,-0.0008629987613731675,1.8412849040961934e-6,1.0449529521794237e-5,1.06069576258109e-8
-1.3810000000000002e-5,-0.0008150543857413249,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0008150543857413249,-0.0008150543857413249,1.7389912983130714e-6,9.869000103916778e-6,9.46114430203503e-9
-1.3810000000000002e-5,-0.0007671100101094823,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0007671100101094823,-0.0007671100101094823,1.6366976925299496e-6,9.288470686039322e-6,8.380806025332069e-9
