x1_m,x2_m,Vc_V,C_F,Q1_N,Q2_N,Qtranslation_N
-1.3618e-5,-1.3618e-5,3.0,6.890701828452746e-12,-3.2468310808636794e-7,-7.424747277320877e-6,-7.749430385407244e-6
-1.3616000000000001e-5,-1.3616000000000001e-5,3.0,6.887273643251828e-12,-3.2381134677520164e-7,-7.353811192926192e-6,-7.677622539701394e-6
-1.3614e-5,-1.3614e-5,3.0,6.883877082607655e-12,-3.2294768916661725e-7,-7.284166264180769e-6,-7.607113953347386e-6
-1.3612000000000001e-5,-1.3612000000000001e-5,3.0,6.8805115768791955e-12,-3.2209198923416274e-7,-7.2157777142232405e-6,-7.537869703457403e-6
-1.361e-5,-1.361e-5,3.0,6.8771765716693226e-12,-3.212441048591759e-7,-7.148612001171425e-6,-7.469856106030601e-6
-1.3579833333333335e-5,-1.3579833333333335e-5,3.0,6.830231996751847e-12,-3.0931571975283664e-7,-6.263967138521387e-6,-6.573282858274224e-6
-1.35338e-5,-1.35338e-5,3.0,6.7685060387760315e-12,-2.9365238860353344e-7,-5.257590064032444e-6,-5.5512424526359775e-6
-1.3487766666666668e-5,-1.3487766666666668e-5,3.0,6.7157423287823584e-12,-2.802848331612616e-7,-4.5199169135015184e-6,-4.80020174666278e-6
-1.3441733333333336e-5,-1.3441733333333336e-5,3.0,6.669702094341448e-12,-2.6863916007860013e-7,-3.956369454519099e-6,-4.2250086145977e-6
-1.3395700000000001e-5,-1.3395700000000001e-5,3.0,6.6288929142185026e-12,-2.5833280295509403e-7,-3.5120542383348605e-6,-3.7703870412899545e-6
-1.3349666666666669e-5,-1.3349666666666669e-5,3.0,6.592269913908569e-12,-2.490979235555207e-7,-3.1529323650864646e-6,-3.4020302886419853e-6
-1.3303633333333334e-5,-1.3303633333333334e-5,3.0,6.559072975678691e-12,-2.4073968051912995e-7,-2.8567793490358857e-6,-3.0975190295550157e-6
-1.3257600000000002e-5,-1.3257600000000002e-5,3.0,6.528731831894939e-12,-2.3311190002065308e-7,-2.6084712233116717e-6,-2.841583123332325e-6
-1.3211566666666669e-5,-1.3211566666666669e-5,3.0,6.500807673628607e-12,-2.2610210715316686e-7,-2.3973602465438978e-6,-2.6234623536970646e-6
-1.3165533333333335e-5,-1.3165533333333335e-5,3.0,6.474955613847034e-12,-2.1962190339549045e-7,-2.215734057228586e-6,-2.4353559606240764e-6
-1.3119500000000002e-5,-1.3119500000000002e-5,3.0,6.4508996602352664e-12,-2.1360055092696333e-7,-2.057870106307307e-6,-2.27147065723427e-6
-1.3073466666666668e-5,-1.3073466666666668e-5,3.0,6.428415506005734e-12,-2.0798056108324024e-7,-1.9194333451523308e-6,-2.127413906235571e-6
-1.3027433333333335e-5,-1.3027433333333335e-5,3.0,6.407318379639514e-12,-2.027145796673646e-7,-1.797080118326263e-6,-1.9997946979936277e-6
-1.29814e-5,-1.29814e-5,3.0,6.387454267646611e-12,-1.9776313693183642e-7,-1.6881903646492173e-6,-1.8859535015810536e-6
-1.2935366666666668e-5,-1.2935366666666668e-5,3.0,6.368693445557117e-12,-1.9309298927310942e-7,-1.5906821334451842e-6,-1.7837751227182936e-6
-1.2889333333333336e-5,-1.2889333333333336e-5,3.0,6.3509256249808284e-12,-1.886758752027792e-7,-1.5028803438557449e-6,-1.6915562190585242e-6
-1.2843300000000001e-5,-1.2843300000000001e-5,3.0,6.3340562552385086e-12,-1.8448756729094898e-7,-1.4234221460997784e-6,-1.6079097133907275e-6
-1.2797266666666669e-5,-1.2797266666666669e-5,3.0,6.318003664860415e-12,-1.8050713940753039e-7,-1.351187508161241e-6,-1.5316946475687714e-6
-1.2751233333333334e-5,-1.2751233333333334e-5,3.0,6.302696823989948e-12,-1.7671639313075587e-7,-1.2852475199416763e-6,-1.4619639130724321e-6
-1.2705200000000002e-5,-1.2705200000000002e-5,3.0,6.2880735725658946e-12,-1.7309940355642964e-7,-1.2248253560757813e-6,-1.397924759632211e-6
-1.2659166666666669e-5,-1.2659166666666669e-5,3.0,6.274079202571008e-12,-1.696421558706668e-7,-1.1692664243052943e-6,-1.3389085801759611e-6
-1.2613133333333335e-5,-1.2613133333333335e-5,3.0,6.260665312695371e-12,-1.6633225175491424e-7,-1.1180152739988873e-6,-1.2843475257538016e-6
-1.2567100000000002e-5,-1.2567100000000002e-5,3.0,6.2477888749202855e-12,-1.6315867011569753e-7,-1.0705975445230987e-6,-1.2337562146387962e-6
-1.2521066666666668e-5,-1.2521066666666668e-5,3.0,6.235411467643352e-12,-1.601115705062305e-7,-1.026605715796352e-6,-1.1867172863025824e-6
-1.2475033333333335e-5,-1.2475033333333335e-5,3.0,6.223498640912625e-12,-1.5718213041332514e-7,-9.856877588476475e-7,-1.1428698892609726e-6
-1.2429e-5,-1.2429e-5,3.0,6.212019387367024e-12,-1.5436240964133737e-7,-9.475380207559371e-7,-1.1019004303972744e-6
-1.2382966666666668e-5,-1.2382966666666668e-5,3.0,6.200945698438486e-12,-1.5164523655228363e-7,-9.11889847350437e-7,-1.0635350839027207e-6
-1.2336933333333336e-5,-1.2336933333333336e-5,3.0,6.190252189840811e-12,-1.490241120669944e-7,-8.785095692767074e-7,-1.0275336813437018e-6
-1.2290900000000001e-5,-1.2290900000000001e-5,3.0,6.17991578375668e-12,-1.4649312820030447e-7,-8.471915664342698e-7,-9.936846946345743e-7
-1.2244866666666669e-5,-1.2244866666666669e-5,3.0,6.169915437724456e-12,-1.4404689856724838e-7,-8.177541918776164e-7,-9.618010904448649e-7
-1.2198833333333334e-5,-1.2198833333333334e-5,3.0,6.160231912224789e-12,-1.4168049880951544e-7,-7.900363856083679e-7,-9.317168844178833e-7
-1.2152800000000002e-5,-1.2152800000000002e-5,3.0,6.1508475705216466e-12,-1.3938941528993268e-7,-7.638948458593055e-7,-9.032842611492382e-7
-1.2106766666666667e-5,-1.2106766666666667e-5,3.0,6.141746205530968e-12,-1.3716950071512807e-7,-7.392016537232332e-7,-8.763711544383612e-7
-1.2060733333333335e-5,-1.2060733333333335e-5,3.0,6.1329128894524355e-12,-1.350169355931935e-7,-7.15842268627771e-7,-8.508592042209644e-7
-1.2014700000000002e-5,-1.2014700000000002e-5,3.0,6.124333842664732e-12,-1.3292819462925432e-7,-6.937138288725468e-7,-8.266420235018012e-7
-1.1968666666666668e-5,-1.1968666666666668e-5,3.0,6.115996318996761e-12,-1.3090001731875022e-7,-6.727237044458379e-7,-8.03623721764588e-7
-1.1922633333333335e-5,-1.1922633333333335e-5,3.0,6.10788850497997e-12,-1.289293821245295e-7,-6.527882595183542e-7,-7.817176416428837e-7
-1.18766e-5,-1.18766e-5,3.0,6.099999431085807e-12,-1.2701348372611135e-7,-6.338317900361505e-7,-7.608452737622619e-7
-1.1830566666666668e-5,-1.1830566666666668e-5,3.0,6.092318893277088e-12,-1.2514971291271683e-7,-6.157856081982977e-7,-7.409353211110146e-7
-1.1784533333333336e-5,-1.1784533333333336e-5,3.0,6.08483738346775e-12,-1.233356387597775e-7,-5.985872506810598e-7,-7.219228894408373e-7
-1.1738500000000001e-5,-1.1738500000000001e-5,3.0,6.077546027703983e-12,-1.2156899278464854e-7,-5.821797915420281e-7,-7.037487843266766e-7
-1.1692466666666669e-5,-1.1692466666666669e-5,3.0,6.0704365310602464e-12,-1.198476548235243e-7,-5.665112440208973e-7,-6.863588988444216e-7
-1.1646433333333334e-5,-1.1646433333333334e-5,3.0,6.063501128393502e-12,-1.1816964040996071e-7,-5.515340381143963e-7,-6.69703678524357e-7
-1.1600400000000002e-5,-1.1600400000000002e-5,3.0,6.056732540223832e-12,-1.1653308946741459e-7,-5.372045629696994e-7,-6.53737652437114e-7
-1.1554366666666667e-5,-1.1554366666666667e-5,3.0,6.050123933114137e-12,-1.1493625615499179e-7,-5.234827649131892e-7,-6.384190210681809e-7
-1.1508333333333335e-5,-1.1508333333333335e-5,3.0,6.0436688840093265e-12,-1.1337749972809968e-7,-5.103317933879391e-7,-6.237092931160388e-7
-1.1462300000000002e-5,-1.1462300000000002e-5,3.0,6.037361348069485e-12,-1.1185527629466867e-7,-4.977176882749918e-7,-6.095729645696605e-7
-1.1416266666666668e-5,-1.1416266666666668e-5,3.0,6.03119562959409e-12,-1.10368131363666e-7,-4.85609103069105e-7,-5.95977234432771e-7
-1.1370233333333335e-5,-1.1370233333333335e-5,3.0,6.025166355687574e-12,-1.0891469309625647e-7,-4.7397705920757e-7,-5.828917523038265e-7
-1.13242e-5,-1.13242e-5,3.0,6.019268452361787e-12,-1.0749366618157889e-7,-4.627947275418066e-7,-5.702883937233855e-7
-1.1278166666666668e-5,-1.1278166666666668e-5,3.0,6.0134971228097135e-12,-1.0610382626903538e-7,-4.5203723352037584e-7,-5.581410597894112e-7
-1.1232133333333334e-5,-1.1232133333333334e-5,3.0,6.0078478276178995e-12,-1.0474401489749578e-7,-4.416814831386451e-7,-5.464254980361409e-7
-1.1186100000000001e-5,-1.1186100000000001e-5,3.0,6.0023162667136525e-12,-1.0341313486913836e-7,-4.317060071207291e-7,-5.351191419898674e-7
-1.1140066666666669e-5,-1.1140066666666669e-5,3.0,5.9968983628676595e-12,-1.0211014602195083e-7,-4.220908211464744e-7,-5.242009671684252e-7
-1.1094033333333334e-5,-1.1094033333333334e-5,3.0,5.991590246593914e-12,-1.008340613603704e-7,-4.1281730023086594e-7,-5.136513615912363e-7
-1.1048000000000002e-5,-1.1048000000000002e-5,3.0,5.9863882423073206e-12,-9.958394350826624e-8,-4.038680656139383e-7,-5.034520091222045e-7
-1.1001966666666667e-5,-1.1001966666666667e-5,3.0,5.981288855615311e-12,-9.835890145257116e-8,-3.9522688273325344e-7,-4.935857841858245e-7
-1.0955933333333335e-5,-1.0955933333333335e-5,3.0,5.976288761633814e-12,-9.715808754945051e-8,-3.868785690341452e-7,-4.840366565835957e-7
-1.0909900000000002e-5,-1.0909900000000002e-5,3.0,5.971384794230058e-12,-9.598069476801336e-8,-3.7880891053005226e-7,-4.7478960529806563e-7
-1.0863866666666668e-5,-1.0863866666666668e-5,3.0,5.96657393610536e-12,-9.482595414930731e-8,-3.7100458616045455e-7,-4.6583054030976184e-7
-1.0817833333333335e-5,-1.0817833333333335e-5,3.0,5.961853309640413e-12,-9.369313246073247e-8,-3.6345309911049863e-7,-4.571462315712311e-7
-1.07718e-5,-1.07718e-5,3.0,5.9572201684337806e-12,-9.258153002811622e-8,-3.561427143571774e-7,-4.487242443852936e-7
-1.0725766666666668e-5,-1.0725766666666668e-5,3.0,5.952671889471563e-12,-9.149047872954563e-8,-3.490624017942547e-7,-4.4055288052380033e-7
-1.0679733333333334e-5,-1.0679733333333334e-5,3.0,5.948205965872549e-12,-9.041934013668985e-8,-3.4220178436394295e-7,-4.326211245006328e-7
-1.0633700000000001e-5,-1.0633700000000001e-5,3.0,5.943820000158868e-12,-8.936750379079241e-8,-3.355510906893536e-7,-4.24918594480146e-7
-1.0587666666666669e-5,-1.0587666666666669e-5,3.0,5.939511698007091e-12,-8.833438560179394e-8,-3.291011117592717e-7,-4.1743549736106567e-7
-1.0541633333333334e-5,-1.0541633333333334e-5,3.0,5.9352788624392134e-12,-8.731942636018427e-8,-3.228431612671251e-7,-4.1016258762730935e-7
-1.0495600000000002e-5,-1.0495600000000002e-5,3.0,5.931119388416891e-12,-8.63220903521927e-8,-3.167690392500503e-7,-4.0309112960224303e-7
-1.0449566666666667e-5,-1.0449566666666667e-5,3.0,5.927031257805767e-12,-8.534186406982509e-8,-3.108709987125936e-7,-3.962128627824187e-7
-1.0403533333333335e-5,-1.0403533333333335e-5,3.0,5.92301253467994e-12,-8.437825500806099e-8,-3.051417149535633e-7,-3.895199699616243e-7
-1.03575e-5,-1.03575e-5,3.0,5.919061360939341e-12,-8.343079054223912e-8,-2.9957425734443754e-7,-3.8300504788667665e-7
-1.0311466666666668e-5,-1.0311466666666668e-5,3.0,5.915175952215333e-12,-8.249901687930326e-8,-2.9416206333413237e-7,-3.766610802134356e-7
-1.0265433333333335e-5,-1.0265433333333335e-5,3.0,5.911354594042112e-12,-8.158249807715367e-8,-2.8889891447822896e-7,-3.704814125553826e-7
-1.02194e-5,-1.02194e-5,3.0,5.907595638273424e-12,-8.068081512686794e-8,-2.8377891431140726e-7,-3.644597294382752e-7
-1.0173366666666668e-5,-1.0173366666666668e-5,3.0,5.903897499726025e-12,-7.979356509301653e-8,-2.7879646790011743e-7,-3.5859003299313395e-7
-1.0127333333333334e-5,-1.0127333333333334e-5,3.0,5.900258653032847e-12,-7.892036030771683e-8,-2.7394626292876446e-7,-3.528666232364813e-7
-1.0081300000000001e-5,-1.0081300000000001e-5,3.0,5.896677629690365e-12,-7.806082761444733e-8,-2.692232521871328e-7,-3.472840798015801e-7
-1.0035266666666669e-5,-1.0035266666666669e-5,3.0,5.893153015285951e-12,-7.721460765797993e-8,-2.646226373396356e-7,-3.418372449976155e-7
-9.989233333333334e-6,-9.989233333333334e-6,3.0,5.8896834468922194e-12,-7.638135421709848e-8,-2.6013985386845806e-7,-3.365212080855565e-7
-9.943200000000002e-6,-9.943200000000002e-6,3.0,5.8862676106164285e-12,-7.556073357704741e-8,-2.5577055709290864e-7,-3.3133129066995606e-7
-9.897166666666667e-6,-9.897166666666667e-6,3.0,5.882904239294007e-12,-7.475242393890649e-8,-2.5151060917646464e-7,-3.2626303311537113e-7
-9.851133333333335e-6,-9.851133333333335e-6,3.0,5.87959211031615e-12,-7.395611486331605e-8,-2.4735606704121375e-7,-3.213121819045298e-7
-9.8051e-6,-9.8051e-6,3.0,5.876330043582243e-12,-7.317150674618361e-8,-2.4330317111675315e-7,-3.1647467786293673e-7
-9.759066666666668e-6,-9.759066666666668e-6,3.0,5.873116899568607e-12,-7.239831032419216e-8,-2.3934833485723263e-7,-3.117466451814248e-7
-9.713033333333335e-6,-9.713033333333335e-6,3.0,5.869951577505732e-12,-7.163624620810066e-8,-2.354881349661656e-7,-3.0712438117426625e-7
-9.667e-6,-9.667e-6,3.0,5.866833013656749e-12,-7.088504444198431e-8,-2.3171930227399705e-7,-3.0260434671598135e-7
-9.620966666666668e-6,-9.620966666666668e-6,3.0,5.8637601796905e-12,-7.014444408670505e-8,-2.2803871321823948e-7,-2.981831573049445e-7
-9.574933333333334e-6,-9.574933333333334e-6,3.0,5.860732081143005e-12,-6.941419282603037e-8,-2.2444338188034363e-7,-2.93857574706374e-7
-9.528900000000001e-6,-9.528900000000001e-6,3.0,5.857747755961653e-12,-6.869404659394166e-8,-2.2093045253741078e-7,-2.8962449913135245e-7
-9.482866666666669e-6,-9.482866666666669e-6,3.0,5.854806273126822e-12,-6.798376922177744e-8,-2.1749719269040842e-7,-2.8548096191218585e-7
-9.436833333333334e-6,-9.436833333333334e-6,3.0,5.8519067313460464e-12,-6.728313210396023e-8,-2.1414098653377972e-7,-2.8142411863773994e-7
-9.390800000000002e-6,-9.390800000000002e-6,3.0,5.8490482578161994e-12,-6.6591913881145e-8,-2.1085932883425442e-7,-2.774512427153994e-7
-9.344766666666667e-6,-9.344766666666667e-6,3.0,5.84623000704948e-12,-6.590990013971093e-8,-2.0764981918932257e-7,-2.735597193290335e-7
-9.298733333333335e-6,-9.298733333333335e-6,3.0,5.843451159759307e-12,-6.523688312659732e-8,-2.045101566382436e-7,-2.697470397648409e-7
-9.2527e-6,-9.2527e-6,3.0,5.840710921802484e-12,-6.457266147855168e-8,-2.014381346006465e-7,-2.660107960791982e-7
-9.206666666666668e-6,-9.206666666666668e-6,3.0,5.838008523174269e-12,-6.391703996492725e-8,-1.984316361197791e-7,-2.6234867608470634e-7
-9.160633333333335e-6,-9.160633333333335e-6,3.0,5.8353432170531905e-12,-6.326982924322294e-8,-1.9548862938927103e-7,-2.5875845863249394e-7
-9.1146e-6,-9.1146e-6,3.0,5.83271427889271e-12,-6.26308456266176e-8,-1.9260716354394037e-7,-2.5523800917055795e-7
-9.068566666666668e-6,-9.068566666666668e-6,3.0,5.830121005556978e-12,-6.19999108627988e-8,-1.8978536469667758e-7,-2.517852755594764e-7
-9.022533333333334e-6,-9.022533333333334e-6,3.0,5.8275627144981515e-12,-6.137685192343481e-8,-1.870214322048259e-7,-2.4839828412826074e-7
-8.976500000000001e-6,-8.976500000000001e-6,3.0,5.8250387429729105e-12,-6.076150080368156e-8,-1.843136351507409e-7,-2.450751359544225e-7
-8.930466666666667e-6,-8.930466666666667e-6,3.0,5.822548447295931e-12,-6.015369433115591e-8,-1.8166030902236253e-7,-2.4181400335351845e-7
-8.884433333333334e-6,-8.884433333333334e-6,3.0,5.820091202128265e-12,-5.9553273983844863e-8,-1.7905985258069827e-7,-2.386131265645431e-7
-8.838400000000002e-6,-8.838400000000002e-6,3.0,5.8176663997986665e-12,-5.8960085716453703e-8,-1.7651072490208142e-7,-2.3547081061853512e-7
-8.792366666666667e-6,-8.792366666666667e-6,3.0,5.815273449656089e-12,-5.837397979472852e-8,-1.7401144258396153e-7,-2.3238542237869006e-7
-8.746333333333335e-6,-8.746333333333335e-6,3.0,5.812911777451605e-12,-5.779481063731823e-8,-1.7156057710380207e-7,-2.293553877411203e-7
-8.7003e-6,-8.7003e-6,3.0,5.810580824748195e-12,-5.722243666476765e-8,-1.6915675232140934e-7,-2.26379188986177e-7
-8.654266666666668e-6,-8.654266666666668e-6,3.0,5.808280048356898e-12,-5.6656720155260536e-8,-1.667986421157115e-7,-2.2345536227097206e-7
-8.608233333333335e-6,-8.608233333333335e-6,3.0,5.806008919797937e-12,-5.6097527106752974e-8,-1.644849681476397e-7,-2.2058249525439267e-7
-8.5622e-6,-8.5622e-6,3.0,5.803766924785476e-12,-5.554472710516126e-8,-1.6221449774135055e-7,-2.1775922484651181e-7
-8.516166666666668e-6,-8.516166666666668e-6,3.0,5.8015535627348224e-12,-5.4998193198288156e-8,-1.5998604187656968e-7,-2.1498423507485783e-7
-8.470133333333334e-6,-8.470133333333334e-6,3.0,5.799368346290863e-12,-5.445780177518998e-8,-1.5779845328533337e-7,-2.1225625506052335e-7
-8.424100000000001e-6,-8.424100000000001e-6,3.0,5.7972108008766945e-12,-5.392343245070645e-8,-1.5565062464686692e-7,-2.0957405709757337e-7
-8.378066666666667e-6,-8.378066666666667e-6,3.0,5.795080464261376e-12,-5.3394967954889115e-8,-1.535414868747601e-7,-2.069364548296492e-7
-8.332033333333334e-6,-8.332033333333334e-6,3.0,5.79297688614588e-12,-5.2872294027082866e-8,-1.5147000749099754e-7,-2.0434230151808042e-7
-8.286000000000002e-6,-8.286000000000002e-6,3.0,5.790899627766302e-12,-5.235529931442614e-8,-1.4943518908176032e-7,-2.0179048839618646e-7
-8.239966666666667e-6,-8.239966666666667e-6,3.0,5.788848261513491e-12,-5.18438752745519e-8,-1.4743606783025548e-7,-1.9927994310480738e-7
-8.193933333333335e-6,-8.193933333333335e-6,3.0,5.7868223705682905e-12,-5.1337916082281514e-8,-1.4547171212213853e-7,-1.9680962820442005e-7
-8.1479e-6,-8.1479e-6,3.0,5.784821548551622e-12,-5.083731854011736e-8,-1.4354122121938424e-7,-1.9437853975950159e-7
-8.101866666666668e-6,-8.101866666666668e-6,3.0,5.782845399188699e-12,-5.034198199234986e-8,-1.4164372399872998e-7,-1.9198570599107984e-7
-8.055833333333335e-6,-8.055833333333335e-6,3.0,5.780893535986696e-12,-4.985180824260522e-8,-1.3977837775106034e-7,-1.8963018599366557e-7
-8.0098e-6,-8.0098e-6,3.0,5.778965581925223e-12,-4.936670147467011e-8,-1.3794436703833784e-7,-1.8731106851300795e-7
-7.963766666666668e-6,-7.963766666666668e-6,3.0,5.777061169159011e-12,-4.88865681764383e-8,-1.3614090260489457e-7,-1.8502747078133288e-7
-7.917733333333334e-6,-7.917733333333334e-6,3.0,5.775179938732233e-12,-4.8411317066832125e-8,-1.3436722034010075e-7,-1.8277853740693288e-7
-7.871700000000001e-6,-7.871700000000001e-6,3.0,5.773321540303914e-12,-4.794085902556149e-8,-1.3262258028961152e-7,-1.8056343931517302e-7
-7.825666666666667e-6,-7.825666666666667e-6,3.0,5.77148563188392e-12,-4.747510702558789e-8,-1.309062657125657e-7,-1.783813727381536e-7
-7.779633333333334e-6,-7.779633333333334e-6,3.0,5.76967187957906e-12,-4.701397606817058e-8,-1.2921758218227085e-7,-1.7623155825044143e-7
-7.733600000000002e-6,-7.733600000000002e-6,3.0,5.767879957348809e-12,-4.655738312037651e-8,-1.275558567280588e-7,-1.741132398484353e-7
-7.687566666666667e-6,-7.687566666666667e-6,3.0,5.7661095467702455e-12,-4.6105247054943226e-8,-1.259204370161344e-7,-1.720256840710776e-7
-7.641533333333335e-6,-7.641533333333335e-6,3.0,5.764360336811779e-12,-4.565748859238918e-8,-1.243106905673737e-7,-1.699681791597629e-7
-7.595500000000001e-6,-7.595500000000001e-6,3.0,5.76263202361528e-12,-4.5214030245270976e-8,-1.227260040101436e-7,-1.6794003425541455e-7
-7.549466666666668e-6,-7.549466666666668e-6,3.0,5.7609243102862414e-12,-4.4774796264493387e-8,-1.2116578236633528e-7,-1.6594057863082868e-7
-7.503433333333334e-6,-7.503433333333334e-6,3.0,5.759236906691617e-12,-4.4339712587581494e-8,-1.196294483689038e-7,-1.6396916095648528e-7
-7.457400000000001e-6,-7.457400000000001e-6,3.0,5.757569529265013e-12,-4.390870678882976e-8,-1.1811644180930897e-7,-1.6202514859813873e-7
-7.411366666666667e-6,-7.411366666666667e-6,3.0,5.755921900818906e-12,-4.348170803124682e-8,-1.1662621891334383e-7,-1.6010792694459064e-7
-7.365333333333334e-6,-7.365333333333334e-6,3.0,5.754293750363587e-12,-4.305864702021892e-8,-1.1515825174392407e-7,-1.5821689876414299e-7
-7.319300000000001e-6,-7.319300000000001e-6,3.0,5.752684812932549e-12,-4.263945595881865e-8,-1.1371202762949309e-7,-1.5635148358831174e-7
-7.273266666666668e-6,-7.273266666666668e-6,3.0,5.751094829414051e-12,-4.222406850468942e-8,-1.122870486167729e-7,-1.545111171214623e-7
-7.227233333333334e-6,-7.227233333333334e-6,3.0,5.74952354638859e-12,-4.181241972843923e-8,-1.1088283094666281e-7,-1.5269525067510205e-7
-7.181200000000001e-6,-7.181200000000001e-6,3.0,5.7479707159720315e-12,-4.1404446073480923e-8,-1.0949890455215402e-7,-1.5090335062563493e-7
-7.135166666666667e-6,-7.135166666666667e-6,3.0,5.746436095664185e-12,-4.100008531725885e-8,-1.0813481257719169e-7,-1.4913489789445053e-7
-7.089133333333334e-6,-7.089133333333334e-6,3.0,5.744919448202584e-12,-4.0599276533804624e-8,-1.0679011091547438e-7,-1.47389387449279e-7
-7.043100000000001e-6,-7.043100000000001e-6,3.0,5.743420541421256e-12,-4.020196005756812e-8,-1.054643677682349e-7,-1.4566632782580302e-7
-6.997066666666668e-6,-6.997066666666668e-6,3.0,5.741939148114294e-12,-3.9808077448471027e-8,-1.0415716322010046e-7,-1.439652406685715e-7
-6.951033333333334e-6,-6.951033333333334e-6,3.0,5.740475045904027e-12,-3.941757145813457e-8,-1.0286808883217712e-7,-1.422856602903117e-7
-6.905000000000001e-6,-6.905000000000001e-6,3.0,5.7390280171136064e-12,-3.903038599723347e-8,-1.0159674725154936e-7,-1.4062713324878283e-7
-6.858966666666667e-6,-6.858966666666667e-6,3.0,5.737597848643839e-12,-3.8646466103931793e-8,-1.0034275183642946e-7,-1.3898921794036126e-7
-6.812933333333334e-6,-6.812933333333334e-6,3.0,5.7361843318540924e-12,-3.826575791335751e-8,-9.910572629623087e-8,-1.3737148420958838e-7
-6.7669e-6,-6.7669e-6,3.0,5.734787262447115e-12,-3.78882086280752e-8,-9.788530434587832e-8,-1.3577351297395351e-7
-6.720866666666668e-6,-6.720866666666668e-6,3.0,5.73340644035762e-12,-3.751376648951744e-8,-9.668112937370332e-8,-1.3419489586322076e-7
-6.674833333333334e-6,-6.674833333333334e-6,3.0,5.73204166964449e-12,-3.714238075033828e-8,-9.5492854122307e-8,-1.326352348726453e-7
-6.628800000000001e-6,-6.628800000000001e-6,3.0,5.730692758386461e-12,-3.6774001647652535e-8,-9.432014038180469e-8,-1.3109414202945722e-7
-6.582766666666667e-6,-6.582766666666667e-6,3.0,5.729359518581143e-12,-3.6408580377127355e-8,-9.316265869489561e-8,-1.2957123907202296e-7
-6.536733333333334e-6,-6.536733333333334e-6,3.0,5.728041766047277e-12,-3.604606906789337e-8,-9.202008807323084e-8,-1.280661571411242e-7
-6.4907e-6,-6.4907e-6,3.0,5.726739320330074e-12,-3.56864207582445e-8,-9.089211572457726e-8,-1.2657853648282175e-7
-6.444666666666668e-6,-6.444666666666668e-6,3.0,5.7254520046095495e-12,-3.5329589372096535e-8,-8.977843679030293e-8,-1.2510802616239948e-7
-6.398633333333334e-6,-6.398633333333334e-6,3.0,5.724179645611715e-12,-3.497552969617627e-8,-8.867875409273046e-8,-1.2365428378890674e-7
-6.352600000000001e-6,-6.352600000000001e-6,3.0,5.7229220735225585e-12,-3.462419735791386e-8,-8.759277789192933e-8,-1.222169752498432e-7
-6.306566666666667e-6,-6.306566666666667e-6,3.0,5.721679121904659e-12,-3.427554880401251e-8,-8.652022565153825e-8,-1.2079577445555078e-7
-6.260533333333334e-6,-6.260533333333334e-6,3.0,5.720450627616394e-12,-3.3929541279670476e-8,-8.546082181322921e-8,-1.193903630928997e-7
-6.2145e-6,-6.2145e-6,3.0,5.719236430733604e-12,-3.3586132808431495e-8,-8.441429757944307e-8,-1.1800043038787457e-7
-6.168466666666668e-6,-6.168466666666668e-6,3.0,5.718036374473652e-12,-3.3245282172641205e-8,-8.33803907040457e-8,-1.166256728766869e-7
-6.122433333333334e-6,-6.122433333333334e-6,3.0,5.716850305121778e-12,-3.290694889448681e-8,-8.235884529056877e-8,-1.1526579418505559e-7
-6.076400000000001e-6,-6.076400000000001e-6,3.0,5.715678071959667e-12,-3.257109321760007e-8,-8.134941159771757e-8,-1.1392050481531763e-7
-6.030366666666667e-6,-6.030366666666667e-6,3.0,5.714519527196168e-12,-3.223767608920271e-8,-8.03518458518407e-8,-1.1258952194104341e-7
-5.984333333333334e-6,-5.984333333333334e-6,3.0,5.7133745259000615e-12,-3.1906659142775175e-8,-7.936591006607421e-8,-1.1127256920884938e-7
-5.9383e-6,-5.9383e-6,3.0,5.712242925934832e-12,-3.157800468123059e-8,-7.839137186588205e-8,-1.0996937654711265e-7
-5.892266666666668e-6,-5.892266666666668e-6,3.0,5.711124587895357e-12,-3.1251675660575604e-8,-7.742800432073232e-8,-1.0867967998130792e-7
-5.846233333333334e-6,-5.846233333333334e-6,3.0,5.710019375046451e-12,-3.092763567404157e-8,-7.647558578165704e-8,-1.0740322145569862e-7
-5.800200000000001e-6,-5.800200000000001e-6,3.0,5.708927153263209e-12,-3.060584893666941e-8,-7.553389972445714e-8,-1.0613974866112655e-7
-5.754166666666667e-6,-5.754166666666667e-6,3.0,5.707847790973072e-12,-3.028628027033275e-8,-7.460273459832444e-8,-1.048890148686572e-7
-5.708133333333334e-6,-5.708133333333334e-6,3.0,5.706781159099572e-12,-2.996889508918409e-8,-7.368188367966266e-8,-1.0365077876884675e-7
-5.6621e-6,-5.6621e-6,3.0,5.705727131007693e-12,-2.9653659385509416e-8,-7.277114493089976e-8,-1.0242480431640918e-7
-5.616066666666667e-6,-5.616066666666667e-6,3.0,5.704685582450792e-12,-2.9340539715977657e-8,-7.187032086409382e-8,-1.0121086058007148e-7
-5.570033333333334e-6,-5.570033333333334e-6,3.0,5.703656391519029e-12,-2.9029503188271588e-8,-7.097921840914178e-8,-1.0000872159741337e-7
-5.524000000000001e-6,-5.524000000000001e-6,3.0,5.702639438589264e-12,-2.8720517448086852e-8,-7.009764878641107e-8,-9.881816623449792e-8
-5.477966666666667e-6,-5.477966666666667e-6,3.0,5.701634606276356e-12,-2.8413550666487674e-8,-6.92254273836204e-8,-9.763897805010808e-8
