x1_m,x2_m,Vc_V,C_F,Q1_N,Q2_N,Qtranslation_N
-1.3700000000000001e-5,-1.3700000000000001e-5,3.0,7.068577606573086e-12,-3.699895421160792e-7,-1.2147778754444127e-5,-1.2517768296560206e-5
-1.36996e-5,-1.36996e-5,3.0,7.067466559512703e-12,-3.6970616302110314e-7,-1.211111603969473e-5,-1.2480822202715834e-5
-1.3699200000000001e-5,-1.3699200000000001e-5,3.0,7.066358788090813e-12,-3.694236235057271e-7,-1.2074643030402305e-5,-1.2444066653908033e-5
-1.36988e-5,-1.36988e-5,3.0,7.0652542753169855e-12,-3.691419192144429e-7,-1.2038360855192399e-5,-1.2407502774406841e-5
-1.3698400000000001e-5,-1.3698400000000001e-5,3.0,7.0641530041184604e-12,-3.6886104577063636e-7,-1.2002270258986092e-5,-1.2371131304756727e-5
-1.3698000000000002e-5,-1.3698000000000002e-5,3.0,7.063054957371257e-12,-3.6858099878456337e-7,-1.196637166743435e-5,-1.2334952666218913e-5
-1.36976e-5,-1.36976e-5,3.0,7.061960117926154e-12,-3.683017738600099e-7,-1.1930665239439008e-5,-1.2298967013299017e-5
-1.3697200000000002e-5,-1.3697200000000002e-5,3.0,7.060868468630442e-12,-3.6802336659986785e-7,-1.1895150910225396e-5,-1.2263174276825263e-5
-1.36968e-5,-1.36968e-5,3.0,7.059779992346144e-12,-3.677457726108053e-7,-1.1859828426868974e-5,-1.222757419947978e-5
-1.3696400000000002e-5,-1.3696400000000002e-5,3.0,7.0586946719654204e-12,-3.674689875072177e-7,-1.1824697377760244e-5,-1.2192166365267461e-5
-1.3696e-5,-1.3696e-5,3.0,7.057612490423523e-12,-3.671930069145455e-7,-1.1789757217162818e-5,-1.2156950224077363e-5
-1.3695600000000001e-5,-1.3695600000000001e-5,3.0,7.056533430709805e-12,-3.669178264720987e-7,-1.1755007285783918e-5,-1.2121925112256016e-5
-1.36952e-5,-1.36952e-5,3.0,7.055457475876983e-12,-3.6664344183543166e-7,-1.1720446828078335e-5,-1.2087090269913766e-5
-1.3694800000000001e-5,-1.3694800000000001e-5,3.0,7.054384609049071e-12,-3.6636984867837434e-7,-1.1686075006870018e-5,-1.2052444855548392e-5
-1.36944e-5,-1.36944e-5,3.0,7.0533148134280194e-12,-3.6609704269473753e-7,-1.1651890915752288e-5,-1.2017987958447026e-5
