position_parameter_m,velocity_parameter_m_s,x1_m,x2_m,v1_m_s,v2_m_s,Q1_N,Q2_N,dissipation_W
-1.3810000000000002e-5,-0.0014846631654801862,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0014846631654801862,-0.0014846631654801862,3.1676614111434015e-6,1.797688742092794e-5,3.1392532801673405e-8
-1.3810000000000002e-5,-0.0014351743932975133,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0014351743932975133,-0.0014351743932975133,3.0620726974386214e-6,1.7377657840230338e-5,2.9334577873563705e-8
-1.3810000000000002e-5,-0.0013856856211148405,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0013856856211148405,-0.0013856856211148405,2.9564839837338414e-6,1.6778428259532743e-5,2.7346384129457725e-8
-1.3810000000000002e-5,-0.0013361968489321676,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0013361968489321676,-0.0013361968489321676,2.8508952700290614e-6,1.6179198678835145e-5,2.542795156935546e-8
-1.3810000000000002e-5,-0.0012867080767494947,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0012867080767494947,-0.0012867080767494947,2.7453065563242813e-6,1.5579969098137547e-5,2.3579280193256915e-8
-1.3810000000000002e-5,-0.0012372193045668218,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0012372193045668218,-0.0012372193045668218,2.639717842619501e-6,1.4980739517439948e-5,2.1800370001162085e-8
-1.3810000000000002e-5,-0.001187730532384149,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.001187730532384149,-0.001187730532384149,2.5341291289147213e-6,1.4381509936742351e-5,2.0091220993070985e-8
-1.3810000000000002e-5,-0.0011382417602014761,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0011382417602014761,-0.0011382417602014761,2.4285404152099412e-6,1.3782280356044753e-5,1.845183316898359e-8
-1.3810000000000002e-5,-0.0010887529880188032,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0010887529880188032,-0.0010887529880188032,2.3229517015051608e-6,1.3183050775347154e-5,1.688220652889992e-8
-1.3810000000000002e-5,-0.0010392642158361302,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0010392642158361302,-0.0010392642158361302,2.2173629878003807e-6,1.2583821194649556e-5,1.5382341072819966e-8
-1.3810000000000002e-5,-0.0009897754436534575,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0009897754436534575,-0.0009897754436534575,2.111774274095601e-6,1.198459161395196e-5,1.395223680074374e-8
-1.3810000000000002e-5,-0.0009402866714707846,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0009402866714707846,-0.0009402866714707846,2.006185560390821e-6,1.1385362033254362e-5,1.2591893712671223e-8
-1.3810000000000002e-5,-0.0008907978992881117,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0008907978992881117,-0.0008907978992881117,1.9005968466860408e-6,1.0786132452556762e-5,1.1301311808602425e-8
-1.3810000000000002e-5,-0.0008413091271054388,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0008413091271054388,-0.0008413091271054388,1.7950081329812608e-6,1.0186902871859166e-5,1.008049108853735e-8
-1.3810000000000002e-5,-0.0007918203549227659,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0007918203549227659,-0.0007918203549227659,1.6894194192764806e-6,9.587673291161566e-6,8.92943155247599e-9
-1.3810000000000002e-5,-0.0007423315827400931,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0007423315827400931,-0.0007423315827400931,1.5838307055717007e-6,8.98844371046397e-6,7.848133200418351e-9
-1.3810000000000002e-5,-0.0006928428105574203,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0006928428105574203,-0.0006928428105574203,1.4782419918669207e-6,8.389214129766372e-6,6.836596032364431e-9
-1.3810000000000002e-5,-0.0006433540383747473,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0006433540383747473,-0.0006433540383747473,1.3726532781621407e-6,7.789984549068774e-6,5.894820048314229e-9
-1.3810000000000002e-5,-0.0005938652661920745,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0005938652661920745,-0.0005938652661920745,1.2670645644573606e-6,7.190754968371176e-6,5.022805248267746e-9
-1.3810000000000002e-5,-0.0005443764940094016,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0005443764940094016,-0.0005443764940094016,1.1614758507525804e-6,6.591525387673577e-6,4.22055163222498e-9
-1.3810000000000002e-5,-0.0004948877218267288,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0004948877218267288,-0.0004948877218267288,1.0558871370478006e-6,5.99229580697598e-6,3.488059200185935e-9
-1.3810000000000002e-5,-0.00044539894964405584,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.00044539894964405584,-0.00044539894964405584,9.502984233430204e-7,5.393066226278381e-6,2.8253279521506063e-9
-1.3810000000000002e-5,-0.00039591017746138296,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.00039591017746138296,-0.00039591017746138296,8.447097096382403e-7,4.793836645580783e-6,2.2323578881189973e-9
-1.3810000000000002e-5,-0.00034642140527871014,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.00034642140527871014,-0.00034642140527871014,7.391209959334604e-7,4.194607064883186e-6,1.7091490080911078e-9
-1.3810000000000002e-5,-0.00029693263309603726,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.00029693263309603726,-0.00029693263309603726,6.335322822286803e-7,3.595377484185588e-6,1.2557013120669365e-9
-1.3810000000000002e-5,-0.0002474438609133644,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.0002474438609133644,-0.0002474438609133644,5.279435685239003e-7,2.99614790348799e-6,8.720148000464838e-10
-1.3810000000000002e-5,-0.00019795508873069148,-1.3810000000000002e-5,-1.3810000000000002e-5,-0.00019795508873069148,-0.00019795508873069148,4.2235485481912014e-7,2.3969183227903915e-6,5.580894720297493e-10
