x1_m,linear_N,cubic_N,soft_N,hard_N
-1.3734000000000001e-5,4.5046661625000015e-5,7.864154254530003e-7,1.936295462859153e-17,0.0
-1.3732000000000002e-5,4.5040101750000016e-5,7.860719126045717e-7,1.8932686259402883e-17,0.0
-1.373e-5,4.503354187500001e-5,7.857284998035717e-7,1.8515072118825868e-17,0.0
-1.3728000000000001e-5,4.502698200000002e-5,7.853851870354289e-7,1.8109650405028745e-17,0.0
-1.3726e-5,4.502042212500001e-5,7.850419742855716e-7,1.771597939294721e-17,0.0
-1.3725600000000001e-5,4.501911015000001e-5,7.849733437365122e-7,1.7638617756088046e-17,0.0
-1.37252e-5,4.501779817500001e-5,7.849047171874847e-7,1.7561705890425182e-17,0.0
-1.3724800000000001e-5,4.501648620000002e-5,7.848360946383728e-7,1.7485240532067362e-17,0.0
-1.37244e-5,4.501517422500001e-5,7.847674760890595e-7,1.740921844550323e-17,0.0
-1.3724000000000001e-5,4.5013862250000015e-5,7.846988615394289e-7,1.7333636423316344e-17,0.0
-1.37236e-5,4.5012550275000014e-5,7.846302509893635e-7,1.7258491285898477e-17,0.0
-1.3723200000000001e-5,4.501123830000001e-5,7.845616444387477e-7,1.7183779881171263e-17,0.0
-1.37228e-5,4.500992632500001e-5,7.844930418874641e-7,1.710949908430598e-17,0.0
-1.3722400000000001e-5,4.500861435000002e-5,7.844244433353968e-7,1.7035645797451628e-17,0.0
-1.3722e-5,4.500730237500001e-5,7.843558487824287e-7,1.696221694946113e-17,0.0
-1.3721600000000001e-5,4.5005990400000015e-5,7.842872582284436e-7,1.688920949562556e-17,0.0
-1.3721200000000002e-5,4.5004678425000014e-5,7.842186716733249e-7,1.6816620417406938e-17,0.0
-1.37208e-5,4.500336645000001e-5,7.841500891169557e-7,1.674444672217699e-17,0.0
-1.3720400000000002e-5,4.500205447500002e-5,7.840815105592198e-7,1.6672685442959048e-17,0.0
-1.372e-5,4.500074250000001e-5,7.840129360000002e-7,1.660133363816973e-17,0.0
-1.3719600000000002e-5,4.4999430525000016e-5,7.839443654391809e-7,1.6530388391368162e-17,0.0
-1.37192e-5,4.4998118550000015e-5,7.838757988766448e-7,1.6459846811003215e-17,0.0
-1.3718800000000002e-5,4.4996806575000014e-5,7.838072363122758e-7,1.6389706030168465e-17,0.0
-1.37184e-5,4.499549460000001e-5,7.837386777459567e-7,1.6319963206355065e-17,0.0
-1.3718000000000001e-5,4.499418262500002e-5,7.836701231775717e-7,1.625061552121223e-17,0.0
-1.37176e-5,4.499287065000001e-5,7.836015726070036e-7,1.618166018030574e-17,0.0
-1.3717200000000001e-5,4.499155867500002e-5,7.835330260341363e-7,1.6113094412883747e-17,0.0
-1.37168e-5,4.4990246700000016e-5,7.834644834588527e-7,1.6044915471640695e-17,0.0
-1.3716400000000001e-5,4.4988934725000015e-5,7.833959448810369e-7,1.5977120632488466e-17,0.0
-1.3716e-5,4.4987622750000013e-5,7.833274103005715e-7,1.5909707194325468e-17,0.0
-1.3715600000000001e-5,4.498631077500001e-5,7.83258879717341e-7,1.5842672478812985e-17,0.0
-1.37152e-5,4.498499880000001e-5,7.831903531312276e-7,1.577601383014939e-17,0.0
-1.3714800000000001e-5,4.498368682500002e-5,7.831218305421157e-7,1.5709728614851484e-17,0.0
-1.37144e-5,4.4982374850000016e-5,7.830533119498882e-7,1.5643814221533727e-17,0.0
-1.3714000000000001e-5,4.4981062875000015e-5,7.829847973544287e-7,1.5578268060694462e-17,0.0
-1.37138e-5,4.498040688750001e-5,7.829505415554505e-7,1.5545632264165514e-17,0.0
-1.37136e-5,4.4979750900000014e-5,7.829162867556207e-7,1.5513087564500026e-17,0.0
-1.3713400000000002e-5,4.497909491250002e-5,7.828820329549247e-7,1.5480633644070267e-17,0.0
-1.3713200000000001e-5,4.497843892500001e-5,7.828477801533476e-7,1.544827018657573e-17,0.0
-1.3713e-5,4.4977782937500016e-5,7.828135283508752e-7,1.5415996877038308e-17,0.0
-1.37128e-5,4.497712695000001e-5,7.827792775474927e-7,1.5383813401794738e-17,0.0
-1.3712600000000001e-5,4.4976470962500014e-5,7.82745027743186e-7,1.5351719448490776e-17,0.0
-1.3712400000000001e-5,4.497581497500002e-5,7.827107789379397e-7,1.53197147060737e-17,0.0
-1.37122e-5,4.4975158987500013e-5,7.826765311317397e-7,1.5287798864787646e-17,0.0
-1.3712e-5,4.497450300000001e-5,7.826422843245715e-7,1.5255971616166215e-17,0.0
-1.3711800000000001e-5,4.497384701250002e-5,7.826080385164207e-7,1.5224232653026776e-17,0.0
-1.3711600000000001e-5,4.4973191025000015e-5,7.825737937072722e-7,1.5192581669463093e-17,0.0
-1.37114e-5,4.497253503750001e-5,7.825395498971118e-7,1.516101836084082e-17,0.0
-1.37112e-5,4.4971879050000014e-5,7.825053070859246e-7,1.512954242379025e-17,0.0
-1.3711000000000001e-5,4.497122306250002e-5,7.824710652736968e-7,1.5098153556200712e-17,0.0
-1.3710800000000001e-5,4.497056707500001e-5,7.824368244604129e-7,1.5066851457213416e-17,0.0
-1.37106e-5,4.4969911087500016e-5,7.824025846460586e-7,1.503563582721701e-17,0.0
-1.37104e-5,4.496925510000001e-5,7.823683458306195e-7,1.5004506367840494e-17,0.0
-1.3710200000000001e-5,4.4968599112500015e-5,7.823341080140813e-7,1.497346278194774e-17,0.0
-1.3710000000000001e-5,4.496794312500002e-5,7.822998711964288e-7,1.4942504773630485e-17,0.0
-1.37098e-5,4.4967287137500014e-5,7.822656353776477e-7,1.4911632048204023e-17,0.0
-1.3709600000000002e-5,4.4966631150000017e-5,7.822314005577237e-7,1.488084431220049e-17,0.0
