x1_m,linear_N,cubic_N,soft_N,hard_N
-9.472400000000001e-6,3.1068879975000014e-5,2.580126395589681e-7,3.898439464729042e-21,0.0
-9.4248e-6,3.091275495000001e-5,2.5414251495494403e-7,3.776981289245965e-21,0.0
-9.3772e-6,3.075662992500001e-5,2.5031128574653606e-7,3.660465786374312e-21,0.0
-9.3296e-6,3.060050490000001e-5,2.46518755492352e-7,3.548643563303842e-21,0.0
-9.282e-6,3.044437987500001e-5,2.4276472775100004e-7,3.4412801703781386e-21,0.0
-9.234400000000001e-6,3.0288254850000012e-5,2.390490060810881e-7,3.338155066760463e-21,0.0
-9.1868e-6,3.0132129825000006e-5,2.35371394041224e-7,3.2390606671180732e-21,0.0
-9.1392e-6,2.997600480000001e-5,2.3173169519001607e-7,3.1438014622548586e-21,0.0
-9.0916e-6,2.9819879775000007e-5,2.2812971308607198e-7,3.0521932073012272e-21,0.0
-9.044e-6,2.9663754750000007e-5,2.2456525128800003e-7,2.964062171678009e-21,0.0
-8.9964e-6,2.950762972500001e-5,2.2103811335440807e-7,2.8792444455959832e-21,0.0
-8.9488e-6,2.9351504700000007e-5,2.17548102843904e-7,2.797585298341714e-21,0.0
-8.9012e-6,2.9195379675000008e-5,2.1409502331509606e-7,2.7189385840394356e-21,0.0
-8.853600000000001e-6,2.903925465000001e-5,2.1067867832659208e-7,2.643166190973764e-21,0.0
-8.806e-6,2.888312962500001e-5,2.0729887143700004e-7,2.5701375309134896e-21,0.0
-8.7584e-6,2.872700460000001e-5,2.0395540620492807e-7,2.4997290651969984e-21,0.0
-8.7108e-6,2.8570879575000006e-5,2.00648086188984e-7,2.43182386462875e-21,0.0
-8.6632e-6,2.841475455000001e-5,1.9737671494777606e-7,2.3663112004970872e-21,0.0
-8.615600000000001e-6,2.825862952500001e-5,1.9414109603991208e-7,2.3030861642592576e-21,0.0
-8.568e-6,2.8102504500000006e-5,1.9094103302400002e-7,2.2420493136527157e-21,0.0
-8.5204e-6,2.794637947500001e-5,1.8777632945864807e-7,2.183106343184754e-21,0.0
-8.4728e-6,2.7790254450000007e-5,1.84646788902464e-7,2.1261677771272555e-21,0.0
-8.4252e-6,2.7634129425000007e-5,1.8155221491405604e-7,2.0711486833020806e-21,0.0
-8.377600000000001e-6,2.747800440000001e-5,1.7849241105203206e-7,2.017968406086341e-21,0.0
-8.33e-6,2.7321879375000008e-5,1.7546718087500003e-7,1.966550317197719e-21,0.0
-8.2824e-6,2.7165754350000008e-5,1.7247632794156805e-7,1.9168215829387454e-21,0.0
-8.2348e-6,2.7009629325000005e-5,1.6951965581034397e-7,1.8687129466871494e-21,0.0
-8.1872e-6,2.685350430000001e-5,1.6659696803993602e-7,1.822158525517944e-21,0.0
-8.1396e-6,2.669737927500001e-5,1.6370806818895204e-7,1.7770956199325853e-21,0.0
-8.092e-6,2.6541254250000006e-5,1.60852759816e-7,1.7334645357525277e-21,0.0
-8.0444e-6,2.638512922500001e-5,1.5803084647968806e-7,1.6912084173091625e-21,0.0
-7.996800000000001e-6,2.622900420000001e-5,1.5524213173862407e-7,1.650273091130425e-21,0.0
-7.9492e-6,2.6072879175000007e-5,1.5248641915141602e-7,1.610606919386803e-21,0.0
-7.9016e-6,2.5916754150000007e-5,1.4976351227667203e-7,1.572160662416512e-21,0.0
-7.854e-6,2.5760629125000004e-5,1.47073214673e-7,1.534887349701908e-21,0.0
-7.8064e-6,2.5604504100000008e-5,1.4441532989900804e-7,1.4987421587171274e-21,0.0
-7.758800000000001e-6,2.5448379075000008e-5,1.4178966151330407e-7,1.4636823011107466e-21,0.0
-7.7112e-6,2.5292254050000005e-5,1.39196013074496e-7,1.4296669157276346e-21,0.0
-7.6636e-6,2.513612902500001e-5,1.3663418814119205e-7,1.39665696801108e-21,0.0
-7.6160000000000004e-6,2.498000400000001e-5,1.3410399027200003e-7,1.3646151553602111e-21,0.0
-7.5684e-6,2.4823878975000006e-5,1.3160522302552802e-7,1.333505818049039e-21,0.0
-7.5208e-6,2.4667753950000006e-5,1.2913768996038402e-7,1.303294855342041e-21,0.0
-7.4732e-6,2.4511628925000007e-5,1.26701194635176e-7,1.2739496464677414e-21,0.0
-7.4256000000000005e-6,2.4355503900000007e-5,1.2429554060851203e-7,1.2454389761359914e-21,0.0
-7.378e-6,2.4199378875000007e-5,1.2192053143900004e-7,1.2177329643071453e-21,0.0
-7.3304e-6,2.4043253850000008e-5,1.1957597068524802e-7,1.1908029999419617e-21,0.0
-7.2828e-6,2.3887128825000004e-5,1.1726166190586401e-7,1.1646216784801581e-21,0.0
-7.235200000000001e-6,2.3731003800000008e-5,1.1497740865945604e-7,1.1391627428131566e-21,0.0
-7.1876000000000004e-6,2.357487877500001e-5,1.1272301450463204e-7,1.114401027532812e-21,0.0
-7.14e-6,2.3418753750000005e-5,1.1049828300000001e-7,1.0903124062529767e-21,0.0
-7.0924e-6,2.3262628725000006e-5,1.08303017704168e-7,1.0668737418146227e-21,0.0
-7.0448e-6,2.3106503700000006e-5,1.0613702217574402e-7,1.0440628391981358e-21,0.0
-6.9972000000000005e-6,2.2950378675000006e-5,1.0400009997333604e-7,1.0218584009782867e-21,0.0
-6.9496e-6,2.2794253650000007e-5,1.0189205465555202e-7,1.00023998516842e-21,0.0
-6.902e-6,2.2638128625000007e-5,9.981268978100002e-8,9.791879653106274e-22,0.0
-6.8544e-6,2.2482003600000007e-5,9.7761808908288e-8,9.586834926781362e-22,0.0
-6.806800000000001e-6,2.2325878575000007e-5,9.573921559602403e-8,9.387084604649538e-22,0.0
-6.7592000000000004e-6,2.2169753550000008e-5,9.374471340281602e-8,9.192454698459506e-22,0.0
-6.7116e-6,2.2013628525000008e-5,9.177810588727202e-8,9.002777977981659e-22,0.0
-6.664e-6,2.1857503500000005e-5,8.983919660800002e-8,8.817893665811335e-22,0.0
-6.6164e-6,2.1701378475000005e-5,8.792778912360801e-8,8.637647147805944e-22,0.0
-6.5688000000000005e-6,2.1545253450000006e-5,8.604368699270403e-8,8.46188969826035e-22,0.0
-6.5212e-6,2.1389128425000006e-5,8.418669377389603e-8,8.290478218981569e-22,0.0
-6.4736e-6,2.1233003400000006e-5,8.235661302579202e-8,8.123274991476629e-22,0.0
-6.426e-6,2.1076878375000007e-5,8.0553248307e-8,7.960147441516378e-22,0.0
-6.378400000000001e-6,2.0920753350000007e-5,7.877640317612803e-8,7.800967915383936e-22,0.0
-6.3308000000000004e-6,2.0764628325000007e-5,7.702588119178402e-8,7.6456134671590325e-22,0.0
-6.2832e-6,2.0608503300000007e-5,7.5301485912576e-8,7.493965656429263e-22,0.0
-6.2356e-6,2.0452378275000004e-5,7.3603020897112e-8,7.345910355856411e-22,0.0
-6.188e-6,2.0296253250000005e-5,7.1930289704e-8,7.201337568060543e-22,0.0
-6.1404000000000005e-6,2.014012822500001e-5,7.028309589184803e-8,7.060141251317073e-22,0.0
-6.0928e-6,1.9984003200000005e-5,6.866124301926402e-8,6.922219153592001e-22,0.0
-6.0452e-6,1.9827878175000006e-5,6.706453464485602e-8,6.787472654468914e-22,0.0
-5.9976e-6,1.9671753150000006e-5,6.5492774327232e-8,6.6558066145477035e-22,0.0
-5.950000000000001e-6,1.9515628125000006e-5,6.394576562500003e-8,6.527129231919537e-22,0.0
-5.9024000000000004e-6,1.9359503100000006e-5,6.242331209676802e-8,6.401351905345901e-22,0.0
-5.8548e-6,1.9203378075000007e-5,6.092521730114401e-8,6.2783891037909905e-22,0.0
-5.8072e-6,1.9047253050000004e-5,5.9451284796736004e-8,6.15815824197711e-22,0.0
-5.7596e-6,1.8891128025000004e-5,5.8001318142152e-8,6.040579561651586e-22,0.0
-5.7120000000000005e-6,1.8735003000000008e-5,5.657512089600002e-8,5.925576018271547e-22,0.0
-5.6644e-6,1.8578877975000005e-5,5.517249661688802e-8,5.813073172829692e-22,0.0
-5.6168e-6,1.8422752950000005e-5,5.3793248863424005e-8,5.702999088559539e-22,0.0
-5.5692e-6,1.8266627925000005e-5,5.2437181194216e-8,5.595284232273647e-22,0.0
-5.5216e-6,1.8110502900000006e-5,5.1104097167872004e-8,5.489861380101726e-22,0.0
-5.4740000000000004e-6,1.7954377875000006e-5,4.9793800343000015e-8,5.386665527408795e-22,0.0
-5.4264e-6,1.7798252850000006e-5,4.850609427820801e-8,5.285633802685475e-22,0.0
-5.3788e-6,1.7642127825000006e-5,4.7240782532104e-8,5.186705385213994e-22,0.0
-5.3312e-6,1.7486002800000003e-5,4.5997668663296e-8,5.08982142632423e-22,0.0
-5.2836000000000005e-6,1.7329877775000007e-5,4.477655623039202e-8,4.994924974064095e-22,0.0
-5.236e-6,1.7173752750000004e-5,4.357724879200001e-8,4.901960901118144e-22,0.0
-5.1884e-6,1.7017627725000004e-5,4.239954990672801e-8,4.81087583581725e-22,0.0
-5.1408e-6,1.6861502700000005e-5,4.1243263133184e-8,4.721618096090425e-22,0.0
-5.0932e-6,1.6705377675000005e-5,4.0108192029976e-8,4.634137626217923e-22,0.0
-5.0456000000000004e-6,1.6549252650000005e-5,3.8994140155712015e-8,4.548385936252127e-22,0.0
-4.998e-6,1.6393127625000005e-5,3.790091106900001e-8,4.464316043979808e-22,0.0
-4.9504e-6,1.6237002600000006e-5,3.6828308328448006e-8,4.381882419305859e-22,0.0
-4.9028e-6,1.6080877575000003e-5,3.5776135492664e-8,4.301040930944938e-22,0.0
-4.8552000000000005e-6,1.5924752550000006e-5,3.4744196120256013e-8,4.221748795313268e-22,0.0
-4.8076e-6,1.5768627525000007e-5,3.373229376983201e-8,4.1439645275184033e-22,0.0
-4.76e-6,1.5612502500000004e-5,3.274023200000001e-8,4.0676478943500273e-22,0.0
-4.7124e-6,1.5456377475000004e-5,3.1767814369368004e-8,3.9927598691797523e-22,0.0
-4.6648e-6,1.5300252450000004e-5,3.0814844436544e-8,3.919262588682552e-22,0.0
-4.6172000000000004e-6,1.5144127425000006e-5,2.9881125760136014e-8,3.8471193112969504e-22,0.0
-4.5696e-6,1.4988002400000005e-5,2.896646189875201e-8,3.7762943773450617e-22,0.0
-4.522e-6,1.4831877375000003e-5,2.8070656411000003e-8,3.7067531707377404e-22,0.0
-4.4744e-6,1.4675752350000004e-5,2.7193512855488e-8,3.6384620821936225e-22,0.0
-4.4268000000000005e-6,1.4519627325000006e-5,2.633483479082401e-8,3.5713884739044706e-22,0.0
-4.3792e-6,1.4363502300000004e-5,2.549442577561601e-8,3.505500645582528e-22,0.0
-4.3316e-6,1.4207377275000005e-5,2.4672089368472007e-8,3.440767801828678e-22,0.0
-4.284e-6,1.4051252250000003e-5,2.3867629128000002e-8,3.3771600207632813e-22,0.0
-4.2364e-6,1.3895127225000004e-5,2.3080848612808e-8,3.3146482238642824e-22,0.0
-4.1888000000000005e-6,1.3739002200000006e-5,2.2311551381504007e-8,3.253204146959921e-22,0.0
-4.1412e-6,1.3582877175000004e-5,2.1559540992696007e-8,3.1928003123258473e-22,0.0
-4.0936e-6,1.3426752150000004e-5,2.0824621004992003e-8,3.1334100018388916e-22,0.0
-4.046e-6,1.3270627125000003e-5,2.0106594977e-8,3.075007231141945e-22,0.0
-3.9984000000000005e-6,1.3114502100000005e-5,1.9405266467328008e-8,3.017566724776587e-22,0.0
-3.9508e-6,1.2958377075000004e-5,1.8720439034584004e-8,2.9610638922421833e-22,0.0
-3.9032e-6,1.2802252050000004e-5,1.8051916237376005e-8,2.9054748049419923e-22,0.0
-3.8556e-6,1.2646127025000003e-5,1.7399501634312e-8,2.8507761739787654e-22,0.0
-3.8080000000000002e-6,1.2490002000000005e-5,1.6762998784000003e-8,2.796945328764001e-22,0.0
-3.7604e-6,1.2333876975000003e-5,1.6142211245048002e-8,2.7439601964066623e-22,0.0
-3.7128000000000003e-6,1.2177751950000003e-5,1.5536942576064004e-8,2.6917992818487986e-22,0.0
-3.6652e-6,1.2021626925000004e-5,1.4946996335656003e-8,2.6404416487168994e-22,0.0
-3.6176000000000003e-6,1.1865501900000004e-5,1.4372176082432005e-8,2.5898669008593005e-22,0.0
-3.57e-6,1.1709376875000003e-5,1.3812285375000001e-8,2.540055164541269e-22,0.0
-3.5224e-6,1.1553251850000003e-5,1.3267127771968002e-8,2.490987071270671e-22,0.0
-3.4748e-6,1.1397126825000003e-5,1.2736506831944003e-8,2.4426437412283527e-22,0.0
-3.4272e-6,1.1241001800000004e-5,1.2220226113536e-8,2.395006767278473e-22,0.0
-3.3796000000000002e-6,1.1084876775000004e-5,1.1718089175352003e-8,2.348058199535201e-22,0.0
-3.332e-6,1.0928751750000003e-5,1.1229899576000003e-8,2.3017805304631216e-22,0.0
-3.2844000000000003e-6,1.0772626725000003e-5,1.0755460874088004e-8,2.2561566804898023e-22,0.0
-3.2368e-6,1.0616501700000003e-5,1.0294576628224003e-8,2.2111699841098e-22,0.0
-3.1892000000000003e-6,1.0460376675000003e-5,9.847050397016004e-9,2.166804176460382e-22,0.0
-3.1416e-6,1.0304251650000004e-5,9.412685739072e-9,2.12304338035002e-22,0.0
-3.094e-6,1.0148126625000002e-5,8.991286213e-9,2.079872093721556e-22,0.0
-3.0464e-6,9.992001600000003e-6,8.582655377408003e-9,2.0372751775327013e-22,0.0
-2.9988e-6,9.835876575000003e-6,8.186596790904e-9,1.9952378440372812e-22,0.0
-2.9512000000000002e-6,9.679751550000003e-6,7.802914012096002e-9,1.9537456454513137e-22,0.0
-2.9036e-6,9.523626525000002e-6,7.4314105995920005e-9,1.912784462988707e-22,0.0
-2.8560000000000003e-6,9.367501500000004e-6,7.071890112000003e-9,1.8723404962519487e-22,0.0
-2.8084e-6,9.211376475000002e-6,6.7241561079280006e-9,1.832400252963843e-22,0.0
-2.7608e-6,9.055251450000003e-6,6.3880121459840005e-9,1.7929505390268307e-22,0.0
-2.7132e-6,8.899126425000003e-6,6.0632617847760016e-9,1.7539784488970697e-22,0.0
-2.6656e-6,8.743001400000002e-6,5.749708582912e-9,1.7154713562609183e-22,0.0
-2.618e-6,8.586876375000002e-6,5.4471560990000015e-9,1.6774169050019694e-22,0.0
-2.5704e-6,8.430751350000002e-6,5.155407891648e-9,1.6398030004473105e-22,0.0
-2.5228000000000002e-6,8.274626325000003e-6,4.874267519464002e-9,1.602617800882053e-22,0.0
-2.4752e-6,8.118501300000003e-6,4.603538541056001e-9,1.5658497093216858e-22,0.0
-2.4276000000000003e-6,7.962376275000003e-6,4.343024515032002e-9,1.5294873655321936e-22,0.0
-2.38e-6,7.806251250000002e-6,4.092529000000001e-9,1.493519638288251e-22,0.0
-2.3324e-6,7.650126225000002e-6,3.851855554568e-9,1.4579356178602195e-22,0.0
-2.2848e-6,7.494001200000002e-6,3.620807737344001e-9,1.422724608720996e-22,0.0
-2.2372e-6,7.337876175000002e-6,3.399189106936e-9,1.38787612246415e-22,0.0
-2.1896e-6,7.181751150000002e-6,3.186803221952001e-9,1.353379870925057e-22,0.0
-2.142e-6,7.025626125000002e-6,2.9834536410000003e-9,1.3192257594970956e-22,0.0
-2.0944000000000002e-6,6.869501100000003e-6,2.788943922688001e-9,1.285403880635244e-22,0.0
-2.0468e-6,6.713376075000002e-6,2.6030776256240004e-9,1.2519045075397127e-22,0.0
-1.9992000000000003e-6,6.5572510500000025e-6,2.425658308416001e-9,1.2187180880125042e-22,0.0
-1.9516e-6,6.401126025000002e-6,2.2564895296720007e-9,1.1858352384800747e-22,0.0
-1.9040000000000001e-6,6.245001000000002e-6,2.0953748480000004e-9,1.153246738175489e-22,0.0
-1.8564000000000001e-6,6.088875975000002e-6,1.9421178220080005e-9,1.1209435234737045e-22,0.0
-1.8088000000000002e-6,5.932750950000002e-6,1.7965220103040006e-9,1.0889166823738893e-22,0.0
-1.7612e-6,5.7766259250000015e-6,1.6583909714960003e-9,1.0571574491227878e-22,0.0
-1.7136e-6,5.620500900000002e-6,1.527528264192e-9,1.0256571989734938e-22,0.0
-1.666e-6,5.464375875000001e-6,1.4037374470000003e-9,9.944074430740453e-23,0.0
-1.6184e-6,5.3082508500000016e-6,1.2868220785280003e-9,9.633998234805517e-23,0.0
-1.5708e-6,5.152125825000002e-6,1.176585717384e-9,9.326261082896747e-23,0.0
-1.5232e-6,4.996000800000001e-6,1.0728319221760003e-9,9.020781868854729e-23,0.0
-1.4756000000000001e-6,4.839875775000002e-6,9.753642515120003e-10,8.717480652957982e-23,0.0
-1.4280000000000001e-6,4.683750750000002e-6,8.839862640000003e-10,8.416278616535631e-23,0.0
-1.3804e-6,4.527625725000001e-6,7.985015182480001e-10,8.11709801758334e-23,0.0
-1.3328e-6,4.371500700000001e-6,7.18713572864e-10,7.819862147338991e-23,0.0
-1.2852e-6,4.215375675000001e-6,6.44425986456e-10,7.52449528777511e-23,0.0
-1.2376e-6,4.0592506500000014e-6,5.754423176320001e-10,7.230922669967078e-23,0.0
-1.19e-6,3.903125625000001e-6,5.115661250000001e-10,6.939070433296961e-23,0.0
-1.1424e-6,3.747000600000001e-6,4.5260096716800014e-10,6.648865585453682e-23,0.0
-1.0948e-6,3.590875575000001e-6,3.9835040274400014e-10,6.360235963192116e-23,0.0
-1.0472000000000001e-6,3.4347505500000014e-6,3.486179903360001e-10,6.07311019381383e-23,0.0
-9.996000000000001e-7,3.2786255250000013e-6,3.0320728855200013e-10,5.7874176573338e-23,0.0
-9.520000000000001e-7,3.122500500000001e-6,2.6192185600000005e-10,5.503088449298074e-23,0.0
-9.044000000000001e-7,2.966375475000001e-6,2.2456525128800008e-10,5.220053344218111e-23,0.0
-8.568e-7,2.810250450000001e-6,1.90941033024e-10,4.9382437595887216e-23,0.0
-8.092e-7,2.6541254250000008e-6,1.6085275981600004e-10,4.657591720456898e-23,0.0
-7.616e-7,2.4980004000000007e-6,1.3410399027200004e-10,4.378029824509841e-23,0.0
-7.140000000000001e-7,2.341875375000001e-6,1.1049828300000004e-10,4.099491207650992e-23,0.0
-6.664e-7,2.1857503500000004e-6,8.9839196608e-11,3.8219095100335506e-23,0.0
-6.188e-7,2.0296253250000007e-6,7.193028970400001e-11,3.5452188425217556e-23,0.0
-5.712e-7,1.8735003000000006e-6,5.657512089600002e-11,3.269353753550365e-23,0.0
-5.236000000000001e-7,1.7173752750000007e-6,4.3577248792000014e-11,2.9942491963536516e-23,0.0
-4.7600000000000003e-7,1.5612502500000006e-6,3.2740232000000006e-11,2.7198404965356373e-23,0.0
-4.284e-7,1.4051252250000004e-6,2.3867629128e-11,2.4460633199534806e-23,0.0
-3.808e-7,1.2490002000000003e-6,1.6762998784000005e-11,2.1728536408866732e-23,0.0
-3.332e-7,1.0928751750000002e-6,1.1229899576e-11,1.900147710464844e-23,0.0
-2.856e-7,9.367501500000003e-7,7.071890112000002e-12,1.6278820253274436e-23,0.0
-2.3800000000000001e-7,7.806251250000003e-7,4.092529000000001e-12,1.3559932964887614e-23,0.0
-1.904e-7,6.245001000000002e-7,2.0953748480000006e-12,1.0844184183819616e-23,0.0
-1.428e-7,4.6837507500000015e-7,8.839862640000003e-13,8.130944380562831e-24,0.0
-9.52e-8,3.122500500000001e-7,2.619218560000001e-13,5.419585245015957e-24,0.0
-4.76e-8,1.5612502500000004e-7,3.274023200000001e-14,2.709479380743674e-24,0.0
0.0,-0.0,-0.0,0.0,0.0
4.76e-8,-1.5612502500000004e-7,-3.274023200000001e-14,-2.709479380743674e-24,0.0
9.52e-8,-3.122500500000001e-7,-2.619218560000001e-13,-5.419585245015957e-24,0.0
1.428e-7,-4.6837507500000015e-7,-8.839862640000003e-13,-8.130944380562831e-24,0.0
1.904e-7,-6.245001000000002e-7,-2.0953748480000006e-12,-1.0844184183819616e-23,0.0
2.3800000000000001e-7,-7.806251250000003e-7,-4.092529000000001e-12,-1.3559932964887614e-23,0.0
2.856e-7,-9.367501500000003e-7,-7.071890112000002e-12,-1.6278820253274436e-23,0.0
3.332e-7,-1.0928751750000002e-6,-1.1229899576e-11,-1.900147710464844e-23,0.0
3.808e-7,-1.2490002000000003e-6,-1.6762998784000005e-11,-2.1728536408866732e-23,0.0
4.284e-7,-1.4051252250000004e-6,-2.3867629128e-11,-2.4460633199534806e-23,0.0
4.7600000000000003e-7,-1.5612502500000006e-6,-3.2740232000000006e-11,-2.7198404965356373e-23,0.0
5.236000000000001e-7,-1.7173752750000007e-6,-4.3577248792000014e-11,-2.9942491963536516e-23,0.0
5.712e-7,-1.8735003000000006e-6,-5.657512089600002e-11,-3.269353753550365e-23,0.0
6.188e-7,-2.0296253250000007e-6,-7.193028970400001e-11,-3.5452188425217556e-23,0.0
6.664e-7,-2.1857503500000004e-6,-8.9839196608e-11,-3.8219095100335506e-23,0.0
7.140000000000001e-7,-2.341875375000001e-6,-1.1049828300000004e-10,-4.099491207650992e-23,0.0
7.616e-7,-2.4980004000000007e-6,-1.3410399027200004e-10,-4.378029824509841e-23,0.0
8.092e-7,-2.6541254250000008e-6,-1.6085275981600004e-10,-4.657591720456898e-23,0.0
8.568e-7,-2.810250450000001e-6,-1.90941033024e-10,-4.9382437595887216e-23,0.0
9.044000000000001e-7,-2.966375475000001e-6,-2.2456525128800008e-10,-5.220053344218111e-23,0.0
9.520000000000001e-7,-3.122500500000001e-6,-2.6192185600000005e-10,-5.503088449298074e-23,0.0
9.996000000000001e-7,-3.2786255250000013e-6,-3.0320728855200013e-10,-5.7874176573338e-23,0.0
1.0472000000000001e-6,-3.4347505500000014e-6,-3.486179903360001e-10,-6.07311019381383e-23,0.0
1.0948e-6,-3.590875575000001e-6,-3.9835040274400014e-10,-6.360235963192116e-23,0.0
1.1424e-6,-3.747000600000001e-6,-4.5260096716800014e-10,-6.648865585453682e-23,0.0
1.19e-6,-3.903125625000001e-6,-5.115661250000001e-10,-6.939070433296961e-23,0.0
1.2376e-6,-4.0592506500000014e-6,-5.754423176320001e-10,-7.230922669967078e-23,0.0
1.2852e-6,-4.215375675000001e-6,-6.44425986456e-10,-7.52449528777511e-23,0.0
1.3328e-6,-4.371500700000001e-6,-7.18713572864e-10,-7.819862147338991e-23,0.0
1.3804e-6,-4.527625725000001e-6,-7.985015182480001e-10,-8.11709801758334e-23,0.0
1.4280000000000001e-6,-4.683750750000002e-6,-8.839862640000003e-10,-8.416278616535631e-23,0.0
1.4756000000000001e-6,-4.839875775000002e-6,-9.753642515120003e-10,-8.717480652957982e-23,0.0
1.5232e-6,-4.996000800000001e-6,-1.0728319221760003e-9,-9.020781868854729e-23,0.0
1.5708e-6,-5.152125825000002e-6,-1.176585717384e-9,-9.326261082896747e-23,0.0
1.6184e-6,-5.3082508500000016e-6,-1.2868220785280003e-9,-9.633998234805517e-23,0.0
1.666e-6,-5.464375875000001e-6,-1.4037374470000003e-9,-9.944074430740453e-23,0.0
1.7136e-6,-5.620500900000002e-6,-1.527528264192e-9,-1.0256571989734938e-22,0.0
1.7612e-6,-5.7766259250000015e-6,-1.6583909714960003e-9,-1.0571574491227878e-22,0.0
1.8088000000000002e-6,-5.932750950000002e-6,-1.7965220103040006e-9,-1.0889166823738893e-22,0.0
1.8564000000000001e-6,-6.088875975000002e-6,-1.9421178220080005e-9,-1.1209435234737045e-22,0.0
1.9040000000000001e-6,-6.245001000000002e-6,-2.0953748480000004e-9,-1.153246738175489e-22,0.0
1.9516e-6,-6.401126025000002e-6,-2.2564895296720007e-9,-1.1858352384800747e-22,0.0
1.9992000000000003e-6,-6.5572510500000025e-6,-2.425658308416001e-9,-1.2187180880125042e-22,0.0
2.0468e-6,-6.713376075000002e-6,-2.6030776256240004e-9,-1.2519045075397127e-22,0.0
2.0944000000000002e-6,-6.869501100000003e-6,-2.788943922688001e-9,-1.285403880635244e-22,0.0
2.142e-6,-7.025626125000002e-6,-2.9834536410000003e-9,-1.3192257594970956e-22,0.0
2.1896e-6,-7.181751150000002e-6,-3.186803221952001e-9,-1.353379870925057e-22,0.0
2.2372e-6,-7.337876175000002e-6,-3.399189106936e-9,-1.38787612246415e-22,0.0
2.2848e-6,-7.494001200000002e-6,-3.620807737344001e-9,-1.422724608720996e-22,0.0
2.3324e-6,-7.650126225000002e-6,-3.851855554568e-9,-1.4579356178602195e-22,0.0
2.38e-6,-7.806251250000002e-6,-4.092529000000001e-9,-1.493519638288251e-22,0.0
2.4276000000000003e-6,-7.962376275000003e-6,-4.343024515032002e-9,-1.5294873655321936e-22,0.0
2.4752e-6,-8.118501300000003e-6,-4.603538541056001e-9,-1.5658497093216858e-22,0.0
2.5228000000000002e-6,-8.274626325000003e-6,-4.874267519464002e-9,-1.602617800882053e-22,0.0
2.5704e-6,-8.430751350000002e-6,-5.155407891648e-9,-1.6398030004473105e-22,0.0
2.618e-6,-8.586876375000002e-6,-5.4471560990000015e-9,-1.6774169050019694e-22,0.0
2.6656e-6,-8.743001400000002e-6,-5.749708582912e-9,-1.7154713562609183e-22,0.0
2.7132e-6,-8.899126425000003e-6,-6.0632617847760016e-9,-1.7539784488970697e-22,0.0
2.7608e-6,-9.055251450000003e-6,-6.3880121459840005e-9,-1.7929505390268307e-22,0.0
2.8084e-6,-9.211376475000002e-6,-6.7241561079280006e-9,-1.832400252963843e-22,0.0
2.8560000000000003e-6,-9.367501500000004e-6,-7.071890112000003e-9,-1.8723404962519487e-22,0.0
2.9036e-6,-9.523626525000002e-6,-7.4314105995920005e-9,-1.912784462988707e-22,0.0
2.9512000000000002e-6,-9.679751550000003e-6,-7.802914012096002e-9,-1.9537456454513137e-22,0.0
2.9988e-6,-9.835876575000003e-6,-8.186596790904e-9,-1.9952378440372812e-22,0.0
3.0464e-6,-9.992001600000003e-6,-8.582655377408003e-9,-2.0372751775327013e-22,0.0
3.094e-6,-1.0148126625000002e-5,-8.991286213e-9,-2.079872093721556e-22,0.0
3.1416e-6,-1.0304251650000004e-5,-9.412685739072e-9,-2.12304338035002e-22,0.0
3.1892000000000003e-6,-1.0460376675000003e-5,-9.847050397016004e-9,-2.166804176460382e-22,0.0
3.2368e-6,-1.0616501700000003e-5,-1.0294576628224003e-8,-2.2111699841098e-22,0.0
3.2844000000000003e-6,-1.0772626725000003e-5,-1.0755460874088004e-8,-2.2561566804898023e-22,0.0
3.332e-6,-1.0928751750000003e-5,-1.1229899576000003e-8,-2.3017805304631216e-22,0.0
3.3796000000000002e-6,-1.1084876775000004e-5,-1.1718089175352003e-8,-2.348058199535201e-22,0.0
3.4272e-6,-1.1241001800000004e-5,-1.2220226113536e-8,-2.395006767278473e-22,0.0
3.4748e-6,-1.1397126825000003e-5,-1.2736506831944003e-8,-2.4426437412283527e-22,0.0
3.5224e-6,-1.1553251850000003e-5,-1.3267127771968002e-8,-2.490987071270671e-22,0.0
3.57e-6,-1.1709376875000003e-5,-1.3812285375000001e-8,-2.540055164541269e-22,0.0
3.6176000000000003e-6,-1.1865501900000004e-5,-1.4372176082432005e-8,-2.5898669008593005e-22,0.0
3.6652e-6,-1.2021626925000004e-5,-1.4946996335656003e-8,-2.6404416487168994e-22,0.0
3.7128000000000003e-6,-1.2177751950000003e-5,-1.5536942576064004e-8,-2.6917992818487986e-22,0.0
3.7604e-6,-1.2333876975000003e-5,-1.6142211245048002e-8,-2.7439601964066623e-22,0.0
3.8080000000000002e-6,-1.2490002000000005e-5,-1.6762998784000003e-8,-2.796945328764001e-22,0.0
3.8556e-6,-1.2646127025000003e-5,-1.7399501634312e-8,-2.8507761739787654e-22,0.0
3.9032e-6,-1.2802252050000004e-5,-1.8051916237376005e-8,-2.9054748049419923e-22,0.0
3.9508e-6,-1.2958377075000004e-5,-1.8720439034584004e-8,-2.9610638922421833e-22,0.0
3.9984000000000005e-6,-1.3114502100000005e-5,-1.9405266467328008e-8,-3.017566724776587e-22,0.0
4.046e-6,-1.3270627125000003e-5,-2.0106594977e-8,-3.075007231141945e-22,0.0
4.0936e-6,-1.3426752150000004e-5,-2.0824621004992003e-8,-3.1334100018388916e-22,0.0
