position_parameter_m,velocity_parameter_m_s,x1_m,x2_m,v1_m_s,v2_m_s,Q1_N,Q2_N,dissipation_W
-2.0e-8,-0.0014846631654801862,0.0,-2.0e-8,-0.0,-0.0014846631654801862,1.4179117310998934e-7,2.098688760437011e-7,3.115845898428101e-10
-2.0e-8,-0.0014351743932975133,0.0,-2.0e-8,-0.0,-0.0014351743932975133,1.3706480067298968e-7,2.0287324684224436e-7,2.9115848895311474e-10
-2.0e-8,-0.0013856856211148405,0.0,-2.0e-8,-0.0,-0.0013856856211148405,1.3233842823599004e-7,1.958776176407877e-7,2.7142479826307013e-10
-2.0e-8,-0.0013361968489321676,0.0,-2.0e-8,-0.0,-0.0013361968489321676,1.276120557989904e-7,1.8888198843933097e-7,2.523835177726762e-10
-2.0e-8,-0.0012867080767494947,0.0,-2.0e-8,-0.0,-0.0012867080767494947,1.2288568336199075e-7,1.8188635923787427e-7,2.3403464748193287e-10
-2.0e-8,-0.0012372193045668218,0.0,-2.0e-8,-0.0,-0.0012372193045668218,1.181593109249911e-7,1.7489073003641755e-7,2.163781873908403e-10
-2.0e-8,-0.001187730532384149,0.0,-2.0e-8,-0.0,-0.001187730532384149,1.1343293848799148e-7,1.6789510083496088e-7,1.9941413749939847e-10
-2.0e-8,-0.0011382417602014761,0.0,-2.0e-8,-0.0,-0.0011382417602014761,1.0870656605099183e-7,1.6089947163350418e-7,1.8314249780760726e-10
-2.0e-8,-0.0010887529880188032,0.0,-2.0e-8,-0.0,-0.0010887529880188032,1.0398019361399218e-7,1.5390384243204745e-7,1.6756326831546674e-10
-2.0e-8,-0.0010392642158361302,0.0,-2.0e-8,-0.0,-0.0010392642158361302,9.925382117699252e-8,1.4690821323059076e-7,1.526764490229769e-10
-2.0e-8,-0.0009897754436534575,0.0,-2.0e-8,-0.0,-0.0009897754436534575,9.45274487399929e-8,1.3991258402913406e-7,1.3848203993013784e-10
-2.0e-8,-0.0009402866714707846,0.0,-2.0e-8,-0.0,-0.0009402866714707846,8.980107630299325e-8,1.3291695482767736e-7,1.2498004103694937e-10
-2.0e-8,-0.0008907978992881117,0.0,-2.0e-8,-0.0,-0.0008907978992881117,8.50747038659936e-8,1.2592132562622064e-7,1.121704523434116e-10
-2.0e-8,-0.0008413091271054388,0.0,-2.0e-8,-0.0,-0.0008413091271054388,8.034833142899395e-8,1.1892569642476395e-7,1.0005327384952457e-10
-2.0e-8,-0.0007918203549227659,0.0,-2.0e-8,-0.0,-0.0007918203549227659,7.56219589919943e-8,1.1193006722330724e-7,8.862850555528817e-11
-2.0e-8,-0.0007423315827400931,0.0,-2.0e-8,-0.0,-0.0007423315827400931,7.089558655499467e-8,1.0493443802185054e-7,7.789614746070252e-11
-2.0e-8,-0.0006928428105574203,0.0,-2.0e-8,-0.0,-0.0006928428105574203,6.616921411799502e-8,9.793880882039385e-8,6.785619956576753e-11
-2.0e-8,-0.0006433540383747473,0.0,-2.0e-8,-0.0,-0.0006433540383747473,6.144284168099537e-8,9.094317961893714e-8,5.850866187048322e-11
-2.0e-8,-0.0005938652661920745,0.0,-2.0e-8,-0.0,-0.0005938652661920745,5.671646924399574e-8,8.394755041748044e-8,4.985353437484962e-11
-2.0e-8,-0.0005443764940094016,0.0,-2.0e-8,-0.0,-0.0005443764940094016,5.199009680699609e-8,7.695192121602373e-8,4.1890817078866686e-11
-2.0e-8,-0.0004948877218267288,0.0,-2.0e-8,-0.0,-0.0004948877218267288,4.726372436999645e-8,6.995629201456703e-8,3.462050998253446e-11
-2.0e-8,-0.00044539894964405584,0.0,-2.0e-8,-0.0,-0.00044539894964405584,4.25373519329968e-8,6.296066281311032e-8,2.80426130858529e-11
-2.0e-8,-0.00039591017746138296,0.0,-2.0e-8,-0.0,-0.00039591017746138296,3.781097949599715e-8,5.596503361165362e-8,2.2157126388822043e-11
-2.0e-8,-0.00034642140527871014,0.0,-2.0e-8,-0.0,-0.00034642140527871014,3.308460705899751e-8,4.896940441019692e-8,1.6964049891441883e-11
