time_s,side,event,normal_velocity_m_s
0.13584458946992944,1,entry,0.0008689535556089227
0.13598629225619085,1,exit,-0.00030873110863151803
0.1361937605402492,1,entry,0.0005380313890055085
0.1363526129662391,1,exit,-0.00020096358155506072
0.13647012507026035,1,entry,0.00036962538285741146
0.13664559419310354,1,exit,-0.00013972121873115842
0.1367210666487526,1,entry,0.00025581939585040726
0.1369139525208723,1,exit,-9.11323606250952e-5
0.13696000944901193,1,entry,0.00015772614688393263
0.1371788767384059,1,exit,-1.6412638469533595e-5
0.13718602306312014,1,entry,1.8307028138268855e-5
0.1445332598077409,1,exit,-6.4288050990767456e-6
0.1585007529750008,-1,entry,0.001073605801002524
0.15863974309794218,-1,exit,-0.0003686319519208176
0.15886009537916146,-1,entry,0.0006646038249816266
0.15901657662435886,-1,exit,-0.00023884765351213087
0.1591363669937197,-1,entry,0.00045933947035565727
0.15931005648487218,-1,exit,-0.00016556779606433008
0.1593848251502638,-1,entry,0.000318485015013668
0.15957705934821623,-1,exit,-0.00010494510634326422
0.15962028329423053,-1,entry,0.00019039622413013365
0.1704150604910245,-1,exit,-7.781874831873732e-6
0.18273115799854261,1,entry,0.0012021126461948409
0.18286887897571494,1,exit,-0.00040570968978762814
0.18309598405995248,1,entry,0.0007437027483214968
0.18325109694803285,1,exit,-0.0002626066108375673
0.1833732505016896,1,entry,0.0005156577592640671
0.1835455111827583,1,exit,-0.00018262553978558828
0.18362151948698002,1,entry,0.00035969899394428087
0.18381222924410517,1,exit,-0.00011691780970640423
0.18385639749190727,1,entry,0.00021845875714409372
0.19572000918108484,1,exit,-6.1977157784125205e-6
0.20751056869765772,-1,entry,0.0011747469063096826
0.20764885401478822,-1,exit,-0.0003974926532798661
0.20787022866049737,-1,entry,0.0007316626774635409
0.20802596638633314,-1,exit,-0.0002584986359315446
0.20814578494037006,-1,entry,0.00050803622078785
0.20831879463444936,-1,exit,-0.0001794946937289779
0.20839317409178987,-1,entry,0.0003532699767245003
0.20858493394814126,-1,exit,-0.0001131812413135271
0.20862739945362652,-1,entry,0.000210171562409053
0.22072391748577763,-1,exit,-6.278051038698041e-6
0.23250997710954088,1,entry,0.0011742552452127222
0.23264827071625402,1,exit,-0.00039734721409535954
0.23286957121623586,1,entry,0.000731412484765168
0.23302531807002386,1,exit,-0.0002584179836573073
0.2331451066442156,1,entry,0.0005078681957690171
0.23331812701694052,1,exit,-0.00017943432387885038
0.23339248595744444,1,entry,0.0003531365461973454
0.23358426027605597,1,exit,-0.00011312026729002663
0.2336267044636593,1,entry,0.0002100336613441019
0.24572390391906462,1,exit,-6.31984252396054e-6
0.2575099826710582,-1,entry,0.001174260093548034
0.25764827619478864,-1,exit,-0.00039734862470166405
0.25786957743977634,-1,entry,0.0007314149576121622
0.2580253242026864,-1,exit,-0.00025841878586137267
0.2581451130759636,-1,entry,0.0005078698614111686
0.2583181333430107,-1,exit,-0.0001794349099745698
0.25839249248692014,-1,entry,0.0003531378714578812
0.2585842666629153,-1,exit,-0.000113120869401047
0.2586267110607322,-1,entry,0.0002100350087023761
0.27072390408388164,-1,exit,-6.319447624931704e-6
0.2825099826181584,1,entry,0.0011742600069456167
0.28264827614278154,1,exit,-0.0003973486298702024
0.2828695773808708,1,entry,0.0007314149054478812
0.2830253241447481,1,exit,-0.0002584187738590138
0.2831451130151281,1,entry,0.0005078697705497593
0.28331813328313504,1,exit,-0.0001794349189763507
0.2833924924251361,1,entry,0.0003531378379571396
0.283584266602515,1,exit,-0.00011312086983732663
0.28362671099845654,1,entry,0.00021003500393817977
0.2957239040826025,1,exit,-6.319455827418641e-6
0.30750998261873613,-1,entry,0.0011742601116084969
0.3076482761432827,-1,exit,-0.0003973486161406411
0.3078695773814008,-1,entry,0.00073141492424105
0.3080253241452345,-1,exit,-0.0002584187562941094
0.3081451130156131,-1,entry,0.0005078697905277756
0.3083181332836284,-1,exit,-0.00017943490395783395
0.3083924924256076,-1,entry,0.00035313786181825766
0.30858426660306826,-1,exit,-0.00011312085969313015
0.3086267109988402,-1,entry,0.0002100349994754977
0.3207239040823634,-1,exit,-6.319456383756852e-6
0.33250998261866693,1,entry,0.001174260068376265
0.33264827614328163,1,exit,-0.00039734863497105583
0.33286957738144507,1,entry,0.0007314149034575152
0.333025324145251,1,exit,-0.0002584187725265426
0.333145113015711,1,entry,0.0005078697782762113
0.33331813328371257,1,exit,-0.00017943490881713425
0.3333924924257856,1,entry,0.00035313785308779323
0.33358426660309126,1,exit,-0.0001131208678319473
0.33362671099903274,1,entry,0.0002100349987478806
0.3457239040825687,1,exit,-6.319453644488344e-6
0.3575099826187452,-1,entry,0.0011742600385143602
0.357648276143235,-1,exit,-0.00039734865523314417
0.3578695773812511,-1,entry,0.0007314149414217039
0.35802532414505045,-1,exit,-0.0002584187517063817
0.3581451130154316,-1,entry,0.0005078698470887503
0.35831813328352624,-1,exit,-0.00017943490954619112
0.3583924924254728,-1,entry,0.0003531378789887819
0.3585842666028417,-1,exit,-0.00011312087015080644
0.35862671099865634,-1,entry,0.00021003499989372557
0.3707239040824073,-1,exit,-6.3194568394630315e-6
0.3825099826186858,1,entry,0.0011742600128086293
0.3826482761432998,1,exit,-0.00039734863411986773
0.3828695773812668,1,entry,0.0007314149256876288
0.3830253241451268,1,exit,-0.00025841877144060563
0.38314511301540505,1,entry,0.0005078698174501852
0.38331813328343617,1,exit,-0.00017943490851687825
0.38339249242545337,1,entry,0.0003531378610614633
0.38358426660280154,1,exit,-0.00011312085642463434
0.3836267109986822,1,entry,0.00021003500103625774
0.3957239040826699,1,exit,-6.319453289457196e-6
0.40750998261872323,-1,entry,0.0011742600333968665
0.40764827614327237,-1,exit,-0.00039734862956021863
0.40786957738138097,-1,entry,0.000731414929041583
0.4080253241452211,-1,exit,-0.0002584187798924981
0.4081451130156205,-1,entry,0.0005078698187116337
0.40831813328362104,-1,exit,-0.00017943491163239142
0.4083924924256344,-1,entry,0.0003531378801076134
0.40858426660303604,-1,exit,-0.00011312086945346374
0.4086267109988125,-1,entry,0.00021003499726991406
0.42072390408246574,-1,exit,-6.319456852834235e-6
0.43250998261869045,1,entry,0.0011742600095304935
0.4326482761432241,1,exit,-0.00039734863633018636
0.4328695773818514,1,entry,0.0007314149134511282
0.4330253241455862,1,exit,-0.00025841875476179414
0.4331451130162761,1,entry,0.0005078697685526328
0.4333181332841901,1,exit,-0.00017943491430986828
