time_s,side,event,normal_velocity_m_s
0.43339249242642375,1,entry,0.00035313785130048394
0.43358426660365584,1,exit,-0.0001131208690642816
0.43362671099973793,1,entry,0.00021003500317160875
0.4457239040825386,1,exit,-6.319452926099393e-6
0.45750998261871956,-1,entry,0.0011742600819921606
0.45764827614322046,-1,exit,-0.0003973486708811725
0.4578695773813852,-1,entry,0.0007314149300265721
0.45802532414523,-1,exit,-0.0002584187537015037
0.4581451130155708,-1,entry,0.0005078698409589145
0.458318133283538,-1,exit,-0.00017943492603189715
0.45839249242558255,-1,entry,0.00035313785914064356
0.45858426660298685,-1,exit,-0.00011312085117941845
0.45862671099879426,-1,entry,0.00021003499785557256
0.47072390408232495,-1,exit,-6.31945559679036e-6
0.4825099826187056,1,entry,0.0011742600432024404
0.48264827614325634,1,exit,-0.0003973486439832268
0.48286957738159453,1,entry,0.0007314149031762178
0.48302532414541915,1,exit,-0.0002584187725311414
0.4831451130159311,1,entry,0.0005078697840483182
0.4833181332838342,1,exit,-0.00017943490779626534
0.48339249242602245,1,entry,0.00035313785967124836
0.48358426660325926,1,exit,-0.00011312085569774176
0.4836267109992787,1,entry,0.00021003500308087346
0.4957239040826959,1,exit,-6.319456085571045e-6
