x2_m,Q_v0_N,Q_vminus_N,Q_vplus_N
-1.3810000000000002e-5,0.002529830033865938,0.0033837070157647126,0.001675953051967164
-1.3808e-5,0.002454316198099798,0.0032827054890025658,0.0016259269071970304
-1.3806000000000001e-5,0.0023795690366661955,0.003182729407145052,0.0015764086661873393
-1.3804e-5,0.002305596495544234,0.0030837893981256206,0.001527403592962848
-1.3802000000000001e-5,0.0022324067730303443,0.002985896427358065,0.0014789171187026236
-1.3800000000000002e-5,0.002160008333381586,0.0028890618159847607,0.0014309548507784114
-1.3798e-5,0.0020884099215154233,0.0027932972605379564,0.0013835225824928906
-1.3796000000000001e-5,0.002017620578872738,0.0026986148541569273,0.0013366263035885484
-1.3794e-5,0.001947649660564637,0.002605027109522235,0.001290272211607039
-1.3792000000000001e-5,0.0018785068539414213,0.002512546983692155,0.0012444667241906877
-1.379e-5,0.0018102021987370341,0.0024211879050463512,0.0011992164924277172
-1.3788e-5,0.0017427461089672505,0.002330963802575218,0.0011545284153592831
-1.3786000000000002e-5,0.0016761493967809085,0.0022418891377814602,0.0011104096557803568
-1.3784e-5,0.001610423298495704,0.0021539789395035817,0.0010668676574878265
-1.3782000000000001e-5,0.0015455795030820119,0.002067248842013661,0.0010239101641503628
-1.378e-5,0.0014816301833983612,0.001981715126795536,0.0009815452400011868
-1.3778000000000001e-5,0.001418588030531637,0.0018973947684756257,0.0009397812925876484
-1.3776000000000002e-5,0.0013564662916485714,0.0018143054854501907,0.0008986270978469522
-1.3774e-5,0.00129527881183573,0.0017324657958472944,0.0008580918278241656
-1.3772000000000001e-5,0.0012350400804845283,0.0016518950795678512,0.0008181850814012056
-1.377e-5,0.0011757652828760501,0.0015726136472815312,0.0007789169184705692
-1.3768000000000001e-5,0.0011174703577415423,0.0014946428174152724,0.0007402978980678124
-1.3766000000000002e-5,0.0010601720617175508,0.001418005002363537,0.0007023391210715648
-1.3764e-5,0.001003888041796949,0.001342723805393261,0.000665052278200637
-1.3763966666666669e-5,0.0010029586725747574,0.0013414807522571736,0.0006644365928923413
-1.3762000000000001e-5,0.000948636917097765,0.0012688241300115803,0.00062844970418395
-1.376e-5,0.0008944383715493913,0.0011963323039358075,0.0005925444391629752
-1.3758000000000001e-5,0.000841313259446674,0.001125276220274506,0.0005573502986188421
-1.3756e-5,0.0007892837262628582,0.0010556854991176357,0.0005228819534080808
-1.3754e-5,0.0007383733476826648,0.0009875916734965557,0.000489155021868774
-1.3752000000000001e-5,0.0006886072905475041,0.0009210284046520233,0.00045618617644298487
-1.375e-5,0.0006400125003661182,0.0008560317328340767,0.0004239932678981599
-1.3748000000000001e-5,0.0005926179213100036,0.0007926403715510724,0.00039259547106893476
-1.3746e-5,0.0005464547563104319,0.0007308960554555539,0.00036201345716530985
-1.3744000000000001e-5,0.0005015567771799474,0.0006708439551390277,0.000332269599220867
-1.3742000000000002e-5,0.00045796069785634805,0.0006125331763545447,0.0003033882193581514
-1.374e-5,0.00041570662832470813,0.000556017367148053,0.00027539588950136336
-1.3738000000000001e-5,0.00037483863313775257,0.0005013554648925009,0.0002483218013830043
-1.3736e-5,0.00033540542774554996,0.00044861262764513593,0.00022219822784596402
-1.3734000000000001e-5,0.0002974612597317775,0.00039786141282168163,0.00019706110664187337
-1.3732000000000002e-5,0.0002610670433735068,0.0003491832946966656,0.000172950792050348
-1.373e-5,0.00022629184971893656,0.0003026706574173418,0.00014991304202053134
-1.3728000000000001e-5,0.000193214909848648,0.0002584294744126127,0.0001280003452846833
