t_s,t_ms,deltaE_nJ,Wbase_nJ,Wbias_nJ,Dfilm_nJ,Dwall_nJ,ER_pJ,residual_aJ
0.2324,232.4,0.31962930840137094,1.2999533328294357,0.013249376835239753,0.9931559458293319,0.0003032784116085989,0.11417733880743805,0.31644332000614234
0.23245,232.45,0.3212385539333605,1.3014816975905943,0.013340286371616784,0.9931654614182361,0.0003037832061113212,0.11418572096755232,0.3164642063166093
0.2325,232.5,0.3203362091987978,1.3006173418147893,0.013306599858947613,0.9931695494119394,0.0003039952306837177,0.1141881487699347,0.31645386655895236
0.2326,232.6,0.3184649516721563,1.2988781281962294,0.013190123034877837,0.9931844800247738,0.0003046186965651609,0.11420115406254727,0.31645076463165533
0.23265,232.65,0.3204074630788951,1.3007299182165595,0.013293913535380186,0.9931970065447611,0.00030515112131917897,0.11421132342338329,0.31645903643778084
0.2327,232.7,0.3212052630710673,1.3014822122215632,0.013343247258002117,0.9932006171261145,0.0003053649134681014,0.11421468538546006,0.3164702033760503
0.23275,232.75,0.31966087574478474,1.3000147589980426,0.013274410249625295,0.9932083218243083,0.0003057521862405192,0.11421980879351316,0.31645924323293395
0.2328,232.8,0.31824870916832454,1.2986947479412339,0.013189960740031502,0.9932157113624072,0.0003060615403653808,0.11422692661410438,0.31644600834313313
0.23285,232.85,0.3191737574406802,1.2995828523885837,0.013231222934382631,0.9932198831235739,0.00030620510696774454,0.11422996820698848,0.3164625519553842
0.2331,233.1,0.3199465204980239,1.3003461113750374,0.013273307113945174,0.9932509842569377,0.0003076589740261376,0.11425507645070662,0.31645572771533065
0.23315,233.15,0.3212184565555304,1.301555979989501,0.013341134944997295,0.9932564366798228,0.0003079621611170243,0.11425985450131265,0.3164733053033474
0.2332,233.2,0.32031985562961324,1.300694263124299,0.013307559911922263,0.9932595801612121,0.0003081258259911722,0.11426173586794615,0.3164629655456905
0.23325,233.25,0.3187189144889869,1.2991841839754217,0.013224709851609917,0.993267228084678,0.0003084833651165236,0.11426820470040693,0.31645035104134905
0.2333,233.3,0.31894634368610736,1.2994116296218465,0.013226283170961268,0.9932687609911632,0.00030853896501222634,0.1142694669811312,0.31645614130563693
0.23335,233.35,0.3206219483434049,1.3010132663326606,0.013308750825646441,0.9932768734445571,0.00030891982430464337,0.11427586250344221,0.3164631723408436
0.2334,233.4,0.32113921093024295,1.3015001366466787,0.013341134297102595,0.993278749060831,0.00030903366958821507,0.11427759958575669,0.31646668785844695
0.23345,233.45,0.3197371686263835,1.300164330434302,0.01328074453084141,0.9932843067050996,0.00030931858840981127,0.11428136171014346,0.31645924323293395
0.2335,233.5,0.3186698856221687,1.2991616338163001,0.01322034151787141,0.9932883032365288,0.0003095016118275459,0.11428518009735823,0.31645117822196156
0.23355,233.55,0.31960926039247145,1.3000643290341571,0.01326039899874169,0.9932915491177834,0.0003096314064154031,0.1142874326847293,0.31645634810079004
0.2338,233.8,0.3202897819292991,1.3007318247146036,0.013294351042460717,0.9933114706537555,0.0003106203856754866,0.11430310479515246,0.3164608975941591
0.23385,233.85,0.3212193786771634,1.3016163679132644,0.013342449216214624,0.9933143454618724,0.0003107876584187354,0.11430564849096086,0.31646648106329384
0.2339,233.9,0.32029985809701506,1.3007343920766004,0.013307654846183587,0.9933169569891237,0.0003109249037971549,0.11430724930616314,0.3164582092571683
0.23395,233.95,0.31903166139317896,1.2995340163726554,0.013244522739758685,0.9933214222939906,0.0003111446814653453,0.11431106023485149,0.31645593451048376
0.234,234.0,0.31942278702762616,1.2999152735533646,0.01325565569491321,0.9933226368661126,0.0003111937592574316,0.11431191174116903,0.31645965682324023
0.23405,234.05,0.32084196560790806,1.3012739636131523,0.013321644549376377,0.9933278676457312,0.0003114592291431994,0.11431599620975384,0.31646379272630304
0.23415,234.15,0.31981080359558556,1.3002840755715708,0.013285639252260733,0.9933328632375957,0.0003117286580327642,0.11431964908545965,0.3164681354245189
0.2342,234.2,0.3190770960419974,1.299593207444619,0.013244885029912218,0.9933348491209345,0.00031182606377855445,0.11432156428541425,0.31646461990691555
0.23425,234.25,0.3200274104051427,1.3005068636573185,0.013284327628570666,0.9933375130798342,0.00031194473005012304,0.11432338733318986,0.316471237351816
0.2343,234.3,0.32116102759075105,1.3015901756180137,0.013338256371908754,0.9933409424297418,0.000312136051338953,0.11432623456983537,0.3164793023627884
0.23435,234.35,0.320727216709456,1.301169766601318,0.013325925662163856,0.9933419582704683,0.0003121907612049526,0.11432683882262747,0.3164702033760503
0.2345,234.5,0.320601115944207,1.3010670926329857,0.013311291948939305,0.993350325030274,0.0003126106300616008,0.114333293847571,0.316465240292375
0.23455,234.55,0.32120732341251235,1.30164316225014,0.013342890648434849,0.9933517013372105,0.00031269392869306186,0.11433453663006403,0.31647103055666287
0.2346,234.6,0.32028707218111857,1.3007604682323812,0.013307655331992753,0.9933539044535614,0.0003128113087698764,0.11433593739408594,0.31646999658089714
0.23465,234.65,0.31933694834630333,1.299859330108815,0.013261242038169798,0.993356348938809,0.0003129371104979542,0.11433806784299218,0.31646834221967207
0.2347,234.7,0.3198603825730315,1.3003658640502826,0.01327930277613352,0.9933574596714375,0.000312986112318638,0.11433878609841248,0.316469789785744
0.23475,234.75,0.32102114755532907,1.3014779881285952,0.013331374783424534,0.9933607127502323,0.00031316158276142224,0.11434134016647114,0.3164695829905909
0.23485,234.85,0.31989347691869074,1.3003952101990708,0.013290099719614397,0.9933641421629601,0.0003133473248001871,0.11434382869685408,0.3164625519553842
0.2349,234.9,0.31946216337855066,1.2999896670171522,0.013265277479977182,0.993365042886131,0.0003133938406156256,0.11434470829369767,0.3164615179796185
0.23495,234.95,0.32039022859498734,1.300882188741242,0.013303101494765844,0.9933672169110229,0.0003134988395746294,0.11434620688827432,0.316465240292375
0.235,235.0,0.3212132795738816,1.3016685291572065,0.013341722663241393,0.9933690206685175,0.00031360415847297464,0.11434773604639799,0.3164704101712034
0.23505,235.05,0.3206654504687405,1.3011398536493988,0.013323598820694147,0.9933699974470215,0.0003136565587118017,0.11434831208517372,0.31646606747298756
0.2352,235.2,0.32084706266807295,1.301326963865682,0.013323829374709656,0.9933754375197487,0.00031394087509439606,0.11435249395147676,0.3164759936403382
0.23525,235.25,0.32116726176514393,1.301629663988294,0.013341969924270761,0.9933760410641667,0.00031397835482531607,0.11435304490573091,0.31647682082095074
0.2353,235.3,0.32028533454278724,1.3007837897712102,0.013307818552506739,0.9933778440123947,0.00031407584479204267,0.11435424022202184,0.31647909556763526
0.23535,235.35,0.3196292483773794,1.3001611862135996,0.013275626954899675,0.9933790683471787,0.00031414141928042026,0.1143553411362971,0.3164755800500319
0.2354,235.4,0.32023346708653083,1.3007443457878547,0.013297786407241942,0.9933801181536697,0.0003141912562597153,0.11435601511592945,0.31647971595309465
0.23565,235.65,0.32067368153956993,1.3011721369518467,0.013316941483497425,0.993386499486412,0.0003145368961740976,0.11436082966839109,0.3164803363385541
0.2357,235.7,0.32121405908809764,1.3016876315102521,0.013342734305127007,0.9933873566375294,0.00031458882534379106,0.11436158089391552,0.31648550621738253
0.23575,235.75,0.3206074901537287,1.3011034776882726,0.013321301019780888,0.99338828748592,0.00031463923334271393,0.11436215154952982,0.31648778096406704
0.23595,235.95,0.3210960966312677,1.301577683606115,0.01333964199385263,0.9933920217151424,0.0003148425200719568,0.11436504998132703,0.31649584597503944
0.236,236.0,0.3202935523471822,1.300808109727798,0.013308140470834546,0.99339341335827,0.0003149187965853573,0.11436601309202694,0.3164972935411114
0.23605,236.05,0.3198954280732373,1.3004309364623716,0.013287773290113832,0.9933939660587978,0.0003149494085620173,0.11436652838447267,0.3164962595653457
0.2361,236.1,0.3205234646341923,1.3010362959377564,0.013311445571901314,0.9933949130030566,0.00031499703752926715,0.11436715137877491,0.3164991546974897
0.23615,236.15,0.321178755113357,1.3016636326676243,0.0133404768113919,0.9933959299556734,0.0003150567367663881,0.1143679897216782,0.31650225662478676
0.2362,236.2,0.3208457153584747,1.3013408975570457,0.01333059850766435,0.9933963341712614,0.00031507862542349375,0.11436822605011632,0.31649956828779596
0.23635,236.35,0.32086492567411534,1.3013674307179,0.013326143937376063,0.9933990530014474,0.00031522603104724127,0.114370265164349,0.3164983275168771
0.2364,236.4,0.32116297448788206,1.301650564502066,0.013341447564726472,0.9933994185528008,0.00031524874621069796,0.1143705963992872,0.31650039546840847
0.23645,236.45,0.32055272863156936,1.3010636529347663,0.013318988955685397,0.9934002482560566,0.00031529418765843017,0.11437113166622437,0.3164987411071834
0.2366,236.6,0.32108685147777344,1.3015827222806022,0.013336302092270136,0.9934023883212957,0.00031541210146759485,0.11437278883503396,0.3164993614926428
0.23665,236.65,0.32099691387303875,1.3014932249011562,0.013336053134585387,0.9934025691897532,0.0003154223774088726,0.11437291204263146,0.3165018430344805
0.2367,236.7,0.32030599298314016,1.3008309821540085,0.01330842870956467,0.9934035668848127,0.00031547767919051377,0.11437363293329932,0.31650349739570555
0.23675,236.75,0.3201192294583602,1.3006554077404735,0.01329748532599819,0.9934037993203788,0.000315490751934675,0.11437385230200747,0.316504117781165
0.2368,236.8,0.3207194561789455,1.3012333874179973,0.013320561710618468,0.9934045867709344,0.0003155321070688677,0.11437438817222266,0.31650494496177756
0.23685,236.85,0.3211515036790451,1.301646223752029,0.013340291281891495,0.993405075250154,0.00031556161313343336,0.11437480809213897,0.316504117781165
0.2369,236.9,0.3207485766476404,1.301257305228028,0.01332672217190538,0.9934054917967126,0.0003155842133980501,0.11437505868458474,0.31650225662478676
0.23725,237.25,0.3205870362367202,1.30111030166207,0.013315703611896204,0.9934088237970352,0.0003157680092334676,0.1143775474779428,0.31650080905871475
0.2373,237.3,0.32107988227199447,1.3015824581444946,0.013336971208747498,0.9934093694540547,0.00031579995356670315,0.11437799012454292,0.3164983275168771
0.23735,237.35,0.3208745585401695,1.3013829142665632,0.013331380709436328,0.9934095489933934,0.00031580966286446315,0.11437809606913785,0.3164970867459583
0.2374,237.4,0.3203130438304409,1.300845128574186,0.013308348337042272,0.9934102082875873,0.00031584651581365356,0.11437859388558341,0.3164993614926428
0.2375,237.5,0.3208183528873842,1.301334092585829,0.013325439764768139,0.9934109158199413,0.0003158848502419227,0.1143791095295335,0.3164997750829491
0.23755,237.55,0.32106249180830854,1.301566425671829,0.013337467450579255,0.993411124633291,0.0003158976999265829,0.11437929738125328,0.3164989479023365
0.2376,237.6,0.3206427909227209,1.3011622646167498,0.013322343434671825,0.9934115186863745,0.0003159192108027439,0.11437954802109793,0.31649750033626456
0.23765,237.65,0.3202343483759085,1.3007724332557349,0.013304148320294782,0.9934119120954661,0.0003159415416887774,0.11437987946834327,0.3165020498296336
0.2377,237.7,0.32047398198599886,1.30100470714851,0.013311705972957017,0.9934121004716442,0.00031595098617693705,0.1143799941494721,0.3165024634199399
0.2379,237.9,0.32026621509416847,1.300805478487351,0.013304483666579592,0.9934133452549432,0.00031602117804043536,0.11438094328239388,0.3165037041908587
0.23795,237.95,0.32067277866052807,1.3011970941685553,0.013319814981186638,0.9934137092662242,0.00031604035329305086,0.11438118620317637,0.3165065993230026
0.238,238.0,0.32099918951661754,1.3015090718611846,0.013334531123182265,0.9934139761149003,0.00031605625604631793,0.11438141330850217,0.31650597893754323
0.23805,238.05,0.3207327459315398,1.301251623748358,0.01332573896882452,0.9934141689760784,0.0003160665975479349,0.11438152852413767,0.31650763329876835
0.2381,238.1,0.3203028455284846,1.300840409785804,0.013307475910249004,0.9934145695347631,0.0003160891040227156,0.11438184528918202,0.3165065993230026
0.2382,238.2,0.3208240467589565,1.3013431756269351,0.013326430065593536,0.993415061146116,0.0003161159019464411,0.11438220201624087,0.3165063925278495
0.23825,238.25,0.32092213969971833,1.3014353879640583,0.013332400755919292,0.9934151459762018,0.0003161210819231411,0.11438227863697827,0.3165024634199399
0.2383,238.3,0.3205256842354528,1.3010543476057959,0.01331734047275376,0.9934154821850129,0.0003161394697514182,0.1143825048343324,0.3165016362393273
0.23835,238.35,0.32026266971058376,1.3008039450070137,0.013304930230442468,0.9934156727818971,0.00031615038744148635,0.11438267403412433,0.31650060226356164
0.2384,238.4,0.3205324035297871,1.3010643564450188,0.01331444734536729,0.9934158579335661,0.0003161598533526822,0.11438279018317606,0.31650308380539927
0.23855,238.55,0.320359309742012,1.300896405255874,0.013310061510495857,0.9934165740138092,0.0003161999968997428,0.11438333014745306,0.3164987411071834
0.2386,238.6,0.3203062008341196,1.3008474721092276,0.013305950242126899,0.993416635026452,0.0003162034220359219,0.11438338524449952,0.31649750033626456
0.23865,238.65,0.3206677213576367,1.3011950643287666,0.013320175624201475,0.9934169168286299,0.00031621850129321294,0.11438358190683917,0.3164987411071834
0.2387,238.7,0.320856717197556,1.301374940853608,0.01332941840721211,0.9934170331963006,0.0003162254971613138,0.1143836863032111,0.3165010158538679
0.23875,238.75,0.3205727727582216,1.3011014781276735,0.013319136780868384,0.9934172230010118,0.00031623565945782575,0.11438380635224177,0.3165014294441742
0.239,239.0,0.3203923448237591,1.300929605884039,0.013311494241167583,0.9934180879322944,0.00031628322856719153,0.11438445708878102,0.31650287701024615
0.23905,239.05,0.3202430799303682,1.3007881849763365,0.01330374075231114,0.9934181734470207,0.0003162881309304484,0.11438453683100759,0.316502670215093
0.2391,239.1,0.3205059835334862,1.301041303202176,0.013313696724057333,0.9934183355493039,0.00031629651633666687,0.11438464360910852,0.31650287701024615
0.23915,239.15,0.3207443210269269,1.301268899948264,0.013324589099298782,0.9934184787628303,0.00031630480927269183,0.11438476503084209,0.31649791392657084
0.2392,239.2,0.3205729731847719,1.3011033054588277,0.01331893008588362,0.9934185683722047,0.00031630948558906133,0.11438481864474918,0.3164991546974897
0.23925,239.25,0.320257984820278,1.3008021345025833,0.013305346952373263,0.9934187902422689,0.00031632171618361274,0.11438499272715368,0.31650122264902103
0.2393,239.3,0.3202807894494572,1.3008255898678984,0.013304734685827971,0.9934188267762128,0.0003163236240276558,0.11438502053337023,0.3165047381666244
0.23935,239.35,0.3205797169169203,1.3011123972764576,0.013317062372809161,0.9934190236743521,0.0003163342102469436,0.11438516425150604,0.3165039109860118
0.2394,239.4,0.32066440149634023,1.301192197792009,0.013321996773297283,0.9934190711471645,0.00031633703033598554,0.11438520797032944,0.31650494496177756
0.23945,239.45,0.3203936118427816,1.3009321064709813,0.013311475123764897,0.9934192388033896,0.00031634594459644804,0.11438532048354935,0.3165047381666244
0.2395,239.5,0.32018499007703244,1.3007335060494913,0.013301577403382977,0.9934193557693991,0.00031635249999299514,0.11438542295336007,0.3165037041908587
0.23955,239.55,0.32034508766997405,1.300888089068605,0.013307171659041009,0.9934194316223965,0.00031635628170683847,0.11438547007435793,0.31650577214239006
