t_s,t_ms,tau_us,x1_um,x2_um,tip_overlap_nm,bend_nm,v1_mm_s,v2_mm_s,Vout_mV,C_pF,PR_pW,Qe2_uN,Qwall2_uN,Qbend2_uN,Qfilm2_uN,ER_pJ,Wbase_nJ,Wbias_nJ,Dfilm_nJ,Dwall_nJ,Dstruct_nJ,deltaE_nJ,residual_aJ,a_g
0.0648,64.8,64800.0,-7.288230490833948,-7.288434599599702,-6421.565400400299,-0.2041087657538769,0.02870456905854354,0.028671260620857245,-0.0012324960811155433,5.751614727858443,3.6167775951551713e-6,-0.11275334548403386,1.144142695132542e-16,0.3689789599577461,-0.014449326569708893,3.8105681192362325e-6,0.08986091359929997,0.0009335610492082282,0.0030002688994802173,8.780182808977073e-21,0.0,0.08779420193844391,-1.5957961915024474e-5,1.1264478963218323
0.06485,64.85000000000001,64850.00000000001,-7.286638262300799,-7.286844033051661,-6423.1559669483395,-0.2057707508625021,0.03498818066568972,0.034955011308119455,-0.0015047577840243925,5.75155989732722,5.391180925195239e-6,-0.11270425814794144,1.1427592378646596e-16,0.37198342443814597,-0.017608917367563627,3.810791833831309e-6,0.0898233852656067,0.0009330722720129592,0.003000311177993318,8.780482852928598e-21,0.0,0.08775614254881833,-1.6175258384533035e-5,1.1259040962510984
0.0649,64.9,64900.0,-7.284731313234991,-7.284938738838458,-6425.0612611615425,-0.20742560346751449,0.04129336403746902,0.041260340889055856,-0.001777591716835322,5.751494250079456,7.523410266098924e-6,-0.11264548831734403,1.1411764518210588e-16,0.37497499508836063,-0.02077591319609685,3.8111132012905075e-6,0.08977846165119453,0.0009324861540951268,0.003000371756127479,8.780912567400841e-21,0.0,0.0877105722380328,-1.6184548010552914e-5,1.1253105607051996
0.06495,64.94999999999999,64949.99999999999,-7.282508569038119,-7.282717641936344,-6427.282358063657,-0.20907289822454334,0.04761995879654034,0.047587091373266055,-0.0020509230543656353,5.751417765035893,1.0014965178401113e-5,-0.11257702055194226,1.139394647932113e-16,0.37795290298931417,-0.023949596596529506,3.811550163834096e-6,0.08972612726091263,0.0009318025044233108,0.0030004539912101423,8.781495551150927e-21,0.0,0.0876574719625592,-1.643213673882196e-5,1.1246671827773276
0.065,65.0,65000.0,-7.279968963246113,-7.280179675462447,-6429.8203245375535,-0.21071221633424153,0.05396779993499174,0.05393509610730045,-0.0023246762082904503,5.751330424103992,1.2866951127123011e-5,-0.11249884265765703,1.1374142767899645e-16,0.3809163910537402,-0.027129241938061793,3.812120705205821e-6,0.08966636782560307,0.0009310211588333496,0.0030005612658851087,8.782255482043894e-21,0.0,0.08759682390641417,-1.6430117254904594e-5,1.1239738576287839
0.06505,65.05,65050.0,-7.277111437768004,-7.277323780902017,-6432.676219097984,-0.21234313401247304,0.06033671750902031,0.06030418604814561,-0.0025987748563292717,5.751232212206224,1.6080073223545776e-5,-0.11241094570947181,1.135235928362038e-16,0.3838646931830873,-0.030314117821533832,3.812842878105914e-6,0.08959917031662583,0.0009301419802834286,0.0030006969865793995,8.783216090163545e-21,0.0,0.08752861149747036,-1.6610255220333625e-5,1.1232304824988182
0.0651,65.10000000000001,65100.00000000001,-7.2739349431321525,-7.2741489083607584,-6435.851091639242,-0.21396522860589076,0.06672653668384158,0.06669418582360709,-0.002873142061561829,5.751123117307443,1.9654631680751802e-5,-0.11231332407215448,1.132860332117254e-16,0.3867970453229953,-0.033503486287184706,3.813734736691694e-6,0.089524522960436,0.0009291648591025722,0.0030008645819371246,8.784401130623536e-21,0.0,0.08745281942385019,-1.6525032999020788e-5,1.1224369567143706
0.06515,65.15,65150.0,-7.270438438736589,-7.270654016807685,-6439.3459831923155,-0.21557807109654215,0.0731370774702529,0.07310491622237007,-0.0031477002093035643,5.751003130440419,2.3590515732499295e-5,-0.11220597541788097,1.130288356560566e-16,0.3897126719134466,-0.03669660403228084,3.81481436359738e-6,0.08944241525307128,0.0009280897132194496,0.003001067501218423,8.785834356086194e-21,0.0,0.0873694336502412,-1.6746368436364078e-5,1.1215931816997424
0.0652,65.19999999999999,65199.99999999999,-7.2666208931066025,-7.266838074347485,-6443.1619256525155,-0.21718124088259386,0.07956815476824383,0.07953619092237707,-0.0034223711081642636,5.750872245730528,2.7887200004755927e-5,-0.11208890074176965,1.1275210089170295e-16,0.3926108126087186,-0.039892721852700624,3.816099801829441e-6,0.08935283797468266,0.000926916488386211,0.003001309212666569,8.787539489068079e-21,0.0,0.08727844143428573,-1.6770198346588994e-5,1.1206990609861787
0.06525,65.25,65250.0,-7.262481284156474,-7.262700058462186,-6447.299941537814,-0.21877430571212156,0.08601957808598103,0.08598782068580807,-0.0036970760022900138,5.750730460417974,3.2543740396925495e-5,-0.1119621043736987,1.124559434151159e-16,0.39549068600255993,-0.043091086417541,3.817609081434774e-6,0.08925578320395251,0.000925645158378917,0.0030015932018438198,8.789540194070183e-21,0.0,0.0871798313428616,-1.692650640179311e-5,1.1197545002213631
0.0653,65.3,65300.0,-7.2580185994581425,-7.258238956298553,-6451.761043701448,-0.22035684041016107,0.09249115159575656,0.09245960939312801,-0.003971735665326228,5.7505777748795195,3.755877189339137e-5,-0.11182559398837215,1.121404914285877e-16,0.3983515234821407,-0.046290939508480754,3.819360150962074e-6,0.08915124433254756,0.0009242757251946143,0.003001922969936315,8.791860049579751e-21,0.0,0.08707359326842878,-1.692569860822616e-5,1.1187594071788367
0.06535,65.35000000000001,65350.00000000001,-7.253231836513715,-7.253453764934619,-6456.546235065382,-0.22192842090458514,0.09898267390358322,0.09895135396887005,-0.004246270253232659,5.750414192647938,4.293050253211559e-5,-0.11167938061184716,1.11805886727298e-16,0.40119255842829155,-0.04949151845875845,3.8213709038404705e-6,0.08903921607943459,0.0009228082192240342,0.0030023020320292444,8.794522519989074e-21,0.0,0.08695971844524135,-1.7130070380663578e-5,1.117713691767326
0.0654,65.4,65400.0,-7.24812000303514,-7.248343491647092,-6461.656508352909,-0.22348861195174902,0.10549393798871184,0.10546285155122401,-0.0045205997496214085,5.750239720429786,4.865671927685033e-5,-0.11152347862513956,1.1145228452397382e-16,0.404013004026459,-0.05269205893117375,3.8236591095872066e-6,0.08891969450521976,0.0009212426994192007,0.0030027339153571877,8.79755092753277e-21,0.0,0.08683819946560548,-1.7188231517483714e-5,1.1166172660399851
0.06545,65.44999999999999,65449.99999999999,-7.242682117226868,-7.2429071542225705,-6467.09284577743,-0.22503699570267652,0.11202473114965886,0.11199388342989929,-0.004794643379406428,5.750054368122469,5.473477413258544e-5,-0.1113579057658443,1.1107985339074374e-16,0.4068121049074159,-0.05589179031891653,3.826242439968621e-6,0.08879267702632684,0.0009195792534369552,0.0030032221575214107,8.800968424178043e-21,0.0,0.08670903029598259,-1.73554447858416e-5,1.1154700442035503
0.0655,65.5,65500.0,-7.236917208075879,-7.237143781217333,-6472.856218782667,-0.22657314145381946,0.11857483478948999,0.11854423739475935,-0.005068320403867949,5.749858148828262,6.116159932443849e-5,-0.11118268312551347,1.106887749551038e-16,0.4095890824639982,-0.05908994332790962,3.829138400128721e-6,0.08865816242918567,0.0009178179977788885,0.0030037703046899363,8.80479796369647e-21,0.0,0.08657220629311883,-1.740148901915754e-5,1.1142719426274108
0.06555,65.55,65550.0,-7.230824315644485,-7.231052412265339,-6478.947587734662,-0.22809662085384014,0.12514402444277412,0.12511368399790943,-0.005341549458645944,5.749651078867683,6.79336919503828e-5,-0.11099783514510135,1.1027924384577106e-16,0.41234316234126583,-0.06228574297494364,3.832364354620779e-6,0.08851615088423412,0.0009159590779003855,0.00300438190976693,8.809062273790032e-21,0.0,0.08642772421998564,-1.756870228751543e-5,1.11302287985259
0.0656,65.60000000000001,65600.0,-7.224402491369621,-7.224632098383561,-6485.367901616441,-0.22960701393956814,0.13173206960914743,0.13170199563724275,-0.005614249120252323,5.749433177790998,7.504712662917614e-5,-0.1108033896073804,1.0985146737153795e-16,0.41507358534804306,-0.06547841514302338,3.835937458637827e-6,0.08836664395991586,0.0009140026683238689,0.003005060530542391,8.813783828442829e-21,0.0,0.08627558226174228,-1.7596571165575077e-5,1.111722776600637
0.06565,65.65,65650.0,-7.217650798365288,-7.217881902260162,-6492.118097739839,-0.2311038948745066,0.138338733662766,0.1383089341962442,-0.005886337609352624,5.749204468387406,8.249754869352183e-5,-0.11059937762578832,1.0940566536130149e-16,0.4177795816756098,-0.0686671831859779,3.839874683979988e-6,0.08820964463646457,0.0009119489727165189,0.0030058097278214202,8.818984820517974e-21,0.0,0.08611578004146714,-1.785021834559622e-5,1.110371555782432
0.0657,65.69999999999999,65700.0,-7.210568311730801,-7.210800898581236,-6499.199101418765,-0.2325868504353263,0.14496377383186762,0.14493425688117256,-0.006157733043774499,5.748964976693339,9.02801815199818e-5,-0.11038583363124287,1.0894206988307805e-16,0.42046040431678244,-0.07185127031483751,3.84419275059981e-6,0.08804515731966978,0.0009097982239692738,0.003006633063531866,8.824687134628233e-21,0.0,0.08594831863589654,-1.78926275078609e-5,1.108969142506897
0.06575,65.75,65750.0,-7.203154118861993,-7.203388174312675,-6506.611825687326,-0.23405545068165567,0.1516069409906854,0.15157771565167405,-0.006428353402539724,5.74871473199774,9.838982730462868e-5,-0.11016279535473836,1.0846092497909015e-16,0.42311527604403465,-0.07502989992193426,3.848908152582275e-6,0.08787318785439861,0.0009075506842437994,0.00300753409881868,8.830912320402467e-21,0.0,0.08577320059089742,-1.8165661733488758e-5,1.1075154640896234
0.0658,65.8,65800.0,-7.195407319767598,-7.195642829058972,-6514.357170941029,-0.23550929137379695,0.15826797975560386,0.15823905298195348,-0.006698116535557684,5.748453766847346,0.00010682086934264588,-0.10993030380885471,1.0796248640845404e-16,0.4257434660904014,-0.07820229481298276,3.854037090185829e-6,0.0876937435380858,0.0009052066450202148,0.003008516392114215,8.83768156606478e-21,0.0,0.08559042993693648,-1.8223418973525417e-5,1.1060104500614028
0.06585,65.85000000000001,65850.0,-7.187327027388562,-7.187563975332061,-6522.43602466794,-0.2369479434988797,0.1649466281877712,0.1649180103066928,-0.006966940344846233,5.748182117047831,0.00011556728040153843,-0.1096884032639744,1.0744702129571821e-16,0.4283441989050525,-0.08136768035708968,3.859595495923228e-6,0.08750683313394737,0.000902766427110595,0.003009583497205428,8.84501567259108e-21,0.0,0.08540001220423864,-1.8408807597139598e-5,1.1044540321766643
0.0659,65.9,65900.0,-7.1789123679218045,-7.179150738931475,-6530.849261068526,-0.2383710096705497,0.17164261799214203,0.1716143148857622,-0.007234742606886175,5.747899821665769,0.00012462262044736705,-0.10943714122427642,1.0691480789124378e-16,0.4309167561101997,-0.08452528095154191,3.865598967298448e-6,0.08731246688414689,0.000900230380673546,0.0030107389612746478,8.852935028213363e-21,0.0,0.08520195443792843,-1.839386341615109e-5,1.1028461444218312
0.06595,65.94999999999999,65950.0,-7.170162481146634,-7.1704022592203875,-6539.597740779614,-0.23977807375337842,0.17835567415490017,0.17832769543110746,-0.007501441264443953,5.747606923026097,0.00013398005010452975,-0.10917656839815827,1.0636613514786263e-16,0.43346038543429294,-0.0876743254077034,3.8720627930573185e-6,0.08711065652265387,0.0008975988851965186,0.0030119863229439354,8.861459583636673e-21,0.0,0.08499626521282497,-1.8704056145858476e-5,1.1011867230235726
0.066,66.0,66000.0,-7.161076520755434,-7.161317689485974,-6548.682310514027,-0.24116873053950935,0.18508551514742339,0.1850578688637989,-0.007766954349662109,5.747303466709726,0.00014363233302317895,-0.10890673866780405,1.0580130244941544e-16,0.435974354360172,-0.09081404339125296,3.879001886833793e-6,0.08690141528803699,0.0008948723494729233,0.003013329110300055,8.87060882774149e-21,0.0,0.08478295464818923,-1.8751312069524834e-5,1.0994757064569665
0.06605,66.05,66050.0,-7.151653654685803,-7.151896197266956,-6558.103802733044,-0.24254258115350438,0.19183185267651037,0.19180454682484072,-0.008031199948588842,5.746989501548374,0.00015357183955765102,-0.10862770905500371,1.0522061921219436e-16,0.43845794181814757,-0.09394366796880432,3.886430813638963e-6,0.08668475793591768,0.0008920512115551456,0.0030147708389158365,8.880401763968888e-21,0.0,0.0845620344221072,-1.8973859197218546e-5,1.0977130354535718
0.0661,66.10000000000001,66100.0,-7.141893065457267,-7.142136964685885,-6567.863035314116,-0.24389922861812616,0.1985943917723416,0.19856743398001667,-0.008294096449061433,5.746665079617605,0.00016379056168174636,-0.10833953968424379,1.0462440451897968e-16,0.44091043017001513,-0.09706243564431175,3.894363724600164e-6,0.08646070075133885,0.0008891359386961477,0.0030163150098685165,8.890856887428098e-21,0.0,0.08433351778578378,-1.898718779107316e-5,1.0958986530093993
0.06615,66.15,66150.0,-7.131793950508579,-7.132039188789354,-6577.960811210647,-0.24523828077575485,0.20537283061561626,0.20534622819831408,-0.008555562376899025,5.746330256228093,0.00017428011329764307,-0.10804229374312202,1.0401298673020301e-16,0.4433311104902656,-0.10016958693327052,3.9028143837891276e-6,0.08622926156076197,0.0008861270272680865,0.0030179651077519767,8.901992162703876e-21,0.0,0.08409741957744449,-1.919923360239657e-5,1.0940325043927959
0.0662,66.19999999999999,66200.0,-7.121355522539058,-7.121602081887666,-6588.397918112335,-0.2465593486078747,0.2121668606119906,0.2121406213147782,-0.00881551666503916,5.7459850899149565,0.00018503174778948368,-0.10773603744000128,1.0338670307990033e-16,0.4457192795281255,-0.10326436715835369,3.91179610423099e-6,0.0859904597439591,0.0008830250026709641,0.003019724598690746,8.91382500248284e-21,0.0,0.083853756236124,-1.9200041395963513e-5,1.0921145371522256
0.06625,66.25,66250.0,-7.110577009850094,-7.110824871893115,-6599.175128106886,-0.247862043020584,0.21897616623482885,0.21895029867363747,-0.00907387853599805,5.745629642425101,0.00019603636115725267,-0.10742083995886077,1.0274589926710175e-16,0.4480742338965423,-0.10634602682133519,3.9213217751466095e-6,0.08574431624549936,0.0008798304192167869,0.003021596928353464,8.926372246980813e-21,0.0,0.08360254581502147,-1.94500535049334e-5,1.0901447011239591
0.0663,66.3,66300.0,-7.099457656689928,-7.099706802682024,-6610.293197317977,-0.2491459920961152,0.22580042516291002,0.22577493530114898,-0.009330567534010141,5.745263978703237,0.00020728450120648592,-0.10709677341207055,1.020909290561892e-16,0.45039530125873234,-0.10941382099021187,3.9314037994223316e-6,0.08549085358611154,0.0008765438600042173,0.003023585519967309,8.939650144214482e-21,0.0,0.08334380799472517,-1.9483980834745146e-5,1.0881229484396666
0.06635,66.35000000000001,66350.0,-7.087996723598336,-7.088247134412901,-6621.7528655871,-0.25041081456460995,0.23263930802410765,0.23261420571032987,-0.00958550377190761,5.7448881668749054,0.00021876638705060715,-0.10676391278948458,1.014221537920602e-16,0.45268179237160855,-0.11246701280688409,3.942054121326101e-6,0.08523009587360408,0.0008731659367701475,0.0030256937723448845,8.953674331249055e-21,0.0,0.08307756409595551,-1.9707739652789273e-5,1.086049233533909
0.0664,66.4,66400.0,-7.076193487753787,-7.076445143900173,-6633.554856099828,-0.2516561463865541,0.23949247865509043,0.2394677695867018,-0.009838607698500888,5.744502278228944,0.0002304719082023832,-0.10642233590631568,1.0073994203933662e-16,0.4549330491403517,-0.11550486966299894,3.9532841656335205e-6,0.08496206881364299,0.0008696972897279247,0.003027925057909281,8.968459816285055e-21,0.0,0.08280383709215774,-1.9724703317695146e-5,1.0839235131515346
0.06645,66.44999999999999,66450.0,-7.064047243319818,-7.064300124944807,-6645.699875055194,-0.2528816249886475,0.24635959382058828,0.2463352853985567,-0.0100898003314076,5.7441063871970295,0.00024239064458969744,-0.10607212334750317,1.000446690619526e-16,0.4571484161207006,-0.11852666785544795,3.965104865877818e-6,0.08468679972005079,0.0008661385873872646,0.0030302827207360694,8.984020961790822e-21,0.0,0.08252265162157717,-1.994401927112107e-5,1.0817457463549813
0.0665,66.5,66500.0,-7.051557301793546,-7.051811388691653,-6658.188611308348,-0.25408689810682816,0.2532403034146206,0.2532164026645203,-0.010339003325998243,5.743700571331998,0.0002545118804166732,-0.1057133584103205,9.933671641170737e-17,0.4593272565049866,-0.12153169076583147,3.9775266052793645e-6,0.08440431752494211,0.0008624905263603299,0.003032770074603447,9.00037146860164e-21,0.0,0.08223403399915255,-1.9833351552449425e-5,1.0795158945314707
0.06655,66.55,66550.0,-7.038722992352609,-7.03897826396255,-6671.021736037451,-0.25527160994067133,0.2601342503116882,0.26011076401070804,-0.010586138874231831,5.743284911283728,0.00026682461015362476,-0.10534612704404969,9.861647145741903e-17,0.4614689270926585,-0.12451922997661471,3.99055924563597e-6,0.08411465278834658,0.0008587538311429649,0.003035390401060032,9.017524361082824e-21,0.0,0.08193801222785023,-2.0040550602371156e-5,1.0772339214001116
0.0666,66.60000000000001,66600.0,-7.025543662203502,-7.025800097617652,-6684.199902382349,-0.25643541415026333,0.26704107049691134,0.2670180057367797,-0.010831129925305315,5.742859490773871,0.000279317560616296,-0.10497051778811733,9.788432691891114e-17,0.4635728017854658,-0.1274885859681002,4.004212070207139e-6,0.08381783770764471,0.0008549292538911151,0.0030381469475044953,9.03549197330636e-21,0.0,0.08163461600979913,-2.0139505314322078e-5,1.0748997930188966
0.06665,66.65,66650.0,-7.012018676927612,-7.0122762549064115,-6697.723745093589,-0.25757797879948585,0.2739603929652381,0.2739377569435621,-0.011073900038399106,5.742424396568518,0.0002919791953820374,-0.1045866217077804,9.714068040406973e-17,0.4656382805237135,-0.13043906832943422,4.0184938132380536e-6,0.08351390612645745,0.0008510175741723213,0.0030410429252835484,9.054285936301058e-21,0.0,0.08132387675683207,-2.0337010841440456e-5,1.072513477791603
0.0667,66.69999999999999,66700.0,-6.998147420828272,-6.998406119806481,-6711.593880193519,-0.25869897820925275,0.28089183989489397,0.2808696367912959,-0.011314373545441419,5.741979718448827,0.00030479773506139195,-0.1041945323274786,9.638593395170315e-17,0.4676647745588977,-0.13336999545101752,4.033412605012435e-6,0.08320289354332677,0.0008470195987041412,0.0030440815078157843,9.073917166465878e-21,0.0,0.08100582760078212,-2.0409308365682148e-5,1.0700749464745898
0.06675,66.75,66750.0,-6.983929297274853,-6.984189095351781,-6725.81090464822,-0.259798076928259,0.2878350264245249,0.287813266416784,-0.011552475733322014,5.741525549179628,0.0003177611799261761,-0.10379434556194514,9.562049349734746e-17,0.4696516774767216,-0.13628069854557195,4.048976002065842e-6,0.08288483711981282,0.000842936161074818,0.0030472658287391185,9.094395855103583e-21,0.0,0.080680503403152,-2.0517552703652956e-5,1.0675841721834949
0.0668,66.8,66800.0,-6.969363729046608,-6.969624604011452,-6740.375395988549,-0.260874964843343,0.2947895610419527,0.294768247553987,-0.011788132510571305,5.74106198447751,0.0003308573049685432,-0.1033861596465969,9.484476851017453e-17,0.4715984286680834,-0.13917051575380845,4.065190934511488e-6,0.08255977568836481,0.000838768121450281,0.003050598980071794,9.115731458971446e-21,0.0,0.08034794076453182,-2.0533304678208408e-5,1.0650411303998306
0.06685,66.85000000000001,66850.0,-6.954450158673118,-6.954712088016211,-6755.28791198379,-0.2619293430933289,0.30175504526529695,0.301734185248961,-0.01202127075862585,5.740589122975974,0.00034407369202903073,-0.1029700750649245,9.405917140309466e-17,0.4735044878647324,-0.14203879936494473,4.082063736957799e-6,0.0822277497595685,0.0008345163662666692,0.003054084010411792,9.137932692093754e-21,0.0,0.08000817803333878,-2.0857633795337356e-5,1.062445798977473
0.0669,66.9,66900.0,-6.939188048774416,-6.939451009680996,-6770.5489903190055,-0.2629609065794901,0.3087310739677231,0.308710673079157,-0.012251818366909755,5.7401070661888935,0.00035739774594225536,-0.10254619447409705,9.326411713373937e-17,0.4753693035224447,-0.14488491187982144,4.0996000982748925e-6,0.08188880152914926,0.0008301818079020013,0.0030577239231690673,9.161007518773707e-21,0.0,0.07966125531426116,-2.0937201461681565e-5,1.0597981581490532
0.06695,66.94999999999999,66950.0,-6.92357688239609,-6.9238408517581425,-6786.159148241858,-0.2639693620522441,0.3157172352545998,0.31569729884717845,-0.01247970407583539,5.73961591847302,0.0003708166995724344,-0.10211462262966528,9.246002270521662e-17,0.47719234551736406,-0.14770822812632417,4.117805093283313e-6,0.08154297488431693,0.0008257653843361087,0.0030615216748180714,9.184963147643705e-21,0.0,0.07930721447600854,-2.1332212515918314e-5,1.057098190532237
0.067,67.0,67000.0,-6.907616163343437,-6.907881117772039,-6802.118882227962,-0.26495442860158425,0.32271311065514613,0.3226936446358495,-0.012704857755837712,5.739115786988521,0.00038431764427635635,-0.10167546630837672,9.16473066973168e-17,0.4789731060325836,-0.15050813572085073,4.136683134983146e-6,0.08119031540984345,0.0008212680588002634,0.003065480173191017,9.209806026965948e-21,0.0,0.07894609915874819,-2.1375833368533417e-5,1.0543458811359119
0.06705,67.05,67050.0,-6.89130541651047,-6.891571332328718,-6818.428667671283,-0.26591581824816696,0.3297182750621897,0.329699287112624,-0.012927210320116093,5.738606781657398,0.0003978875396678953,-0.10122883422900292,9.082638879893377e-17,0.48071106447155615,-0.15328403554531364,4.1562380070588845e-6,0.08083087039345133,0.0008166908194014465,0.0030696022758115045,9.235541841145632e-21,0.0,0.07857795478078163,-2.164886759416127e-5,1.0515412173662626
0.0671,67.10000000000001,67100.0,-6.8746441882062514,-6.874911041497319,-6835.088958502682,-0.26685329106736877,0.3367322970460033,0.3367137882706949,-0.013146693567924583,5.7380890151220445,0.00041151321849740383,-0.10077483697353448,8.99976893941964e-17,0.4824057871089702,-0.15603533947437714,4.176472818709098e-6,0.08046468883091308,0.0008120346787466675,0.0030738907882458797,9.262175508210384e-21,0.0,0.07820282854491929,-2.175105348037998e-5,1.0486841890327352
0.06715,67.15,67150.0,-6.857632046476517,-6.857899813048239,-6852.100186951761,-0.2677665717226599,0.343754738580836,0.34373671672960626,-0.013363240726182434,5.737562602699121,0.0004251814350140496,-0.10031358690398018,8.91616290000055e-17,0.48405677620340826,-0.15876147695726697,4.197390037934342e-6,0.08009182143042747,0.000807300673537239,0.003078348462535313,9.289711178874726e-21,0.0,0.07782076944401739,-2.196552267240423e-5,1.045774788353912
0.0672,67.2,67200.0,-6.840268581421146,-6.840537236833329,-6869.462763166672,-0.26865541218331157,0.3507851555163484,0.35076762470217865,-0.013576786045733471,5.737027662335248,0.0004388788555514835,-0.09984519808129586,8.83186279299296e-17,0.48566358337569354,-0.16146188869608166,4.218991449110057e-6,0.07971232061668977,0.0008024898641629967,0.003082977995627983,9.318152236334845e-21,0.0,0.07743182826621128,-2.2048321513016226e-5,1.0428130099632646
0.06725,67.25,67250.0,-6.822553405505458,-6.822822925094239,-6887.177074905761,-0.2695195887818038,0.35782309742970847,0.3578060602742337,-0.013787264883045266,5.736484314559707,0.0004525920784648885,-0.09936978618174566,8.746910579152048e-17,0.48722580428939977,-0.16413603057299372,4.241278186958279e-6,0.07932624053420574,0.0007976033342780106,0.0030877820278736212,9.347501297401647e-21,0.0,0.0770360575993096,-2.2352859687754987e-5,1.0397988509148048
0.0673,67.3,67300.0,-6.804486153868562,-6.804756512715023,-6905.243487284979,-0.2703588464604225,0.36486810777263023,0.36485157506190413,-0.013994614229019925,5.735932682434629,0.00046630768433115935,-0.0988874684112357,8.661348101311851e-17,0.4887429778622717,-0.16678337619939104,4.264250696980663e-6,0.0789336370502816,0.0007926421903614831,0.0030927631415837158,9.377760214981422e-21,0.0,0.07663351183478619,-2.247887548419861e-5,1.036732310688636
0.06735,67.35,67350.0,-6.786066484622666,-6.786337657611071,-6923.66234238893,-0.27117298840428616,0.3719197242025737,0.37190369315984867,-0.014198771693999895,5.735372891506941,0.000480012184805554,-0.09839836342186084,8.575217056428891e-17,0.4902147483009163,-0.16940340830850886,4.287908770168189e-6,0.07853456775722756,0.000787607561267692,0.003097923859591805,9.408930081188195e-21,0.0,0.07622424717097202,-2.264528095898955e-5,1.0336133911963885
0.0674,67.4,67400.0,-6.767294079149692,-6.7675660409535725,-6942.433959046428,-0.27196180388091484,0.37897747833596196,0.3789619583608101,-0.014399676860139994,5.734805069755499,0.0004936921278010743,-0.09790259122434081,8.488558931539334e-17,0.4916407346523108,-0.17199563264109502,4.312251506187885e-6,0.07812909197421891,0.0007825005977734896,0.0031032666439178938,9.441011232129536e-21,0.0,0.0758083216158003,-2.2705865476510527e-5,1.0304420967865473
0.06745,67.45,67450.0,-6.7481686423889,-6.748441367467922,-6961.558632532079,-0.2727250790212656,0.3860408962428506,0.386025887017487,-0.014597270172826582,5.734229347538703,0.0005073340392821251,-0.0974002731014572,8.401414984582514e-17,0.49302055029329034,-0.17455956472323997,4.3372773489476126e-6,0.07771727074834466,0.0007773224720878056,0.0031087938944571276,9.474003253497584e-21,0.0,0.07538579498867498,-2.2999902334878984e-5,1.0272184342496773
0.0675,67.5,67500.0,-6.728689903118939,-6.72896336575929,-6981.036634240711,-0.27346264035129675,0.39310949833996295,0.39309500552782534,-0.014791493741348812,5.733645857541631,0.0005209244930960978,-0.0968915315218249,8.313826187561029e-17,0.49435388162501825,-0.17709474087443777,4.362984052558005e-6,0.07729916685529571,0.0007720743773895538,0.003114507947712455,9.507904987146232e-21,0.0,0.07495672892196575,-2.3000306231662458e-5,1.023942412823531
0.06755,67.55,67550.0,-6.708857614232172,-6.709131788519671,-7000.86821148033,-0.27417428749943545,0.40018279962561387,0.40016882833616296,-0.01498229099610051,5.733054734719564,0.0005344501035519868,-0.09637649005073066,8.225833197430332e-17,0.49564036642446946,-0.1796007121753798,4.389368717565879e-6,0.07687484479921447,0.0007667575273135106,0.003120411075619257,9.542714539079865e-21,0.0,0.07452118686151679,-2.3212352042985865e-5,1.020614044198056
0.0676,67.6,67600.0,-6.6886715530016465,-6.688946412869848,-7021.053587130153,-0.27485986820219205,0.40726030996342255,0.40724685940965216,-0.015169606623893541,5.732456116243469,0.0005478975360087495,-0.09585527326378307,8.137476317934687e-17,0.496879729436322,-0.18207704519184803,4.4164277599287515e-6,0.07644437081217176,0.0007613731554584771,0.0031265054843796665,9.578429288004203e-21,0.0,0.07407923406679949,-2.3317365206688886e-5,1.0172333425202849
0.06765,67.65,67650.0,-6.66813152133974,-6.6684070405548415,-7041.592959445159,-0.2755192151019498,0.41434153391638373,0.41432861089052636,-0.015353387057756919,5.731850141441417,0.000561253557488804,-0.0953280066573766,8.0487954546382e-17,0.4980716681187466,-0.18452332741013897,4.444156947689503e-6,0.07600781285277604,0.0007559225148685311,0.003132793313402782,9.615045895338197e-21,0.0,0.07363093761006131,-2.353102660514619e-5,1.0138003243991194
0.0677,67.7,67700.0,-6.647237346049414,-6.647513498228528,-7062.486501771473,-0.27615217911413376,0.4214259713222396,0.42141357659479617,-0.015533579983278355,5.731236951741084,0.0005745050168973953,-0.09479481656110454,7.959830091382415e-17,0.4992159129631249,-0.1869391600384903,4.472551373043771e-6,0.0755652406044045,0.0007504068775069707,0.0031392766342724218,9.65256031588278e-21,0.0,0.07317636637506414,-2.353789285046523e-5,1.010315008910004
0.06775,67.75,67750.0,-6.625988879065123,-6.62626563769646,-7083.73436230354,-0.2767586313372699,0.42851311711755463,0.4285012543985648,-0.01571013466288289,5.730616690610555,0.0005876388836331299,-0.09425583004949273,7.870619246489665e-17,0.5003122309469723,-0.18932416444643907,4.501605489437579e-6,0.07511672547253712,0.0007448275337291581,0.0031459574497865062,9.690967809521372e-21,0.0,0.07271559105485051,-2.3778615333415235e-5,1.006777417599484
0.0678,67.8,67800.0,-6.604385997687124,-6.604663336119601,-7105.3366638804,-0.27733843247679013,0.4356024617772335,0.4355911330265674,-0.015883001913063265,5.729989503497612,0.0006006422613580269,-0.0937111748531939,7.781201445640672e-17,0.5013603702596192,-0.1916779786717716,4.531313086615512e-6,0.07466234058170758,0.0007391857917356861,0.003152837693072923,9.730262953966666e-21,0.0,0.07224868414903336,-2.38904947424373e-5,1.0031875744896548
