t_s,tau_us,x1_um,v1_mm_s,Vout_mV,PR_pW,C_pF
0.3702666666666667,20266.666666666653,-13.721304144800884,0.016768618876680706,-0.01309170755975098,0.00040807811150009744,7.112069840601493
0.37033287619970084,20332.87619970081,-13.720560240050157,0.0036466432161059146,-0.003750245180564589,3.3486521224637924e-5,7.111596200777594
0.37033333333333335,20333.333333333314,-13.720558597232765,0.0035409040410411467,-0.00366412794149643,3.196627040870207e-5,7.1115950599473745
0.37033750000000004,20337.500000000007,-13.720545810392057,0.0026057778012654963,-0.002895300113290239,1.99589589190916e-5,7.111586045414434
0.37035,20349.999999999978,-13.720528985309508,0.00019840353197686373,-0.000839361255224146,1.6774459923129857e-6,7.1115727590162505
0.3703515251925277,20351.525192527643,-13.720528870420008,-4.573027085649077e-5,-0.0006218536766223064,9.207190360206666e-7,7.111572391096547
0.3703541666666667,20354.16666666667,-13.72052951946634,-0.00043942255175086084,-0.000265527243584678,1.6786837401351643e-7,7.111572310244091
0.37035833333333334,20358.33333333331,-13.720532514104738,-0.0009814884544520903,0.00024044117538922347,1.3764752100607458e-7,7.111573487750119
0.37037083333333337,20370.83333333334,-13.720552021249775,-0.0019761016405081596,0.0012953477175148777,3.9950612125500086e-6,7.111584209571121
0.370375,20374.999999999978,-13.72056052072148,-0.002084620132361719,0.0014790526109372032,5.2085633950479945e-6,7.111589256447811
0.3703791666666667,20379.16666666667,-13.720569234195592,-0.002078789080940285,0.0015745860159795766,5.903145527901036e-6,7.1115945563775265
0.37038036371541333,20380.363715413296,-13.720571709908372,-0.002055987679313131,0.0015855825560930803,5.985885814730159e-6,7.1115960841758215
0.37038333333333334,20383.33333333331,-13.720577685615638,-0.001958988703804417,0.0015810923072496319,5.952030676295152e-6,7.111599814111434
0.3704,20399.999999999975,-13.720599623013882,-0.0003955418398007213,0.0007366416524852401,1.2920022004194886e-6,7.111614638754834
0.37040121304091683,20401.2130409168,-13.72059999674342,-0.00021934600821409765,0.0006237257589540964,9.262710056734847e-7,7.111615026446231
0.3704041666666667,20404.166666666668,-13.72059997533136,0.00024114405019308045,0.00032204557384742614,2.469365515112334e-7,7.111615427119815
0.37040833333333334,20408.333333333307,-13.720597496697245,0.0009618779267064329,-0.00016488354622921475,6.472996146933713e-8,7.111614551818991
0.37041102217798844,20411.0221779884,-13.720594237407262,0.0014674346836038826,-0.0005147031115011042,6.307602214021858e-7,7.111613002199728
0.37041666666666667,20416.66666666664,-13.720582758872903,0.0026186498032832314,-0.001330706763707449,4.216144026135125e-6,7.111606973481639
0.37042083333333337,20420.833333333332,-13.720569957510751,0.0035341718917797126,-0.0019952564708024915,9.478686629236226e-6,7.111599912080398
0.3704916666666667,20491.666666666686,-13.719777653345437,0.01631609287747145,-0.012731780076903097,0.00038594815220625384,7.111118441971641
0.37049583333333336,20495.833333333325,-13.71970952482855,0.016367386731997752,-0.012881508032111591,0.0003950791647175129,7.111075713915455
0.3704959747301275,20495.974730127487,-13.719707210543312,0.016367210353449665,-0.012885099549235696,0.00039529950093741416,7.111074259646537
0.37050000000000005,20500.00000000002,-13.719641410078472,0.01630955557946222,-0.012945996505682445,0.0003990448226789097,7.1110328333755275
0.3705041666666667,20504.166666666657,-13.719573761942895,0.016143712948538853,-0.012924517983389526,0.0003977218216737125,7.110990085488893
0.3705807312265242,20580.731226524153,-13.718811108078278,0.002070448348735276,-0.0024036062547183375,1.3755531018383604e-5,7.11049085041095
0.3705833333333334,20583.333333333343,-13.718806311344382,0.0016209263038621932,-0.0020077251891843246,9.59752484591722e-6,7.110487236851609
0.37059809713439423,20598.0971343942,-13.718798167710025,-0.00033846753028322815,-0.00018008439491398642,7.72152125988967e-8,7.1104795105433105
0.37060000000000004,20600.000000000007,-13.718798976948962,-0.0005087144258148983,-5.043565984706197e-6,6.056561390972714e-11,7.1104797875419985
0.3706040649793895,20604.06497938949,-13.718801676469742,-0.0008036854369891477,0.00031674538434715025,2.388753297743427e-7,7.110481072455678
0.3706100328243848,20610.032824384783,-13.718807348418785,-0.001062050775516227,0.0006545906077008746,1.0202115802147623e-6,7.110484238099471
0.3706125,20612.499999999978,-13.718810031552838,-0.0011069360634961799,0.0007458466683344499,1.3244934587276163e-6,7.110485830163113
0.3706164730325634,20616.473032563365,-13.718814451980453,-0.0011025074975845046,0.0008319897754196126,1.6481118723875652e-6,7.110488541762531
0.3706166666666667,20616.66666666667,-13.718814665209427,-0.001099875006024442,0.0008342588205932869,1.6571137612802432e-6,7.110488675173701
0.37062083333333334,20620.83333333331,-13.718819053146433,-0.000989153276064055,0.000839520294339897,1.6780817252584462e-6,7.110491478081573
0.3706247485711639,20624.748571163866,-13.718822569194737,-0.0007920801039243614,0.0007688336853579966,1.4073934184313307e-6,7.110493828270354
0.3706291666666667,20629.166666666642,-13.718825385304154,-0.0004644529387004585,0.0006023235124833221,8.637943183101114e-7,7.1104958641417095
0.37063333333333337,20633.333333333336,-13.718826504622097,-5.736861435968406e-5,0.00036321875630410274,3.1411396412166477e-7,7.110496915436025
0.37063443381555333,20634.4338155533,-13.71882650077908,6.5404533265457e-5,0.0002871464586849183,1.9631687794116547e-7,7.110497019537822
0.3706375,20637.499999999975,-13.71882573837684,0.0004396793890002934,4.7609392335443726e-5,5.396795806071924e-9,7.110496867253884
0.37066398788391,20663.98788390994,-13.718755916654084,0.005216821082593164,-0.0034183633633363907,2.7821924009048763e-5,7.110457038688924
0.3706666666666667,20666.666666666668,-13.718741162538363,0.005800197931349278,-0.0038695794971198814,3.565153686792989e-5,7.110448224130489
0.37067083333333334,20670.833333333307,-13.718715080485904,0.006721249723707226,-0.004591107887983201,5.0186361045479934e-5,7.110432530505564
0.3707291666666667,20729.166666666686,-13.718001648155282,0.015740221600444814,-0.012630043103339086,0.0003798047352195314,7.109984324793964
0.37073333333333336,20733.333333333325,-13.717935913134525,0.01579606466869812,-0.012779489529295522,0.00038884607768898544,7.1099419359593234
0.3707362797870091,20736.279787009094,-13.717889388596271,0.015775699742290126,-0.012837239384736788,0.00039236836909770794,7.1099118396421055
0.37073750000000005,20737.50000000002,-13.7178701520075,0.01575279786993514,-0.012849451176028101,0.0003931152274407856,7.109899372422315
0.3707416666666667,20741.666666666657,-13.717804776244387,0.015611333778126974,-0.012839233668081061,0.00039249028853234825,7.109856899975581
0.37074643932487145,20746.43932487141,-13.717730887452035,0.015331385669007248,-0.012729377370209374,0.0003858024957933298,7.109808703030742
0.37075,20749.99999999999,-13.717676790576915,0.01504332839223654,-0.01258030203252527,0.00037681904578466536,7.109773281357564
0.3707541666666667,20754.166666666686,-13.717614953004771,0.014624372708984586,-0.012334876024668378,0.00036225992034271136,7.109732646749077
0.37083152411395,20831.524113949952,-13.71701133316361,0.001010122784929499,-0.0013505678428871186,4.342936900573249e-6,7.109321645455747
0.37083333333333335,20833.333333333314,-13.717009680418519,0.0008194956782816595,-0.0011612500226610561,3.2107181312626275e-6,7.109320292163042
0.3708349342023278,20834.934202327793,-13.717008494682672,0.0006639482833640166,-0.001003726701252786,2.398731644780475e-6,7.109319291132259
0.37084744929007035,20847.44929007032,-13.71700582852566,-0.00010169565623897399,-0.0001233856494423135,3.6247663067384465e-8,7.109316312609997
0.37085,20849.999999999978,-13.717006164322033,-0.0001557228600964896,-2.5230453062326626e-5,1.515656575548255e-9,7.1093163996051105
0.3708541666666667,20854.166666666675,-13.717006871481564,-0.00016799303861774698,7.321308887226197e-5,1.2762277100518403e-8,7.109316733513055
0.37085439610964827,20854.39610964823,-13.71700690979537,-0.0001659298055687133,7.638572943125911e-5,1.3892332525584582e-8,7.1093167546559926
0.37085833333333335,20858.33333333331,-13.717007433570277,-8.619941115471826e-5,9.410812895484981e-5,2.1086523655672957e-8,7.109317081110336
0.37086250000000004,20862.500000000007,-13.717007460845402,8.841097757513811e-5,3.74240472321132e-5,3.3346650267415226e-9,7.109317185559358
0.3709161698987279,20916.169898727854,-13.716817740373797,0.008353597842349172,-0.00615621370633451,9.023563618585923e-5,7.1092007692473285
0.3709166666666667,20916.66666666664,-13.716813565744411,0.00845354150608011,-0.006239747380064424,9.270106515957343e-5,7.109198127681652
0.37092083333333337,20920.833333333332,-13.716776607259025,0.009283800426767068,-0.006939748251961571,0.00011466691857286593,7.109174676668253
0.37097083333333336,20970.83333333333,-13.716122307945325,0.015267847124098436,-0.012731497101279927,0.0003859309962854742,7.108747451267056
0.3709724113100404,20972.411310040352,-13.71609820844629,0.015274818189269235,-0.012775415565581757,0.0003885981973174015,7.108731374208134
0.37097500000000005,20975.000000000022,-13.71605868044164,0.015258427939765234,-0.012824407500168224,0.00039158435173897854,7.108704955683257
0.37097906811611464,20979.068116114606,-13.71599677237846,0.015163244552758583,-0.01284302800632306,0.0003927223056457106,7.108663456764415
0.3709791666666667,20979.16666666666,-13.715995278197523,0.015159894824721456,-0.012842594125719536,0.0003926957711380141,7.108662453300955
0.37099902862415113,20999.028624151095,-13.715707247420434,0.013543032748142595,-0.011926301251715734,0.0003386587179682769,7.108467285414194
0.37100000000000005,21000.00000000002,-13.71569415139562,0.013420237128416683,-0.011841616925906706,0.0003338664081426671,7.108458324151597
0.37100207592256895,21002.075922568918,-13.715666573898112,0.013146043295401071,-0.011649392542536694,0.00032311511097645124,7.108439426220153
0.37108188207995824,21081.882079958203,-13.715152651329845,0.0009912288801717936,-0.001143084219492208,3.111051268695501e-6,7.108075470171365
0.3710833333333334,21083.333333333343,-13.715151262277816,0.0009247280641933381,-0.001058543248607024,2.6678900218369325e-6,7.108074403369321
0.3710854330348573,21085.43303485727,-13.715149406556213,0.0008464215377331254,-0.0009509954075204849,2.153314916964412e-6,7.108072986254143
0.3710892504730573,21089.250473057265,-13.71514636510594,0.0007588673601616797,-0.000801073030432407,1.5279000002051436e-6,7.108070702333612
