time_s,side,event,normal_velocity_m_s
0.20535210992781777,-1,exit,-0.0005383837129670777
0.20566419135311897,-1,entry,0.000963198201712163
0.20581327839068125,-1,exit,-0.0003276498248280847
0.20595415061972927,-1,entry,0.0006610340009220545
0.20612133550044665,-1,exit,-0.00022531819358868627
0.20620427554252538,-1,entry,0.00046298885228958375
0.2063910534132528,-1,exit,-0.00014399124851225783
0.20643772386510584,-1,entry,0.0002842079904996078
0.22186576443172812,-1,exit,-7.859199150076403e-6
0.2302217118881894,1,entry,0.0016700692655776212
0.23035228381452683,1,exit,-0.0005385548459719259
0.23066447209519114,1,entry,0.0009634563468622284
0.2308135523094476,1,exit,-0.0003277295251513955
0.23095445387722918,1,entry,0.0006611991149527766
0.23112163073329023,1,exit,-0.00022537461370250174
0.23120458825189705,1,entry,0.00046311665579135385
0.23139135539070324,1,exit,-0.0001440457267371683
0.23143804231680598,1,entry,0.0002843357831680538
0.24686576451975845,1,exit,-7.846873303569894e-6
0.2552217133309721,-1,entry,0.001670076148059767
0.2553522851836326,-1,exit,-0.0005385567392087879
0.2556644747440753,-1,entry,0.0009634591680973203
0.2558135548797428,-1,exit,-0.00032773042222974973
0.25595445678824646,-1,entry,0.0006612009294888266
0.25612163355347384,-1,exit,-0.00022537522874991177
0.25620459127101375,-1,entry,0.00046311807967908965
0.25639135828999454,-1,exit,-0.00014404633763310336
0.25643804540033455,-1,entry,0.0002843371664608302
0.2718657645183503,-1,exit,-7.846754027541705e-6
0.2802217133449689,1,entry,0.0016700761750541569
0.2803522851968847,1,exit,-0.0005385567736961241
0.28066447476951717,1,entry,0.0009634591751293574
0.2808135549044637,1,exit,-0.0003277304165313923
0.2809544568163522,1,entry,0.0006612008862515082
0.2811216335807143,1,exit,-0.00022537523368604842
0.28120459130025854,1,entry,0.00046311805580856805
0.28139135831800566,1,exit,-0.0001440463276405766
0.281438045430269,1,entry,0.0002843371853267891
0.2968657645173324,1,exit,-7.846750948689937e-6
0.30522171334506065,-1,entry,0.0016700761498286527
0.30535228519698066,-1,exit,-0.0005385568602239131
0.30566447476977654,-1,entry,0.0009634591997180615
0.30581355490464956,-1,exit,-0.0003277304185159648
0.30595445681675115,-1,entry,0.0006612009180411184
0.3061216335809652,-1,exit,-0.00022537525671692977
0.30620459130068634,-1,entry,0.0004631180906495144
0.3063913583183684,-1,exit,-0.0001440463444119869
0.3064380454306881,-1,entry,0.0002843371825883655
0.3218657645179132,-1,exit,-7.846754598111147e-6
0.3302217133450809,1,entry,0.0016700762395328072
0.3303522851970375,1,exit,-0.0005385567511965593
0.3306644747695659,1,entry,0.0009634591618774009
0.3308135549044776,1,exit,-0.0003277304067987594
0.3309544568166911,1,entry,0.000661200913355678
0.3311216335809827,1,exit,-0.00022537523764097365
0.33120459130074975,1,entry,0.00046311807516870236
0.33139135831840083,1,exit,-0.00014404634364721637
0.3314380454308001,1,entry,0.00028433715445935336
0.3468657645175166,1,exit,-7.84674878058833e-6
0.3552217133449969,-1,entry,0.0016700761936164247
0.3553522851969385,-1,exit,-0.0005385567340505452
0.3556644747708289,-1,entry,0.0009634591995876658
0.3558135549056385,-1,exit,-0.00032773044504262545
0.35595445681786697,-1,entry,0.0006612009027785607
0.3561216335820646,-1,exit,-0.0002253752535526902
0.3562045913018428,-1,entry,0.00046311810362622456
0.356391358319497,-1,exit,-0.0001440463445959441
0.3564380454318343,-1,entry,0.00028433718268464027
0.3718657645179891,-1,exit,-7.846752429971288e-6
0.3802217133450222,1,entry,0.0016700762180810707
0.3803522851970039,1,exit,-0.0005385567621494117
0.38066447476991294,1,entry,0.0009634591999881738
0.38081355490486124,1,exit,-0.00032773040135015166
0.3809544568168106,1,entry,0.0006612008700933667
0.3811216335811325,1,exit,-0.00022537524128377228
0.38120459130074236,1,entry,0.000463118035746765
0.38139135831850424,1,exit,-0.00014404634346885478
0.3814380454307277,1,entry,0.00028433715368947153
0.39686576451801137,1,exit,-7.846753156020312e-6
0.4052217133450564,-1,entry,0.0016700761932424203
0.4053522851969553,-1,exit,-0.0005385568346669951
0.4056644747698913,-1,entry,0.0009634591964755425
0.4058135549048248,-1,exit,-0.00032773043221700473
0.40595445681671577,-1,entry,0.0006612009350921598
0.406121633581079,-1,exit,-0.00022537522868108092
0.4062045913006093,-1,entry,0.00046311806740252247
0.4063913583183489,-1,exit,-0.00014404634411660844
0.40643804543056405,-1,entry,0.0002843371813859774
0.42186576451812485,-1,exit,-7.846754495979907e-6
0.43022171334504966,1,entry,0.0016700762304692545
0.4303522851970147,1,exit,-0.0005385567525753356
0.4306644747699624,1,entry,0.0009634592015393978
0.43081355490488,1,exit,-0.00032773040649094576
0.43095445681667427,1,entry,0.0006612008973820382
0.4311216335810282,1,exit,-0.00022537524642294096
0.4312045913005389,1,entry,0.0004631180382570829
0.4313913583183755,1,exit,-0.00014404633839860276
0.4314380454305289,1,entry,0.00028433718810961893
0.44686576451792426,1,exit,-7.846752186495897e-6
0.4552217133450799,-1,entry,0.0016700761890263607
0.4553522851970107,-1,exit,-0.0005385567538926157
0.4556644747699946,-1,entry,0.0009634591963326273
0.4558135549048068,-1,exit,-0.00032773043707376047
0.45595445681690566,-1,entry,0.0006612009107180054
0.45612163358119023,-1,exit,-0.00022537524701122226
0.4562045913008797,-1,entry,0.00046311809643055836
0.4563913583185065,-1,exit,-0.00014404634468657846
0.45643804543082855,-1,entry,0.00028433719639253316
0.47186576451796847,-1,exit,-7.846748042450454e-6
0.4802217133450508,1,entry,0.0016700761512800956
0.4803522851970842,1,exit,-0.0005385567443215387
0.48066447477004337,1,entry,0.0009634592002020899
0.48081355490490635,1,exit,-0.0003277304115143131
0.4809544568169124,1,entry,0.0006612009024216246
0.4811216335812913,1,exit,-0.000225375249976213
0.4812045913008845,1,entry,0.00046311803932327965
0.4813913583186213,1,exit,-0.00014404634361821298
0.4814380454308779,1,entry,0.00028433715369300587
0.4968657645177802,1,exit,-7.846748845763304e-6
