relative_displacement_m,Q1_N,Q2_N
-4.557400194084126e-8,-8.238670090985303e-5,8.238670090985303e-5
-4.538798560638885e-8,-8.205042866124139e-5,8.205042866124139e-5
-4.520196927193644e-8,-8.171415641262974e-5,8.171415641262974e-5
-4.5015952937484024e-8,-8.13778841640181e-5,8.13778841640181e-5
-4.4829936603031605e-8,-8.104161191540645e-5,8.104161191540645e-5
-4.464392026857919e-8,-8.070533966679479e-5,8.070533966679479e-5
-4.445790393412678e-8,-8.036906741818315e-5,8.036906741818315e-5
-4.427188759967437e-8,-8.003279516957151e-5,8.003279516957151e-5
-4.4085871265221954e-8,-7.969652292095986e-5,7.969652292095986e-5
-4.389985493076954e-8,-7.936025067234822e-5,7.936025067234822e-5
-4.371383859631713e-8,-7.902397842373658e-5,7.902397842373658e-5
-4.3527822261864716e-8,-7.868770617512494e-5,7.868770617512494e-5
-4.3341805927412304e-8,-7.835143392651329e-5,7.835143392651329e-5
-4.315578959295989e-8,-7.801516167790165e-5,7.801516167790165e-5
-4.296977325850748e-8,-7.767888942929001e-5,7.767888942929001e-5
-4.278375692405506e-8,-7.734261718067834e-5,7.734261718067834e-5
-4.2597740589602646e-8,-7.70063449320667e-5,7.70063449320667e-5
-4.2411724255150233e-8,-7.667007268345506e-5,7.667007268345506e-5
-4.222570792069782e-8,-7.633380043484342e-5,7.633380043484342e-5
-4.203969158624541e-8,-7.599752818623177e-5,7.599752818623177e-5
-4.1853675251792995e-8,-7.566125593762013e-5,7.566125593762013e-5
-4.166765891734058e-8,-7.532498368900849e-5,7.532498368900849e-5
-4.148164258288817e-8,-7.498871144039684e-5,7.498871144039684e-5
-4.129562624843576e-8,-7.46524391917852e-5,7.46524391917852e-5
-4.1109609913983345e-8,-7.431616694317356e-5,7.431616694317356e-5
-4.092359357953093e-8,-7.39798946945619e-5,7.39798946945619e-5
-4.073757724507851e-8,-7.364362244595025e-5,7.364362244595025e-5
-4.05515609106261e-8,-7.330735019733861e-5,7.330735019733861e-5
-4.036554457617369e-8,-7.297107794872697e-5,7.297107794872697e-5
-4.0179528241721274e-8,-7.263480570011532e-5,7.263480570011532e-5
-3.999351190726886e-8,-7.229853345150368e-5,7.229853345150368e-5
-3.980749557281645e-8,-7.196226120289204e-5,7.196226120289204e-5
-3.9621479238364036e-8,-7.162598895428039e-5,7.162598895428039e-5
-3.9435462903911624e-8,-7.128971670566875e-5,7.128971670566875e-5
-3.924944656945921e-8,-7.09534444570571e-5,7.09534444570571e-5
-3.90634302350068e-8,-7.061717220844545e-5,7.061717220844545e-5
-3.8877413900554386e-8,-7.028089995983381e-5,7.028089995983381e-5
-3.8691397566101966e-8,-6.994462771122216e-5,6.994462771122216e-5
-3.8505381231649554e-8,-6.960835546261052e-5,6.960835546261052e-5
-3.831936489719714e-8,-6.927208321399887e-5,6.927208321399887e-5
-3.813334856274473e-8,-6.893581096538723e-5,6.893581096538723e-5
-3.7947332228292316e-8,-6.859953871677559e-5,6.859953871677559e-5
-3.77613158938399e-8,-6.826326646816393e-5,6.826326646816393e-5
-3.757529955938749e-8,-6.79269942195523e-5,6.79269942195523e-5
-3.738928322493508e-8,-6.759072197094065e-5,6.759072197094065e-5
-3.7203266890482665e-8,-6.7254449722329e-5,6.7254449722329e-5
-3.701725055603025e-8,-6.691817747371736e-5,6.691817747371736e-5
-3.683123422157783e-8,-6.658190522510571e-5,6.658190522510571e-5
-3.664521788712542e-8,-6.624563297649407e-5,6.624563297649407e-5
-3.645920155267301e-8,-6.590936072788242e-5,6.590936072788242e-5
-3.6273185218220595e-8,-6.557308847927078e-5,6.557308847927078e-5
-3.608716888376818e-8,-6.523681623065914e-5,6.523681623065914e-5
-3.590115254931577e-8,-6.490054398204748e-5,6.490054398204748e-5
-3.5715136214863357e-8,-6.456427173343584e-5,6.456427173343584e-5
-3.5529119880410944e-8,-6.42279994848242e-5,6.42279994848242e-5
-3.534310354595853e-8,-6.389172723621255e-5,6.389172723621255e-5
-3.515708721150612e-8,-6.355545498760091e-5,6.355545498760091e-5
-3.4971070877053706e-8,-6.321918273898927e-5,6.321918273898927e-5
-3.4785054542601286e-8,-6.288291049037762e-5,6.288291049037762e-5
-3.4599038208148874e-8,-6.254663824176596e-5,6.254663824176596e-5
-3.441302187369646e-8,-6.221036599315432e-5,6.221036599315432e-5
-3.422700553924405e-8,-6.187409374454268e-5,6.187409374454268e-5
-3.4040989204791636e-8,-6.153782149593103e-5,6.153782149593103e-5
-3.385497287033922e-8,-6.120154924731939e-5,6.120154924731939e-5
-3.366895653588681e-8,-6.086527699870775e-5,6.086527699870775e-5
-3.34829402014344e-8,-6.0529004750096105e-5,6.0529004750096105e-5
-3.3296923866981985e-8,-6.019273250148446e-5,6.019273250148446e-5
-3.311090753252957e-8,-5.985646025287282e-5,5.985646025287282e-5
-3.292489119807716e-8,-5.952018800426117e-5,5.952018800426117e-5
-3.273887486362474e-8,-5.918391575564952e-5,5.918391575564952e-5
-3.255285852917233e-8,-5.884764350703787e-5,5.884764350703787e-5
-3.2366842194719915e-8,-5.851137125842623e-5,5.851137125842623e-5
-3.21808258602675e-8,-5.8175099009814586e-5,5.8175099009814586e-5
-3.199480952581509e-8,-5.783882676120294e-5,5.783882676120294e-5
-3.180879319136268e-8,-5.75025545125913e-5,5.75025545125913e-5
-3.1622776856910264e-8,-5.7166282263979654e-5,5.7166282263979654e-5
-3.143676052245785e-8,-5.683001001536801e-5,5.683001001536801e-5
-3.125074418800544e-8,-5.649373776675637e-5,5.649373776675637e-5
-3.1064727853553026e-8,-5.615746551814472e-5,5.615746551814472e-5
-3.0878711519100607e-8,-5.582119326953307e-5,5.582119326953307e-5
-3.0692695184648194e-8,-5.548492102092142e-5,5.548492102092142e-5
-3.050667885019578e-8,-5.514864877230978e-5,5.514864877230978e-5
-3.032066251574337e-8,-5.4812376523698135e-5,5.4812376523698135e-5
-3.0134646181290956e-8,-5.447610427508649e-5,5.447610427508649e-5
-2.994862984683854e-8,-5.413983202647485e-5,5.413983202647485e-5
-2.976261351238613e-8,-5.38035597778632e-5,5.38035597778632e-5
-2.9576597177933718e-8,-5.3467287529251556e-5,5.3467287529251556e-5
-2.9390580843481302e-8,-5.313101528063991e-5,5.313101528063991e-5
-2.920456450902889e-8,-5.279474303202826e-5,5.279474303202826e-5
-2.9018548174576476e-8,-5.245847078341662e-5,5.245847078341662e-5
-2.8832531840124064e-8,-5.2122198534804977e-5,5.2122198534804977e-5
-2.864651550567165e-8,-5.178592628619334e-5,5.178592628619334e-5
-2.8460499171219238e-8,-5.144965403758169e-5,5.144965403758169e-5
-2.8274482836766822e-8,-5.111338178897004e-5,5.111338178897004e-5
-2.808846650231441e-8,-5.07771095403584e-5,5.07771095403584e-5
-2.7902450167861997e-8,-5.044083729174675e-5,5.044083729174675e-5
-2.7716433833409584e-8,-5.010456504313511e-5,5.010456504313511e-5
-2.753041749895717e-8,-4.9768292794523465e-5,4.9768292794523465e-5
-2.7344401164504756e-8,-4.943202054591181e-5,4.943202054591181e-5
-2.7158384830052343e-8,-4.909574829730017e-5,4.909574829730017e-5
-2.697236849559993e-8,-4.8759476048688525e-5,4.8759476048688525e-5
-2.6786352161147517e-8,-4.8423203800076885e-5,4.8423203800076885e-5
-2.6600335826695105e-8,-4.808693155146524e-5,4.808693155146524e-5
-2.6414319492242692e-8,-4.775065930285359e-5,4.775065930285359e-5
-2.6228303157790276e-8,-4.7414387054241946e-5,4.7414387054241946e-5
-2.6042286823337863e-8,-4.70781148056303e-5,4.70781148056303e-5
-2.585627048888545e-8,-4.674184255701866e-5,4.674184255701866e-5
-2.5670254154433038e-8,-4.640557030840701e-5,4.640557030840701e-5
-2.5484237819980625e-8,-4.606929805979537e-5,4.606929805979537e-5
-2.529822148552821e-8,-4.573302581118372e-5,4.573302581118372e-5
-2.5112205151075797e-8,-4.5396753562572074e-5,4.5396753562572074e-5
-2.4926188816623384e-8,-4.5060481313960434e-5,4.5060481313960434e-5
-2.474017248217097e-8,-4.472420906534879e-5,4.472420906534879e-5
-2.455415614771856e-8,-4.438793681673714e-5,4.438793681673714e-5
-2.4368139813266142e-8,-4.4051664568125494e-5,4.4051664568125494e-5
-2.418212347881373e-8,-4.371539231951385e-5,4.371539231951385e-5
-2.3996107144361317e-8,-4.337912007090221e-5,4.337912007090221e-5
-2.3810090809908904e-8,-4.304284782229056e-5,4.304284782229056e-5
-2.3624074475456492e-8,-4.2706575573678915e-5,4.2706575573678915e-5
-2.343805814100408e-8,-4.2370303325067276e-5,4.2370303325067276e-5
-2.3252041806551663e-8,-4.203403107645562e-5,4.203403107645562e-5
-2.306602547209925e-8,-4.169775882784398e-5,4.169775882784398e-5
-2.2880009137646838e-8,-4.1361486579232336e-5,4.1361486579232336e-5
-2.2693992803194425e-8,-4.1025214330620696e-5,4.1025214330620696e-5
-2.2507976468742012e-8,-4.068894208200905e-5,4.068894208200905e-5
-2.2321960134289596e-8,-4.0352669833397397e-5,4.0352669833397397e-5
-2.2135943799837184e-8,-4.001639758478576e-5,4.001639758478576e-5
-2.194992746538477e-8,-3.968012533617411e-5,3.968012533617411e-5
-2.1763911130932358e-8,-3.934385308756247e-5,3.934385308756247e-5
-2.1577894796479945e-8,-3.9007580838950824e-5,3.9007580838950824e-5
-2.139187846202753e-8,-3.867130859033917e-5,3.867130859033917e-5
-2.1205862127575117e-8,-3.833503634172753e-5,3.833503634172753e-5
-2.1019845793122704e-8,-3.7998764093115885e-5,3.7998764093115885e-5
-2.083382945867029e-8,-3.7662491844504245e-5,3.7662491844504245e-5
-2.064781312421788e-8,-3.73262195958926e-5,3.73262195958926e-5
-2.0461796789765466e-8,-3.698994734728095e-5,3.698994734728095e-5
-2.027578045531305e-8,-3.6653675098669305e-5,3.6653675098669305e-5
-2.0089764120860637e-8,-3.631740285005766e-5,3.631740285005766e-5
-1.9903747786408225e-8,-3.598113060144602e-5,3.598113060144602e-5
-1.9717731451955812e-8,-3.564485835283437e-5,3.564485835283437e-5
-1.95317151175034e-8,-3.5308586104222726e-5,3.5308586104222726e-5
-1.9345698783050983e-8,-3.497231385561108e-5,3.497231385561108e-5
-1.915968244859857e-8,-3.463604160699943e-5,3.463604160699943e-5
-1.8973666114146158e-8,-3.4299769358387794e-5,3.4299769358387794e-5
-1.8787649779693745e-8,-3.396349710977615e-5,3.396349710977615e-5
-1.8601633445241332e-8,-3.36272248611645e-5,3.36272248611645e-5
-1.8415617110788916e-8,-3.3290952612552854e-5,3.3290952612552854e-5
-1.8229600776336504e-8,-3.295468036394121e-5,3.295468036394121e-5
-1.804358444188409e-8,-3.261840811532957e-5,3.261840811532957e-5
-1.7857568107431678e-8,-3.228213586671792e-5,3.228213586671792e-5
-1.7671551772979266e-8,-3.1945863618106275e-5,3.1945863618106275e-5
-1.7485535438526853e-8,-3.1609591369494635e-5,3.1609591369494635e-5
-1.7299519104074437e-8,-3.127331912088298e-5,3.127331912088298e-5
-1.7113502769622024e-8,-3.093704687227134e-5,3.093704687227134e-5
-1.692748643516961e-8,-3.0600774623659696e-5,3.0600774623659696e-5
-1.67414701007172e-8,-3.0264502375048053e-5,3.0264502375048053e-5
-1.6555453766264786e-8,-2.992823012643641e-5,2.992823012643641e-5
-1.636943743181237e-8,-2.959195787782476e-5,2.959195787782476e-5
-1.6183421097359957e-8,-2.9255685629213116e-5,2.9255685629213116e-5
-1.5997404762907545e-8,-2.891941338060147e-5,2.891941338060147e-5
-1.5811388428455132e-8,-2.8583141131989827e-5,2.8583141131989827e-5
-1.562537209400272e-8,-2.8246868883378184e-5,2.8246868883378184e-5
-1.5439355759550303e-8,-2.7910596634766534e-5,2.7910596634766534e-5
-1.525333942509789e-8,-2.757432438615489e-5,2.757432438615489e-5
-1.5067323090645478e-8,-2.7238052137543244e-5,2.7238052137543244e-5
-1.4881306756193065e-8,-2.69017798889316e-5,2.69017798889316e-5
-1.4695290421740651e-8,-2.6565507640319955e-5,2.6565507640319955e-5
-1.4509274087288238e-8,-2.622923539170831e-5,2.622923539170831e-5
-1.4323257752835825e-8,-2.589296314309667e-5,2.589296314309667e-5
-1.4137241418383411e-8,-2.555669089448502e-5,2.555669089448502e-5
-1.3951225083930998e-8,-2.5220418645873375e-5,2.5220418645873375e-5
-1.3765208749478586e-8,-2.4884146397261732e-5,2.4884146397261732e-5
-1.3579192415026171e-8,-2.4547874148650086e-5,2.4547874148650086e-5
-1.3393176080573759e-8,-2.4211601900038443e-5,2.4211601900038443e-5
-1.3207159746121346e-8,-2.3875329651426796e-5,2.3875329651426796e-5
-1.3021143411668932e-8,-2.353905740281515e-5,2.353905740281515e-5
-1.2835127077216519e-8,-2.3202785154203507e-5,2.3202785154203507e-5
-1.2649110742764105e-8,-2.286651290559186e-5,2.286651290559186e-5
-1.2463094408311692e-8,-2.2530240656980217e-5,2.2530240656980217e-5
-1.227707807385928e-8,-2.219396840836857e-5,2.219396840836857e-5
-1.2091061739406865e-8,-2.1857696159756924e-5,2.1857696159756924e-5
-1.1905045404954452e-8,-2.152142391114528e-5,2.152142391114528e-5
-1.171902907050204e-8,-2.1185151662533638e-5,2.1185151662533638e-5
-1.1533012736049625e-8,-2.084887941392199e-5,2.084887941392199e-5
-1.1346996401597212e-8,-2.0512607165310348e-5,2.0512607165310348e-5
-1.1160980067144798e-8,-2.0176334916698698e-5,2.0176334916698698e-5
-1.0974963732692385e-8,-1.9840062668087055e-5,1.9840062668087055e-5
-1.0788947398239973e-8,-1.9503790419475412e-5,1.9503790419475412e-5
-1.0602931063787558e-8,-1.9167518170863766e-5,1.9167518170863766e-5
-1.0416914729335146e-8,-1.8831245922252122e-5,1.8831245922252122e-5
-1.0230898394882733e-8,-1.8494973673640476e-5,1.8494973673640476e-5
-1.0044882060430319e-8,-1.815870142502883e-5,1.815870142502883e-5
-9.858865725977906e-9,-1.7822429176417186e-5,1.7822429176417186e-5
-9.672849391525492e-9,-1.748615692780554e-5,1.748615692780554e-5
-9.486833057073079e-9,-1.7149884679193897e-5,1.7149884679193897e-5
-9.300816722620666e-9,-1.681361243058225e-5,1.681361243058225e-5
-9.114800388168252e-9,-1.6477340181970604e-5,1.6477340181970604e-5
-8.928784053715839e-9,-1.614106793335896e-5,1.614106793335896e-5
-8.742767719263426e-9,-1.5804795684747318e-5,1.5804795684747318e-5
-8.556751384811012e-9,-1.546852343613567e-5,1.546852343613567e-5
-8.3707350503586e-9,-1.5132251187524026e-5,1.5132251187524026e-5
-8.184718715906185e-9,-1.479597893891238e-5,1.479597893891238e-5
-7.998702381453772e-9,-1.4459706690300735e-5,1.4459706690300735e-5
-7.81268604700136e-9,-1.4123434441689092e-5,1.4123434441689092e-5
-7.626669712548945e-9,-1.3787162193077445e-5,1.3787162193077445e-5
-7.440653378096533e-9,-1.34508899444658e-5,1.34508899444658e-5
-7.254637043644119e-9,-1.3114617695854156e-5,1.3114617695854156e-5
-7.0686207091917056e-9,-1.277834544724251e-5,1.277834544724251e-5
-6.882604374739293e-9,-1.2442073198630866e-5,1.2442073198630866e-5
-6.696588040286879e-9,-1.2105800950019221e-5,1.2105800950019221e-5
-6.510571705834466e-9,-1.1769528701407575e-5,1.1769528701407575e-5
-6.324555371382052e-9,-1.143325645279593e-5,1.143325645279593e-5
-6.13853903692964e-9,-1.1096984204184285e-5,1.1096984204184285e-5
-5.952522702477226e-9,-1.076071195557264e-5,1.076071195557264e-5
-5.7665063680248126e-9,-1.0424439706960996e-5,1.0424439706960996e-5
-5.580490033572399e-9,-1.0088167458349349e-5,1.0088167458349349e-5
-5.394473699119986e-9,-9.751895209737706e-6,9.751895209737706e-6
-5.208457364667573e-9,-9.415622961126061e-6,9.415622961126061e-6
-5.022441030215159e-9,-9.079350712514415e-6,9.079350712514415e-6
-4.836424695762746e-9,-8.74307846390277e-6,8.74307846390277e-6
-4.650408361310333e-9,-8.406806215291125e-6,8.406806215291125e-6
-4.4643920268579196e-9,-8.07053396667948e-6,8.07053396667948e-6
-4.278375692405506e-9,-7.734261718067836e-6,7.734261718067836e-6
-4.0923593579530925e-9,-7.39798946945619e-6,7.39798946945619e-6
-3.90634302350068e-9,-7.061717220844546e-6,7.061717220844546e-6
-3.7203266890482663e-9,-6.7254449722329e-6,6.7254449722329e-6
-3.5343103545958528e-9,-6.389172723621255e-6,6.389172723621255e-6
-3.3482940201434397e-9,-6.052900475009611e-6,6.052900475009611e-6
-3.162277685691026e-9,-5.716628226397965e-6,5.716628226397965e-6
-2.976261351238613e-9,-5.38035597778632e-6,5.38035597778632e-6
-2.7902450167861995e-9,-5.0440837291746746e-6,5.0440837291746746e-6
-2.6042286823337864e-9,-4.707811480563031e-6,4.707811480563031e-6
-2.418212347881373e-9,-4.371539231951385e-6,4.371539231951385e-6
-2.2321960134289598e-9,-4.03526698333974e-6,4.03526698333974e-6
-2.0461796789765463e-9,-3.698994734728095e-6,3.698994734728095e-6
-1.8601633445241332e-9,-3.36272248611645e-6,3.36272248611645e-6
-1.6741470100717198e-9,-3.0264502375048053e-6,3.0264502375048053e-6
-1.4881306756193065e-9,-2.69017798889316e-6,2.69017798889316e-6
-1.3021143411668932e-9,-2.3539057402815153e-6,2.3539057402815153e-6
-1.1160980067144799e-9,-2.01763349166987e-6,2.01763349166987e-6
-9.300816722620666e-10,-1.681361243058225e-6,1.681361243058225e-6
-7.440653378096533e-10,-1.34508899444658e-6,1.34508899444658e-6
-5.580490033572399e-10,-1.008816745834935e-6,1.008816745834935e-6
-3.7203266890482663e-10,-6.7254449722329e-7,6.7254449722329e-7
-1.8601633445241332e-10,-3.36272248611645e-7,3.36272248611645e-7
0.0,0.0,-0.0
1.8601633445241332e-10,3.36272248611645e-7,-3.36272248611645e-7
3.7203266890482663e-10,6.7254449722329e-7,-6.7254449722329e-7
5.580490033572399e-10,1.008816745834935e-6,-1.008816745834935e-6
7.440653378096533e-10,1.34508899444658e-6,-1.34508899444658e-6
9.300816722620666e-10,1.681361243058225e-6,-1.681361243058225e-6
1.1160980067144799e-9,2.01763349166987e-6,-2.01763349166987e-6
1.3021143411668932e-9,2.3539057402815153e-6,-2.3539057402815153e-6
1.4881306756193065e-9,2.69017798889316e-6,-2.69017798889316e-6
1.6741470100717198e-9,3.0264502375048053e-6,-3.0264502375048053e-6
1.8601633445241332e-9,3.36272248611645e-6,-3.36272248611645e-6
2.0461796789765463e-9,3.698994734728095e-6,-3.698994734728095e-6
2.2321960134289598e-9,4.03526698333974e-6,-4.03526698333974e-6
2.418212347881373e-9,4.371539231951385e-6,-4.371539231951385e-6
2.6042286823337864e-9,4.707811480563031e-6,-4.707811480563031e-6
2.7902450167861995e-9,5.0440837291746746e-6,-5.0440837291746746e-6
2.976261351238613e-9,5.38035597778632e-6,-5.38035597778632e-6
3.162277685691026e-9,5.716628226397965e-6,-5.716628226397965e-6
3.3482940201434397e-9,6.052900475009611e-6,-6.052900475009611e-6
3.5343103545958528e-9,6.389172723621255e-6,-6.389172723621255e-6
3.7203266890482663e-9,6.7254449722329e-6,-6.7254449722329e-6
3.90634302350068e-9,7.061717220844546e-6,-7.061717220844546e-6
4.0923593579530925e-9,7.39798946945619e-6,-7.39798946945619e-6
4.278375692405506e-9,7.734261718067836e-6,-7.734261718067836e-6
4.4643920268579196e-9,8.07053396667948e-6,-8.07053396667948e-6
4.650408361310333e-9,8.406806215291125e-6,-8.406806215291125e-6
4.836424695762746e-9,8.74307846390277e-6,-8.74307846390277e-6
5.022441030215159e-9,9.079350712514415e-6,-9.079350712514415e-6
5.208457364667573e-9,9.415622961126061e-6,-9.415622961126061e-6
5.394473699119986e-9,9.751895209737706e-6,-9.751895209737706e-6
5.580490033572399e-9,1.0088167458349349e-5,-1.0088167458349349e-5
5.7665063680248126e-9,1.0424439706960996e-5,-1.0424439706960996e-5
5.952522702477226e-9,1.076071195557264e-5,-1.076071195557264e-5
6.13853903692964e-9,1.1096984204184285e-5,-1.1096984204184285e-5
6.324555371382052e-9,1.143325645279593e-5,-1.143325645279593e-5
6.510571705834466e-9,1.1769528701407575e-5,-1.1769528701407575e-5
6.696588040286879e-9,1.2105800950019221e-5,-1.2105800950019221e-5
6.882604374739293e-9,1.2442073198630866e-5,-1.2442073198630866e-5
7.0686207091917056e-9,1.277834544724251e-5,-1.277834544724251e-5
7.254637043644119e-9,1.3114617695854156e-5,-1.3114617695854156e-5
7.440653378096533e-9,1.34508899444658e-5,-1.34508899444658e-5
7.626669712548945e-9,1.3787162193077445e-5,-1.3787162193077445e-5
7.81268604700136e-9,1.4123434441689092e-5,-1.4123434441689092e-5
7.998702381453772e-9,1.4459706690300735e-5,-1.4459706690300735e-5
8.184718715906185e-9,1.479597893891238e-5,-1.479597893891238e-5
8.3707350503586e-9,1.5132251187524026e-5,-1.5132251187524026e-5
8.556751384811012e-9,1.546852343613567e-5,-1.546852343613567e-5
8.742767719263426e-9,1.5804795684747318e-5,-1.5804795684747318e-5
8.928784053715839e-9,1.614106793335896e-5,-1.614106793335896e-5
9.114800388168252e-9,1.6477340181970604e-5,-1.6477340181970604e-5
9.300816722620666e-9,1.681361243058225e-5,-1.681361243058225e-5
9.486833057073079e-9,1.7149884679193897e-5,-1.7149884679193897e-5
9.672849391525492e-9,1.748615692780554e-5,-1.748615692780554e-5
9.858865725977906e-9,1.7822429176417186e-5,-1.7822429176417186e-5
1.0044882060430319e-8,1.815870142502883e-5,-1.815870142502883e-5
1.0230898394882733e-8,1.8494973673640476e-5,-1.8494973673640476e-5
1.0416914729335146e-8,1.8831245922252122e-5,-1.8831245922252122e-5
1.0602931063787558e-8,1.9167518170863766e-5,-1.9167518170863766e-5
1.0788947398239973e-8,1.9503790419475412e-5,-1.9503790419475412e-5
1.0974963732692385e-8,1.9840062668087055e-5,-1.9840062668087055e-5
1.1160980067144798e-8,2.0176334916698698e-5,-2.0176334916698698e-5
1.1346996401597212e-8,2.0512607165310348e-5,-2.0512607165310348e-5
1.1533012736049625e-8,2.084887941392199e-5,-2.084887941392199e-5
1.171902907050204e-8,2.1185151662533638e-5,-2.1185151662533638e-5
1.1905045404954452e-8,2.152142391114528e-5,-2.152142391114528e-5
1.2091061739406865e-8,2.1857696159756924e-5,-2.1857696159756924e-5
1.227707807385928e-8,2.219396840836857e-5,-2.219396840836857e-5
1.2463094408311692e-8,2.2530240656980217e-5,-2.2530240656980217e-5
1.2649110742764105e-8,2.286651290559186e-5,-2.286651290559186e-5
1.2835127077216519e-8,2.3202785154203507e-5,-2.3202785154203507e-5
1.3021143411668932e-8,2.353905740281515e-5,-2.353905740281515e-5
1.3207159746121346e-8,2.3875329651426796e-5,-2.3875329651426796e-5
1.3393176080573759e-8,2.4211601900038443e-5,-2.4211601900038443e-5
1.3579192415026171e-8,2.4547874148650086e-5,-2.4547874148650086e-5
1.3765208749478586e-8,2.4884146397261732e-5,-2.4884146397261732e-5
1.3951225083930998e-8,2.5220418645873375e-5,-2.5220418645873375e-5
1.4137241418383411e-8,2.555669089448502e-5,-2.555669089448502e-5
1.4323257752835825e-8,2.589296314309667e-5,-2.589296314309667e-5
1.4509274087288238e-8,2.622923539170831e-5,-2.622923539170831e-5
1.4695290421740651e-8,2.6565507640319955e-5,-2.6565507640319955e-5
1.4881306756193065e-8,2.69017798889316e-5,-2.69017798889316e-5
1.5067323090645478e-8,2.7238052137543244e-5,-2.7238052137543244e-5
1.525333942509789e-8,2.757432438615489e-5,-2.757432438615489e-5
1.5439355759550303e-8,2.7910596634766534e-5,-2.7910596634766534e-5
1.562537209400272e-8,2.8246868883378184e-5,-2.8246868883378184e-5
1.5811388428455132e-8,2.8583141131989827e-5,-2.8583141131989827e-5
1.5997404762907545e-8,2.891941338060147e-5,-2.891941338060147e-5
1.6183421097359957e-8,2.9255685629213116e-5,-2.9255685629213116e-5
1.636943743181237e-8,2.959195787782476e-5,-2.959195787782476e-5
1.6555453766264786e-8,2.992823012643641e-5,-2.992823012643641e-5
