t_s,t_us,x1_um,x2_um,Vout_mV,ER_J,energy_residual_J,tip_overlap_nm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13710.0
6.25e-5,62.5,-1.0851725401649908e-11,-1.0743668203273344e-11,2.808703896933634e-23,-2.4214892343634475e-45,-8.06445015527324e-31,-13709.999999989257
0.000125,125.0,-3.46379799445906e-10,-3.446225692116093e-10,1.6587053535481126e-20,5.646700470984688e-43,-2.04719371107748e-28,-13709.999999655378
0.0001875,187.5,-2.6229993912737094e-9,-2.6141166273239116e-9,6.6862290727759445e-19,2.530967028287986e-41,-1.983099396575719e-27,-13709.999997385885
0.00025,250.0,-1.1019444805690583e-8,-1.0991499580501389e-8,9.091855276258649e-18,2.875765141737326e-40,-6.587626219013179e-29,-13709.999989008502
0.0003125,312.5,-3.3516153395654846e-8,-3.3448324350456534e-8,6.836881132739066e-17,1.5062937301429484e-39,-2.8433852390167233e-27,-13709.999966551675
0.000375,375.0,-8.309616597500318e-8,-8.295643860043016e-8,3.5383111872440745e-16,4.254658062498209e-39,-7.883020936376017e-28,-13709.999917043562
0.0004375,437.5,-1.789006143762424e-7,-1.7864360026908887e-7,1.4155620205882196e-15,5.965296933195285e-39,-5.738887520327159e-28,-13709.9998213564
0.0005,500.0,-3.473322210115923e-7,-3.468971170143058e-7,4.691259723263137e-15,5.472605351299146e-39,-1.1143948479815813e-27,-13709.999653102883
0.0005625,562.5,-6.231006246793653e-7,-6.224093228268329e-7,1.3466265613700539e-14,4.914792221124658e-38,-2.2616775134846113e-27,-13709.999377590677
0.000625,625.0,-1.0502037669726524e-6,-1.049159125094489e-6,3.450975676768917e-14,2.9121176948027966e-37,7.324923740278966e-28,-13709.998950840876
0.0006875,687.5,-1.6828400230273963e-6,-1.6813243049419796e-6,8.067945300298143e-14,9.306820026811803e-37,1.8661823750833473e-27,-13709.998318675696
0.00075,750.0,-2.586246240866673e-6,-2.5841197337325372e-6,1.7483612155295822e-13,2.0568496675828147e-36,5.677551904127539e-27,-13709.997415880267
0.0008125,812.5,-3.83745734703409e-6,-3.834557162431074e-6,3.5546481283944827e-13,3.3513745237309634e-36,3.0011826213530427e-27,-13709.996165442837
0.000875,875.0,-5.525983698867661e-6,-5.5221227629645006e-6,6.84442959486261e-13,3.8703507427352275e-36,-3.8286313236932946e-27,-13709.994477877239
0.0009375,937.5,-7.754402898067298e-6,-7.749369135038586e-6,1.2574309589823528e-12,2.5835540220412553e-36,3.1746478424225624e-28,-13709.992250630867
0.001,1000.0,-1.063886332854484e-5,-1.063241904019346e-5,2.2173845446579224e-12,1.1744721758829501e-36,2.156663385436334e-27,-13709.989367580962
0.0010625,1062.5,-1.4309497239984769e-5,-1.4301378683314736e-5,3.771748322769972e-12,7.327393761406549e-36,2.9863044096084527e-27,-13709.985698621318
0.001125,1125.0,-1.8910741760452333e-5,-1.890065892365535e-5,6.213684994740582e-12,2.920874925386557e-35,9.144902809504114e-28,-13709.981099341077
0.0011875,1187.5,-2.460156679180036e-5,-2.4589203368266598e-5,9.948055867755772e-12,6.682186788925314e-35,2.713075568439607e-27,-13709.975410796633
0.00125,1250.0,-3.1555609305017016e-5,-3.154062286328942e-5,1.55224029571237e-11,1.1058774074468921e-34,2.852452789907622e-27,-13709.968459377138
0.0013125,1312.5,-3.99612141158387e-5,-3.99432364626228e-5,2.3663413645459457e-11,1.397224919273504e-34,4.728580125028485e-27,-13709.960056763539
0.001375,1375.0,-5.002138177594628e-5,-5.000001950808736e-5,3.531917133286893e-11,1.2858862090305892e-34,1.3359987132616428e-27,-13709.949999980494
0.0014375,1437.5,-6.195362475940082e-5,-6.19284599996581e-5,5.1707424426378345e-11,6.964863295448685e-35,2.3635023712729203e-28,-13709.93807154
0.0015,1500.0,-7.598973365460005e-5,-7.596032496501515e-5,7.437000368062248e-11,2.593606744381131e-35,7.76667214182757e-27,-13709.924039675036
0.0015625,1562.5,-9.237545558705957e-5,-9.234133905271883e-5,1.0523379882826133e-10,1.3818145659425443e-34,6.71787758858256e-27,-13709.907658660948
0.001625,1625.0,-0.00011137008758939202,-0.00011133077806434348,1.4667682124677517e-10,4.716676994921744e-34,4.531074705843438e-27,-13709.888669221937
0.0016875,1687.5,-0.0001332459881156689,-0.00013320098062238032,2.016012318375724e-10,9.429662751357051e-34,1.4080557465950713e-27,-13709.866799019379
0.00175,1750.0,-0.00015828801033488816,-0.0001582367816070541,2.7351110808910417e-10,1.3834175583528136e-33,1.811765210811646e-27,-13709.841763218394
0.0018125,1812.5,-0.00018679286126746996,-0.00018673487142575182,3.665952819408894e-10,1.5719662026647003e-33,8.643259188365024e-27,-13709.813265128576
0.001875,1875.0,-0.00021906839121656787,-0.000219003085566052,4.858144106702905e-10,1.3316710391665572e-33,2.26308281915449e-28,-13709.780996914435
0.0019375,1937.5,-0.0002554328183072696,-0.0002553596292448397,6.369914738615941e-10,7.23897459904251e-34,3.035492809958004e-27,-13709.744640370756
0.002,2000.0,-0.0002962138932743696,-0.00029613224229366707,8.269047604005217e-10,3.8280080446157146e-34,6.017856699803023e-28,-13709.703867757707
0.0020625,2062.5,-0.0003417480099332471,-0.0003416573097144482,1.0633837842943828e-9,1.3220140252742852e-33,-8.473728236026835e-28,-13709.658342690287
0.002125,2125.0,-0.0003923792670211339,-0.00039227892359227804,1.3554015020052539e-9,3.719862549878729e-33,2.022802102066975e-27,-13709.607721076407
0.0021875,2187.5,-0.0004484584873277496,-0.0004483479022847246,1.7131702639483437e-9,6.795064226103048e-33,-8.157093797589907e-28,-13709.551652097716
0.00225,2250.0,-0.0005103422002014662,-0.0005102207729725534,2.1482326010247313e-9,9.498738164868297e-33,5.0609591171208916e-27,-13709.489779227028
0.0023125,2312.5,-0.0005783915936745016,-0.0005782587238159632,2.6735490704010663e-9,1.080315995769057e-32,2.50656327625161e-27,-13709.421741276185
0.002375,2375.0,-0.0006529714425498584,-0.0006528265320588471,3.303581044287424e-9,1.0223551023883223e-32,2.3256487117355374e-27,-13709.347173467942
0.0024375,2437.5,-0.0007344490188605157,-0.0007342914744916508,4.05436704982727e-9,8.645046009712132e-33,-4.285050548184246e-27,-13709.265708525509
0.0025,2500.0,-0.0008231929911393591,-0.0008230222267114376,4.943591294175357e-9,9.535032262679966e-33,-1.508428199193932e-27,-13709.17697777329
0.0025625,2562.5,-0.0009195723189283553,-0.0009193877576078784,5.99064663450045e-9,1.7424021163553658e-32,-2.8061391513179925e-27,-13709.080612242393
0.002625,2625.0,-0.0010239551489013724,-0.001023756225449684,7.216677172333413e-9,3.265001815215011e-32,-4.93343662697058e-28,-13708.97624377455
0.0026875,2687.5,-0.001136707718902243,-0.0011364938818742415,8.644621240167362e-9,5.205414335196395e-32,2.213544951904623e-27,-13708.863506118127
0.00275,2750.0,-0.0012581932760592858,-0.0012579639899408597,1.0299234557995015e-8,7.2389326897194e-32,-3.3958550484294754e-27,-13708.74203601006
0.0028125,2812.5,-0.00138877101499535,-0.001388525762268025,1.2207101887942783e-8,9.148971875850729e-32,-2.3232075955310266e-27,-13708.611474237732
0.002875,2875.0,-0.001528795041953801,-0.0015285333250754647,1.4396634602183081e-8,1.0998097348275919e-31,-8.269172809221036e-30,-13708.471466674924
0.0029375,2937.5,-0.0016786133704389903,-0.0016783347137301575,1.6898053664462497e-8,1.336277534450678e-31,3.600086919004617e-28,-13708.321665286272
0.003,3000.0,-0.001838566953716129,-0.0018382709051419002,1.9743357709722095e-8,1.7641449279121021e-31,-1.0621578754563437e-27,-13708.161729094858
0.0030625,3062.5,-0.0020089887592340825,-0.0020086748920727137,2.296628230912449e-8,2.5455642356790303e-31,4.3942734057078485e-27,-13707.991325107929
0.003125,3125.0,-0.002190202889719399,-0.002189870804108839,2.6602226420930328e-8,3.7096171178711975e-31,-1.9251884613586468e-28,-13707.810129195892
0.0031875,3187.5,-0.0023825237553704885,-0.002382173079726183,3.068818574874604e-8,5.200638769047163e-31,-3.622534402878428e-27,-13707.617826920274
0.00325,3250.0,-0.002586255301207161,-0.002585885693503658,3.526265890414527e-8,6.9875544453312e-31,3.077592139928071e-27,-13707.414114306497
0.0033125,3312.5,-0.0028016902932699226,-0.002801301442180713,4.036554382538684e-8,9.095395339182847e-31,1.9247089048024943e-27,-13707.19869855782
0.003375,3375.0,-0.003029109666963688,-0.003028701292854441,4.6038021974530095e-8,1.1645847422110634e-30,8.37489095572834e-28,-13706.971298707147
0.0034375,3437.5,-0.0032687819404347463,-0.0032683537962059786,5.232243149381144e-8,1.4907611928712668e-30,-5.285704717535058e-27,-13706.731646203796
0.0035,3500.0,-0.0035209626954502272,-0.0035205145672262757,5.92621307122187e-8,1.9357240806201107e-30,2.6293388787197415e-27,-13706.479485432776
0.0035625,3562.5,-0.0037858941278216237,-0.0037854258354840116,6.690136174921467e-8,2.5515829619554016e-30,3.327034734465217e-27,-13706.214574164516
0.003625,3625.0,-0.004063804668971369,-0.004063316066534892,7.528508304719006e-8,3.3596444408576734e-30,3.583778914607524e-27,-13705.936683933465
0.0036875,3687.5,-0.004354908679814854,-0.004354399655647257,8.445882690626238e-8,4.366508076450119e-30,3.766988007985215e-28,-13705.645600344353
0.00375,3750.0,-0.004659406217672983,-0.004658876694557912,9.446853596119579e-8,5.5903031000782556e-30,-2.245172091968864e-29,-13705.341123305443
0.0038125,3812.5,-0.004977482876501246,-0.004976932811546443,1.0536040370498721e-7,7.067060141053163e-30,-3.917818367137868e-27,-13705.023067188455
0.003875,3875.0,-0.0053093097002792425,-0.005308739084672544,1.1718071621273688e-7,8.858225608847121e-30,-4.5154274955334275e-27,-13704.691260915328
