t_s,x1_um,x2_um,Vout_mV
0.4956239903506611,13.703164521271798,13.710286525975775,-0.005216864136649226
0.49562419035066113,13.703163997772487,13.71028626022886,-0.005211619739150152
0.49562439035066114,13.703163474437703,13.710285994636422,-0.005206526446604027
0.49562459035066114,13.703162951251025,13.710285729190467,-0.0052015844880499516
0.49562479035066115,13.703162428196038,13.710285463883405,-0.005196793617128339
0.4956249903506611,13.703161905256326,13.710285198707233,-0.005192154080786438
0.4956251903506611,13.703161382415468,13.71028493365393,-0.0051876661766480136
0.4956253903506611,13.703160859657057,13.71028466871544,-0.005183330210161102
0.4956255903506611,13.703160336964684,13.71028440388367,-0.005179146494592819
0.4956257903506611,13.703159814321946,13.71028413915048,-0.00517511535103067
0.4956259903506611,13.70315929171244,13.710283874507693,-0.0051712371083825455
0.49562619035066113,13.703158769119767,13.71028360994729,-0.005167511927477141
0.49562639035066114,13.70315824652753,13.710283345461574,-0.005163939554941199
0.49562659035066114,13.703157723919338,13.71028308104246,-0.00516052023791005
0.49562679035066115,13.703157201278808,13.710282816681856,-0.0051572542502953365
0.4956269903506611,13.70315667858956,13.710282552371623,-0.0051541418747887945
0.4956271903506611,13.70315615583521,13.710282288103588,-0.005151183402858842
0.4956273903506611,13.703155632999396,13.710282023869546,-0.005148379134755752
0.4956275903506611,13.703155110065747,13.710281759661239,-0.005145729379508168
0.4956277903506611,13.703154587017911,13.710281495470628,-0.005143234222772642
0.49562799035066113,13.703154063839529,13.71028123128992,-0.005140893417181439
0.49562819035066114,13.703153540514252,13.710280967110954,-0.005138707204138574
0.49562839035066114,13.703153017025745,13.71028070292557,-0.005136675834892177
0.49562859035066115,13.703152493357674,13.710280438725565,-0.005134799570366981
0.49562879035066115,13.703151969493712,13.710280174502698,-0.005133078681164326
0.4956289903506611,13.703151445417545,13.71027991024869,-0.005131513447562573
0.4956291903506611,13.703150921112861,13.710279645955227,-0.005130104159515408
0.4956293903506611,13.703150396563355,13.710279381614267,-0.005128850819516419
0.4956295903506611,13.70314987175274,13.710279117217913,-0.005127753199854458
0.4956297903506611,13.703149346664727,13.71027885275794,-0.005126811530218323
0.49562999035066113,13.703148821283042,13.710278588226132,-0.005126026039963726
0.49563019035066114,13.703148295591415,13.71027832361423,-0.005125396969121967
0.49563039035066114,13.703147769573597,13.71027805891393,-0.0051249245683999195
0.49563059035066115,13.703147243213335,13.710277794116902,-0.005124609099180044
0.4956307903506611,13.703146716494398,13.710277529214759,-0.005124450833520398
0.4956309903506611,13.703146189400552,13.710277264199489,-0.005124449682583354
0.4956311903506611,13.703145661915588,13.710276999063073,-0.005124605453018485
0.4956313903506611,13.7031451340233,13.710276733797262,-0.005124918356800576
0.4956315903506611,13.70314460570749,13.710276468393774,-0.005125388602249498
0.49563179035066113,13.70314407695198,13.710276202844302,-0.005126016409450931
0.49563199035066113,13.703143547740604,13.710275937140494,-0.005126802010256365
0.49563219035066114,13.703143018057194,13.710275671273964,-0.005127745648283097
